회사명,거래소코드,회계년도,총자본증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),순이익증가율(IFRS),매출액순이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),자본금순이익률(IFRS),유보율(IFRS),사내유보율(IFRS),자기자본배당률(IFRS),배당성향(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),부채비율(IFRS),총자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),PER(최저)(IFRS),PBR(최저)(IFRS),PCR(최저)(IFRS),PSR(최저)(IFRS)
(주)주연테크,044380,2020/12,10.79,-6.67,32.29,0,-5.23,-6.07,-8.55,-30.37,264.1,0,0,0,65.23,34.77,53.3,1.16,1.63,5.8,4.01,0,0.59,5.64,0.33
(주)주연테크,044380,2021/12,4.96,22.12,40.84,0,4.18,6.34,8.97,32.4,305.05,0,0,0,75.9,24.1,31.75,1.52,2.15,7.75,5.18,13.6,1.14,0,0.57
(주)주연테크,044380,2017/12,6.25,44.6,4.84,0,-10.17,-10.26,-13.2,-67.53,408.13,0,0,0,89.2,10.8,12.11,1.01,1.3,6.64,4.53,0,0.67,0,0.58
(주)주연테크,044380,2016/12,75.82,65.47,-4.51,0,1.84,2.33,3.48,18.13,512.26,0,0,0,65.55,34.45,52.57,1.27,1.89,9.84,3.84,46.42,1.39,0,0.86
(주)지누스,013890,2020/12,18.07,30.5,-17.23,102.36,41.14,16.4,26.11,1171.5,5050.93,0,1.95,8.46,65.7,34.3,52.2,0.4,0.63,28.48,1.07,6.7,1.58,33.89,2.76
(주)지누스,013890,2019/12,46.14,138.97,30.84,232.73,16.83,10.49,20.96,621.42,3875.96,0,3.61,24.27,59.44,40.56,68.23,0.62,1.25,36.93,1.25,21.95,3.41,0,3.69
(주)지누스,013890,2021/12,13.63,0.26,63.56,-73.15,6.75,3.81,6.18,297.98,4779.72,0,2.25,36.45,57.97,42.03,72.5,0.56,0.92,44.12,1.47,48.38,3.09,13.85,3.27
(주)지에스,078930,2017/12,6,4.66,31.75,71.1,76.61,6.27,7.62,79.77,970.64,0,3.36,45.14,81.74,18.26,22.35,0.08,0.1,1.04,0.46,12.66,0.98,11.31,9.7
(주)지에스,078930,2019/12,-1.01,1.81,-27.8,-34.2,75.97,4.47,5.17,58.61,1043.57,0,3.32,64.85,87.71,12.29,14.01,0.06,0.07,0.77,0.44,15.39,0.82,15.59,11.69
(주)지에스,078930,2020/12,-3.5,-4.31,-16.16,0,-17.4,-0.88,-1.01,-11.26,994.29,0,3.47,0,86.97,13.03,14.98,0.05,0.06,0.65,0.4,0,0.57,13.48,9.37
(주)지에스,078930,2016/12,-0.09,1.64,110.04,131.42,58.99,3.77,4.6,46.62,923.02,0,3.13,68.66,82.78,17.22,20.8,0.06,0.08,0.79,0.36,19.6,0.92,14.46,11.56
(주)지에스,078930,2018/12,0.56,4.91,2.64,11.65,83.34,6.78,8.12,89.07,1023.19,0,3.38,42.67,85.27,14.73,17.27,0.08,0.1,1.07,0.49,10.6,0.87,10.27,8.83
(주)지에스,078930,2021/12,6.26,2.31,-24.72,0,130.05,4.88,5.72,63.33,1019.57,0,3.57,63.18,83.74,16.26,19.42,0.04,0.04,0.49,0.26,11.31,0.66,24.56,14.7
(주)지에스글로벌,001250,2017/12,8.73,0.85,36.71,76.61,0.28,0.77,2.26,3.98,77.28,100,0.56,25.14,32.8,67.2,204.85,2.73,8.03,14.15,4.14,26.97,0.62,4.53,0.08
(주)지에스글로벌,001250,2019/12,-14.22,-8.09,-7.22,0,-0.8,-2.74,-7.32,-12.79,67.79,0,0,0,38.83,61.17,157.56,3.43,9.17,16.02,5.48,0,0.5,5.75,0.05
(주)지에스글로벌,001250,2020/12,-24.85,-20.24,-29.72,0,-2.79,-8.31,-20.84,-31.37,33.91,0,0,0,41.21,58.79,142.65,2.98,7.48,11.26,4.96,0,0.3,0.75,0.04
(주)지에스글로벌,001250,2021/12,58.34,1.46,48.81,0,-0.13,-0.51,-1.58,-2.13,35.85,0,0,0,26.41,73.59,278.69,4,12.46,16.76,5.9,0,0.58,0,0.05
(주)지에스글로벌,001250,2018/12,-6.79,2.96,22.07,64.89,0.38,1.26,3.65,6.55,82.52,0,0.55,15.25,36.24,63.76,175.97,3.31,9.62,17.27,5.06,13.03,0.48,0,0.05
(주)지에스글로벌,001250,2016/12,37.65,78.72,10.85,0,0.22,0.53,1.65,3.54,75.78,0,0,0,35.36,64.64,182.77,2.42,7.57,16.26,3.55,25.97,0.34,8.92,0.06
(주)지에스리테일,007070,2018/12,0.74,2.56,5.13,-21.56,1.36,2.92,5.47,147.53,2631.25,0,2.38,44.06,53.77,46.23,85.97,2.14,4.02,108.5,4.59,19.72,1.18,9.52,0.27
(주)지에스리테일,007070,2017/12,11.36,3.46,10.58,-48.7,1.82,3.93,7.18,188.07,2563.17,0,2.25,31.9,52.82,47.18,89.33,2.16,3.94,103.21,4.76,17.49,1.37,6.86,0.32
(주)지에스리테일,007070,2016/12,-2.9,10.5,16.11,74.71,3.93,7.98,14.95,366.61,2474.16,0,4.27,30,56.85,43.15,75.9,2.03,3.81,93.33,4.35,12.1,1.95,9.87,0.48
(주)지에스리테일,007070,2021/12,36.9,77.4,8.94,364.28,9.1,12.78,26.42,934.65,3919.74,0,2.98,14.44,53.54,46.46,86.78,1.41,2.9,102.74,2.72,3,0.67,3.95,0.27
(주)지에스리테일,007070,2019/12,42.72,3.69,3.19,0.6,1.33,2.41,5.34,148.42,2732.12,0,2.65,50.53,39.07,60.93,155.97,1.82,4.02,111.96,3.31,22.64,1.29,3.75,0.3
(주)지에스리테일,007070,2020/12,0.39,7.07,-0.6,60.05,2.13,3.27,8.16,237.55,2909.7,0,2.99,37.89,41.32,58.68,142.04,1.53,3.82,111.29,2.55,10.57,0.9,2.63,0.23
(주)지투알,035000,2018/12,-4.95,-3.82,-40.54,-94.44,3.17,0.54,0.58,3.1,468.93,100,4.36,743.26,94.62,5.38,5.68,0.17,0.18,0.98,2.87,198.15,1.25,29.24,6.27
(주)지투알,035000,2017/12,6.63,6.96,25.45,4298.29,33.88,9.81,10.5,55.84,489.94,0,4.2,41.3,93.51,6.49,6.94,0.29,0.31,1.65,4.37,13.15,1.45,9.31,4.46
(주)지투알,035000,2020/12,-8.48,-3.29,19.2,0,6.21,1.94,2.36,11.28,410.95,100,5.88,245.26,84.56,15.44,18.25,0.31,0.38,1.82,1.75,24.86,0.69,0,1.54
(주)지투알,035000,2021/12,-1.38,-1.64,-39.39,72.7,17.7,3.53,4.17,19.48,403.22,100,6.97,165.69,84.34,15.66,18.57,0.2,0.24,1.1,1.28,24.82,1.23,0,4.4
(주)지투알,035000,2016/12,-3.03,-3.27,9.32,-92.54,0.97,0.23,0.24,1.27,454.19,0,4.49,1816.46,93.22,6.78,7.27,0.23,0.25,1.31,3.52,561.49,1.51,41.17,5.43
(주)지투알,035000,2019/12,8.85,-7.94,55.45,0,-12,-3.13,-3.6,-18.28,426.96,100,5.69,0,80.02,19.98,24.96,0.26,0.3,1.52,2.01,0,1.37,9.62,3.99
(주)진도,088790,2018/12,1.51,2.17,-6.34,-41.66,4.69,3.53,5.42,90.27,1583.15,0,1.78,33.24,65.4,34.6,52.9,0.75,1.16,19.27,2.17,9.86,0.54,27.58,0.46
(주)진도,088790,2019/12,-9.74,-4.4,-35.14,0,-3.5,-1.79,-2.66,-43.78,1509.04,0,1.24,0,69.27,30.73,44.37,0.51,0.76,12.5,1.56,0,0.41,7.85,0.52
(주)진도,088790,2020/12,-11.5,-2.93,-30.05,0,-3.22,-1.28,-1.77,-28.12,1461.97,0,0,0,75.98,24.02,31.62,0.4,0.55,8.74,1.45,0,0.24,1.89,0.44
(주)진도,088790,2021/12,6.31,3.82,8.17,0,6.19,2.76,3.68,58.53,1521.71,100,0.49,13.67,74.2,25.8,34.77,0.45,0.59,9.46,1.79,8.66,0.31,2.95,0.54
(주)진도,088790,2016/12,-1.78,5.93,0.99,145.99,6.6,5.41,8.74,130.3,1434.15,0,2.61,30.7,64.23,35.77,55.68,0.82,1.32,19.75,2.15,6.32,0.55,4.65,0.42
(주)진도,088790,2017/12,6.15,7.38,4.17,18.75,7.52,6.29,9.73,154.73,1547.4,0,3.28,34.9,64.98,35.02,53.9,0.84,1.29,20.57,2.36,6.28,0.61,0,0.47
(주)진양홀딩스,100250,2017/12,3.14,2.41,31.52,74.01,79.45,5.6,5.63,37.12,573.83,100,2.94,52.82,99.19,0.81,0.82,0.07,0.07,0.47,15.21,15.92,0.91,17.09,12.65
(주)진양홀딩스,100250,2018/12,26.03,12.3,109.78,203.68,115.01,14.82,15.91,112.73,655.96,100,2.62,17.39,88.39,11.61,13.14,0.13,0.14,0.98,1.89,3.51,0.54,4.87,4.04
(주)진양홀딩스,100250,2020/12,1.63,1.99,39.22,25.12,102.8,5.54,6.21,47.52,678.98,0,3.04,49.51,89.28,10.72,12,0.05,0.06,0.46,0.5,7.13,0.45,11.06,7.33
(주)진양홀딩스,100250,2019/12,0.41,1.06,-66.13,-66.31,114.39,4.47,5.04,37.98,663.94,0,3.11,61.95,88.97,11.03,12.4,0.04,0.04,0.33,0.35,12.19,0.63,26.99,13.94
(주)진양홀딩스,100250,2016/12,-1.16,-0.72,-16.58,-45.27,60.05,3.25,3.26,21.33,558.09,100,3.01,91.9,99.89,0.11,0.11,0.05,0.05,0.36,16.43,27.66,0.94,27.22,16.61
(주)진양홀딩스,100250,2021/12,7.09,6.98,69.86,84.53,111.68,9.79,10.97,87.7,732.89,0,2.85,26.83,89.19,10.81,12.12,0.09,0.1,0.79,0.81,5.82,0.64,6.73,6.49
(주)진에어,272450,2019/12,35.59,-27.97,-9.95,0,-6.22,-9.26,-24.74,-188.84,562.42,0,0,0,27.22,72.78,267.37,1.49,3.98,30.34,2.38,0,2.14,6.16,0.44
(주)진에어,272450,2018/12,4.26,14.84,13.77,-39.98,4.4,8.74,17.86,148.23,787.31,0,3.38,20.24,51.24,48.76,95.17,1.99,4.06,33.69,3.89,11.13,1.98,9.04,0.49
(주)진에어,272450,2021/12,8.05,75.99,-9.04,0,-54.04,-23.06,-98.62,-274.86,249.31,0,0,0,28.72,71.28,248.25,0.43,1.82,5.09,0.56,0,3.51,0,2.41
(주)진에어,272450,2020/12,-20.96,-48.81,-70.14,0,-70.06,-30.19,-131.35,-507.74,140.14,0,0,0,17.63,82.37,467.2,0.43,1.87,7.25,0.56,0,1.6,0,0.55
(주)진에어,272450,2017/12,64.85,197.51,23.44,88.35,8.34,18.51,47.84,259.95,672.67,0,3.24,10.12,46.52,53.48,114.96,2.22,5.74,31.17,3.62,1.87,0.62,1.11,0.16
(주)천일고속,000650,2018/12,18.52,31.28,0.57,0,-0.37,-0.28,-0.38,-2.9,767.01,0,9.22,0,76.96,23.04,29.94,0.75,1.02,7.77,2.83,0,2.04,0,2.04
(주)천일고속,000650,2017/12,29.12,21.32,-5.42,984.52,49.06,45.03,63.04,379.28,560.67,0,18.16,31.59,69.48,30.52,43.92,0.92,1.28,7.73,3.21,4.64,3.32,0,2.28
(주)천일고속,000650,2020/12,-16.27,-25.62,-47.75,0,-21.7,-9.2,-15.21,-94.64,431.93,0,7.52,0,56.61,43.39,76.65,0.42,0.7,4.36,1.07,0,1.67,23.45,1.83
(주)천일고속,000650,2021/12,-6.44,-5.3,-5.83,0,-1.94,-0.88,-1.54,-7.95,403.8,0,9.93,0,57.3,42.7,74.53,0.45,0.79,4.11,1.05,0,2.85,0,3.05
(주)천일고속,000650,2019/12,-0.45,-17.58,7.33,0,1.21,0.9,1.28,10.11,614.76,0,0.79,55.8,63.72,36.28,56.94,0.74,1.06,8.34,2.51,121.26,1.76,14.51,1.47
(주)천일고속,000650,2016/12,-16.69,-21,-0.76,-46,4.28,4.32,5.68,34.97,444.75,0,18.36,285.51,73.95,26.05,35.23,1.01,1.33,8.17,4.24,34.43,2.78,16.52,1.47
(주)체시스,033250,2019/06,-0.3,-6.43,-14.18,0,-10.28,-4.51,-14.03,-31.29,115.61,0,0,0,31.14,68.86,221.14,0.44,1.36,3.04,0.65,0,0.74,14.26,0.46
(주)체시스,033250,2020/06,-11.15,-16.34,-0.24,0,-11.87,-5.51,-18.2,-36.04,80.38,0,0,0,29.32,70.68,241.05,0.46,1.53,3.04,0.67,0,1.33,5.49,0.71
(주)체시스,033250,2021/06,-1.11,52.14,-3.07,0,-3.57,-1.72,-4.63,-9.02,105.83,0,0,0,45.11,54.89,121.67,0.48,1.29,2.52,0.77,0,1.13,6.39,1
(주)체시스,033250,2018/06,-0.34,-13.31,-17.74,0,-11.52,-5.87,-16.47,-40.86,130.44,0,0,0,33.18,66.82,201.37,0.51,1.43,3.55,0.79,0,0.85,34.96,0.51
(주)체시스,033250,2017/06,-5.37,-12.04,3.78,0,-7.94,-4.78,-12.06,-34.25,165.8,0,0,0,38.14,61.86,162.16,0.6,1.52,4.31,1,0,0.86,0,0.52
(주)초록뱀헬스케어,118000,2016/12,74.88,113.1,0.27,0,-111.2,-29.44,-54.38,-93.1,85.24,0,0,0,57.92,42.08,72.64,0.26,0.49,0.84,0.58,0,2.81,0,7.12
(주)초록뱀헬스케어,118000,2018/12,114.33,0.27,44.07,0,-96.69,-32.74,-64.09,-103.43,52.51,0,0,0,37.51,62.49,166.61,0.34,0.66,1.07,0.69,0,2.39,0,3.34
(주)초록뱀헬스케어,118000,2019/12,22.33,91.66,-32.96,0,-61.26,-9.17,-18.64,-33.89,102.13,0,0,0,58.77,41.23,70.17,0.15,0.3,0.55,0.29,0,1.23,0,5.08
(주)초록뱀헬스케어,118000,2021/12,36.33,59.63,141.77,-15.08,51.94,5.58,8.63,24.67,191.44,0,0,0,68.9,31.1,45.15,0.11,0.17,0.47,0.3,10.99,0.83,0,5.71
(주)초록뱀헬스케어,118000,2020/12,108.84,109.11,-19.42,0,147.88,10.5,17.85,44.18,177.22,0,0,0,58.84,41.16,69.95,0.07,0.12,0.3,0.17,6.1,0.81,0,9.02
(주)초록뱀헬스케어,118000,2017/12,-21.78,8.26,38.85,0,-76.82,-24.91,-36.8,-65.4,71.46,0,0,0,80.17,19.83,24.73,0.32,0.48,0.85,1,0,1.98,0,3.98
(주)카카오,035720,2019/12,4.54,2.25,28.92,0,-17.16,-4.09,-5.41,-611.75,11158.56,0,0.21,0,74.92,25.08,33.47,0.24,0.31,35.65,0.98,0,1.8,14.63,5.16
(주)카카오,035720,2020/12,13.28,9.62,17.56,0,-6.63,-1.7,-2.32,-269.55,11923.38,0,0.24,0,72.5,27.5,37.93,0.26,0.35,40.68,0.98,0,2.35,17.83,6.32
(주)카카오,035720,2021/12,36.47,23.07,19.88,0,23.75,5.83,8.53,1139.22,14584.48,0,0.35,4.54,65.38,34.62,52.95,0.25,0.36,47.96,0.78,94.72,7.6,58.86,22.5
(주)카카오,035720,2018/12,25.14,33.55,19.95,-58.53,7.69,1.62,2.17,238.24,11284.61,0,0.21,11.14,76.6,23.4,30.55,0.21,0.28,31,0.82,74.39,1.61,14.91,5.72
(주)카카오,035720,2017/12,2.64,5.41,13.64,469.94,22.23,4.45,6.28,641.16,10364.89,0,0.28,4.62,71.77,28.23,39.33,0.2,0.28,28.84,0.69,30.39,1.98,26.82,6.76
(주)카카오뱅크,323410,2021/12,35.23,97.41,32.43,79.63,19.17,0.65,4.91,9.25,132.4,0,0,0,15.32,84.68,552.74,0.03,0.26,0.48,0.04,101.85,3.79,0,19.52
(주)카카오페이,377300,2021/12,255.23,818.31,64.29,0,-2.66,-0.62,-1.11,-27.85,2540.6,0,0,0,64.38,35.62,55.33,0.23,0.42,10.47,0.53,0,1.81,10.96,7.71
(주)카프로,006380,2018/12,-6.29,2.32,7.01,-18.67,1.73,2.24,3.77,50.22,1248.46,0,0.74,19.91,62.27,37.73,60.59,1.29,2.17,28.96,3.2,15.29,0.58,17.44,0.27
(주)카프로,006380,2019/12,-15.86,-31.58,-24,0,-18.81,-20.77,-36.47,-414.1,822.58,0,0,0,50.64,49.36,97.49,1.1,1.94,22.01,2.56,0,0.62,5.18,0.26
(주)카프로,006380,2020/12,-14.35,-32.91,-42.14,0,-24.1,-18.15,-39.82,-306.93,518.91,0,0,0,39.66,60.34,152.15,0.75,1.65,12.74,1.38,0,0.69,0,0.33
(주)카프로,006380,2021/12,26.65,1.8,128.65,0,0.34,0.55,1.57,9.79,530.03,0,0,0,31.88,68.12,213.71,1.65,4.66,29.12,2.55,68.44,1.07,0,0.23
(주)카프로,006380,2016/12,8.34,-3.18,60.7,0,-2.21,-1.67,-2.98,-38.12,1159.69,0,0,0,53.17,46.83,88.08,0.76,1.35,17.27,1.73,0,0.35,0,0.25
(주)카프로,006380,2017/12,-2.47,4.62,56.69,0,2.28,2.64,4.79,61.74,1217.95,100,0.76,16.2,57.03,42.97,75.34,1.16,2.1,27.06,2.57,17.65,0.84,4.47,0.4
(주)케이씨,029460,2018/12,94.89,97.08,17.04,317.95,134.61,67.38,83.84,2865.03,4589.99,0,0.89,1.41,80.67,19.33,23.96,0.5,0.62,21.28,2.55,0.75,0.48,7.91,1.01
(주)케이씨,029460,2016/12,8.13,10.28,8.08,10.9,12.96,11.95,14.94,244.36,1710.49,0,1.64,11.54,80.72,19.28,23.89,0.92,1.15,18.85,4.6,8.27,1.22,18.3,1.07
(주)케이씨,029460,2020/12,32.99,32.59,16.88,-28.78,19.91,5.8,6.9,457.77,7626.04,0,0.73,12.03,83.96,16.04,19.1,0.29,0.35,22.99,1.83,4.08,0.25,3.25,0.81
(주)케이씨,029460,2021/12,9.96,11.15,5.58,4.9,19.78,5.07,6.01,480.19,8469.78,100,0.65,11.47,84.87,15.13,17.83,0.26,0.3,24.27,1.65,8.35,0.49,3397.99,1.65
(주)케이씨,029460,2017/12,-44.93,-45.57,-60.84,13.86,37.69,16.88,21.01,395.82,2356.6,0,1.44,4.82,79.78,20.22,25.35,0.45,0.56,10.5,2.28,9.24,2.85,11.43,3.48
(주)케이씨,029460,2019/12,20.61,25.9,-7.58,-77.56,32.68,10.37,12.55,642.77,5764.35,0,0.8,7.14,84.21,15.79,18.75,0.32,0.38,19.67,1.82,3.33,0.38,6.98,1.09
(주)케이씨씨,002380,2017/12,3.9,-1.71,8.7,0,-0.79,-0.3,-0.47,-47.9,10234.41,0,1.38,0,62.01,37.99,61.27,0.38,0.59,60.72,1.05,0,0.58,8.49,0.95
(주)케이씨씨,002380,2019/12,6.24,-20.65,-28.4,0,-4.98,-1.34,-2.38,-211.27,7983.82,0,1,0,48.25,51.75,107.23,0.27,0.48,42.47,0.61,0,0.48,8.36,0.88
(주)케이씨씨,002380,2016/12,5.61,1.62,2.76,-15.74,4.2,1.53,2.3,234.44,10410.44,0,1.35,59.46,65.55,34.45,52.55,0.37,0.55,55.86,1.1,28.6,0.66,9.85,1.2
(주)케이씨씨,002380,2021/12,0.51,0.54,10.36,-91,2.78,0.72,1.26,132.08,10836.08,0,0.91,72.35,57.36,42.64,74.34,0.26,0.45,47.55,0.61,27.07,0.34,16.29,0.75
(주)케이씨씨,002380,2020/12,-4.72,13.22,-13.55,0,34.07,7.86,14.91,1350.58,10779.23,0,0.76,5.43,57.34,42.66,74.39,0.23,0.44,39.65,0.49,1.34,0.19,2.23,0.45
(주)케이씨씨,002380,2018/12,-5.95,-2.01,-2.31,0,-0.66,-0.25,-0.39,-38.86,10031.01,0,1.41,0,64.61,35.39,54.79,0.37,0.59,59.31,1.02,0,0.47,5.23,0.78
(주)케이씨씨글라스,344820,2021/12,0,0,0,0,10.02,6.32,8.48,737.38,8604.34,0,1.61,18.95,74.55,25.45,34.13,0.63,0.85,73.61,2.48,4.77,0.42,2.46,0.48
(주)케이씨씨글라스,344820,2020/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이씨텍,281820,2019/12,7.67,12.26,-25.73,-32.2,13.89,11.32,13.52,371.66,2809.27,0,1.38,10.76,85.46,14.54,17.01,0.82,0.97,26.75,5.02,4.71,0.62,4.29,0.65
(주)케이씨텍,281820,2018/12,0,0,0,0,15.22,17.34,21.16,548.14,2491.6,0,2.08,9.85,81.96,18.04,22.01,1.14,1.39,36.02,6.32,3.36,0.74,3.23,0.51
(주)케이씨텍,281820,2017/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이씨텍,281820,2020/12,20.66,20.56,20.57,15.52,13.31,11.44,13.39,418.57,3235.45,0,1.32,10.77,85.39,14.61,17.1,0.86,1.01,31.44,5.89,5.87,0.74,3.46,0.78
(주)케이씨텍,281820,2021/12,11.23,10.74,7.71,-1.51,12.17,9.75,11.45,402.14,3593.61,0,1.19,10.94,85.02,14.98,17.62,0.8,0.94,33.03,5.41,10.25,1.15,10.46,1.25
(주)케이씨티시,009070,2017/12,10.67,3.53,4.64,-42.93,2.95,2.58,5.17,52.95,943.01,0,0.67,13.18,48.3,51.7,107.05,0.88,1.75,17.96,1.75,8.97,0.48,4.19,0.26
(주)케이씨티시,009070,2019/12,8.55,3.39,6.03,-11.52,2.45,2.39,4.82,53.55,1032.11,0,0.79,16.76,48.45,51.55,106.39,0.97,1.96,21.82,1.93,9.71,0.47,4.73,0.24
(주)케이씨티시,009070,2020/12,4.57,5.73,7.93,35.74,3.09,3.05,6.25,72.68,1097.51,0,0.83,13.72,48.99,51.01,104.14,0.99,2.03,23.55,1.92,4.27,0.26,3.12,0.13
(주)케이씨티시,009070,2016/12,-5.05,9.23,4.95,25.01,5.41,4.64,9.63,92.78,907.93,0,0.69,7.52,51.63,48.37,93.7,0.86,1.78,17.16,1.66,6.14,0.59,3.9,0.33
(주)케이씨티시,009070,2021/12,15.13,6.87,31.91,33.69,3.13,3.7,7.86,97.17,1181.23,0,0.94,12.31,45.47,54.53,119.91,1.18,2.51,31.07,2.24,7.1,0.55,4.8,0.22
(주)케이씨티시,009070,2018/12,-0.32,4.99,14.59,14.3,2.94,2.81,5.67,60.52,995.15,0,0.82,14.83,50.87,49.13,96.58,0.96,1.93,20.58,1.9,6.48,0.38,14.19,0.19
(주)케이에스에스해운,044450,2018/12,-0.24,9.65,14.17,-19.59,10.23,2.29,8.69,178.58,2102.43,100,2.07,24.89,27.65,72.35,261.71,0.22,0.85,17.46,0.3,7.19,0.61,1.81,0.74
(주)케이에스에스해운,044450,2019/12,6.03,12.56,14.14,11.71,10.01,2.49,8.73,199.49,2367.68,0,2.16,26.22,29.35,70.65,240.73,0.25,0.87,19.93,0.35,6.05,0.51,1.68,0.61
(주)케이에스에스해운,044450,2020/12,11.71,-4.34,-2.27,-42.81,5.86,1.31,4.82,114.09,2262.57,0,2.51,50.94,25.13,74.87,297.92,0.22,0.82,19.48,0.31,9.29,0.47,1.71,0.54
(주)케이에스에스해운,044450,2021/12,33.85,27.9,41.79,331.17,17.81,4.57,18.65,491.92,2908.39,0,2.29,13.78,24.01,75.99,316.44,0.26,1.05,27.62,0.34,4.13,0.7,2.41,0.74
(주)케이에스에스해운,044450,2017/12,39.7,-3.58,25.86,97.09,14.52,3.32,11.12,222.08,1891.89,0,2.3,20.34,25.15,74.85,297.58,0.23,0.77,15.29,0.33,7.03,0.82,2.38,1.02
(주)케이에스에스해운,044450,2016/12,18.54,11.13,-1.83,-43.57,9.27,2.19,5.83,150.24,1945.13,0,1.66,29.95,36.44,63.56,174.4,0.24,0.63,16.2,0.38,12.25,0.69,2.91,1.14
(주)케이에이치필룩스,033180,2018/12,100.39,125.13,4.91,0,-5.01,-1.67,-3.2,-15.79,440.88,0,0,0,54.24,45.76,84.38,0.33,0.64,3.15,0.7,0,1.01,0,2.17
(주)케이에이치필룩스,033180,2019/12,43.71,75.73,27.72,0,-9.44,-2.48,-4.04,-24.03,531.99,0,0,0,66.32,33.68,50.78,0.26,0.43,2.55,0.68,0,0.87,8.84,2.57
(주)케이에이치필룩스,033180,2020/12,-11.56,-3,-21.12,0,-77.43,-14.43,-20.81,-122.76,452.3,0,0,0,72.74,27.26,37.48,0.19,0.27,1.59,0.61,0,1.03,37.66,3.73
(주)케이에이치필룩스,033180,2021/12,39,54.88,-8.09,0,-15.12,-2.31,-2.98,-16.64,463.91,0,0,0,81.05,18.95,23.38,0.15,0.2,1.1,0.68,0,0.8,0,4.9
(주)케이에이치필룩스,033180,2017/12,22.42,40.08,24.81,29.09,5.41,2.85,6.25,24.14,327.84,100,3.16,43.72,48.28,51.72,107.14,0.53,1.16,4.47,0.97,21.93,1.22,10.56,1.19
(주)케이에이치필룩스,033180,2016/12,84.97,19.38,3.51,1.4,5.23,3.18,6.33,20.85,255.28,0,4.34,74.68,42.19,57.81,137.03,0.61,1.21,3.99,1.23,18.75,1.15,0,0.98
(주)케이이씨,092220,2018/12,-1.19,0.11,-9.26,0,0.71,0.4,0.67,2.62,290.54,0,0,0,60.87,39.13,64.29,0.57,0.94,3.7,1.44,65.24,0.44,3.99,0.46
(주)케이이씨,092220,2017/12,-4.54,9.05,3.49,0,-1.08,-0.66,-1.17,-4.94,295.73,0,0.61,0,60.08,39.92,66.44,0.61,1.08,4.56,1.39,0,0.37,12.14,0.35
(주)케이이씨,092220,2020/12,10.25,-21.66,-0.84,0,-23.73,-12.03,-24.32,-77.45,179.85,0,0,0,41.46,58.54,141.2,0.51,1.02,3.26,1,0,0.34,4.35,0.29
(주)케이이씨,092220,2021/12,12.57,67.32,34,0,3.76,2.29,4.39,14.68,277.53,0,0,0,61.62,38.38,62.28,0.61,1.17,3.9,1.27,23.91,0.84,13.47,0.9
(주)케이이씨,092220,2016/12,12.52,33.89,9.35,0,0.04,0.03,0.06,0.26,351.75,0,0,0,52.59,47.41,90.14,0.61,1.25,5.94,1.19,639.75,0.31,2,0.28
(주)케이이씨,092220,2019/12,-0.96,-5.07,-7.05,0,-10,-5.35,-8.98,-33.53,257.21,0,0,0,58.34,41.66,71.4,0.54,0.9,3.35,1.32,0,0.51,17.2,0.56
(주)케이티,030200,2018/12,11.47,12.38,0.09,21.14,3.23,2.27,4.67,35.87,765.62,0,2.12,48.05,48.87,51.13,104.62,0.7,1.45,11.09,1.37,12.35,0.71,1.95,0.4
(주)케이티,030200,2019/12,6.62,1.46,4.89,-23.06,2.37,1.61,3.37,27.6,777.12,0,2.09,62.47,46.5,53.5,115.05,0.68,1.42,11.64,1.29,16.02,0.66,2.45,0.38
(주)케이티,030200,2020/12,1.06,2.38,-1.79,54.11,3.72,2.39,5.1,42.54,800.34,0,2.47,49.06,47.11,52.89,112.28,0.64,1.37,11.43,1.21,6.77,0.4,1.02,0.25
(주)케이티,030200,2021/12,4.76,5.01,2.84,48.84,5.39,3.45,7.32,63.31,850.76,0,3.25,45.47,47.22,52.78,111.77,0.64,1.36,11.75,1.21,6.21,0.55,1.24,0.33
(주)케이티,030200,2016/12,1.97,6.75,0.51,5.06,4.75,3.31,7.54,51.73,663.46,0,1.77,24.21,44.88,55.12,122.84,0.7,1.59,10.88,1.24,8.4,0.79,1.54,0.4
(주)케이티,030200,2017/12,-5.53,2.04,1.83,-42.76,2.67,1.93,4.14,29.61,677.51,0,2.17,52.91,48.47,51.53,106.3,0.72,1.55,11.08,1.35,16.15,0.83,2.15,0.43
(주)케이티스카이라이프,053210,2016/12,9.24,9.95,-0.2,-11.43,10.55,9.03,12.72,55.15,360.38,0,3.64,29.94,71.17,28.83,40.5,0.86,1.21,5.23,2.95,10.19,1.39,4.92,1.07
(주)케이티스카이라이프,053210,2018/12,2.97,14.36,1.65,-7.65,7.75,6.48,8.25,42.63,457.41,0,2.53,32.67,82.59,17.41,21.08,0.84,1.06,5.5,3.9,9.95,0.84,3.2,0.77
(주)케이티스카이라이프,053210,2019/12,2.89,5.15,0.12,-1.18,7.65,6.22,7.45,42.12,485.78,0,2.4,33.06,84.4,15.6,18.48,0.81,0.97,5.51,4.93,8.11,0.64,3.21,0.62
