회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),현금및현금성자산(*)(IFRS연결),금융비용(IFRS연결),부채(*)(IFRS연결),자본(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(*)(연결),기타(영업)비용(*)(IFRS연결)
(주)선익시스템,171090,2017/12,123595928,117826131,9765573,35518893,0,26983251,90842880,14538590,17434263,33124916,39120062,0
(주)성광벤드,014620,2017/12,145746476,502479497,-16318803,37471409,0,52116687,450362811,-18641619,24184695,255654480,445670408,0
(주)성도이엔지,037350,2017/12,391339341,328533571,21235465,30258727,0,141556623,186976948,24856280,16399532,68477834,174578073,0
(주)성우하이텍,015750,2017/12,3366358641,3385206082,29281956,246980137,0,2201614097,1183591985,60837596,207696182,1983392215,955102511,0
(주)성창오토텍,080470,2017/12,142953914,106028645,-1288740,8996578,0,59722323,46306322,962144,16538314,46727165,31099821,0
(주)세동,053060,2017/12,119281845,114492516,-7778987,2097385,0,93663898,20828618,-5727607,10123746,80144092,1945462,0
(주)세보엠이씨,011560,2017/12,602536022,257713994,21596937,22836522,0,120800191,136913803,29088950,13954023,50925304,134221572,0
(주)세영디앤씨,052190,2017/12,11649229,31112426,-23260279,3787546,0,17849244,13263182,-305791,4095194,14759265,-47698199,0
(주)세운메디칼,100700,2017/12,61230473,86062523,9306122,8347461,0,7386769,78675754,12474435,11114389,38756459,73227217,0
(주)세원물산,024830,2017/12,,,,,,,,,,,,
(주)세중,039310,2017/12,158350962,115681226,-1272896,32391792,0,31863283,83817943,7972016,30517012,22316554,55964375,0
(주)세진티에스,067770,2017/12,22828076,44168218,-2457380,3587285,0,2559121,41609097,-2428928,3133269,14586369,23587830,0
(주)세코닉스,053450,2017/12,331101709,343632178,-2356373,10819258,0,214073231,129558947,1642502,43085019,201770379,99805021,0
(주)세토피아,222810,2017/12,,,,,,,,,,,,
(주)세화피앤씨,252500,2017/12,,,,,,,,,,,,
(주)셀루메드,049180,2017/12,21608625,64983515,-7884455,2092990,0,30462094,34521421,-1017018,9694832,35045275,-99641343,0
(주)셀바스에이아이,108860,2017/12,46866565,106906184,-4282233,11507088,0,52197234,54708950,561995,46304570,70696106,-17574098,0
(주)셀바스헬스케어,208370,2017/12,29575768,54696398,-1116106,3286157,0,26882217,27814181,159485,12765533,32370496,2218184,0
(주)셀트리온제약,068760,2017/12,135860256,470269310,15714765,5637883,0,176645642,293623668,8670526,49615086,259162638,-20909503,0
(주)셀트리온헬스케어,091990,2017/12,921499987,2875003480,165683864,251366073,0,1170919114,1704084366,164827520,70476658,75806527,261308599,0
(주)셀피글로벌,068940,2017/12,27191581,29821380,-9736883,4793892,0,12565658,17255722,-7255526,13426507,9484311,8008457,0
(주)소리바다,053110,2017/12,54007575,62490967,-6015913,5591518,0,28238677,34252290,-4012532,58020107,36286068,-29917378,0
(주)소프트센,032680,2017/12,,,,,,,,,,,,
(주)손오공,066910,2017/12,104074946,60058075,-12292550,1364662,0,40965082,19092993,-11927686,22167365,15640494,-48345212,0
(주)솔고바이오메디칼,043100,2017/12,23210535,64743115,-8521580,4312734,0,17726104,47017011,-6060929,11830703,33357185,-19850432,0
(주)솔루에타,154040,2017/12,155927912,201892913,8999,23376015,0,118544596,83348317,2828301,22118190,96640667,39280656,0
(주)솔본,035610,2017/12,74108667,187436714,-6157927,31955993,0,22201596,165235118,2449639,37606599,104080659,-647737,0
(주)쇼박스,086980,2017/12,102706678,203267261,15845913,63943192,0,64344876,138922385,10397090,9841327,43183651,72096955,0
(주)수산아이앤티,050960,2017/12,,,,,,,,,,,,
(주)슈프리마,236200,2017/12,47062107,103278676,9089245,31256257,0,6063657,97215019,12407697,12618596,38234825,20211993,0
(주)슈프리마에이치큐,094840,2017/12,28628445,129283489,4652792,13159459,0,6629162,122654327,3709397,6280807,74506056,102040106,0
(주)슈피겐코리아,192440,2017/12,224993661,257553469,40656388,55062795,0,36180007,221373462,48327513,110320203,87501827,169044827,0
(주)스마트솔루션즈,136510,2017/12,25027290,41702389,3020851,11364872,0,9234829,32467560,3346492,6989993,19846946,19265406,0
(주)스맥,099440,2017/12,161130468,204499981,334271,11926059,0,108490316,96009665,4715375,23414770,77591157,24380248,0
(주)스카이문스테크놀로지,033790,2017/12,13458871,62674030,-4758219,26939047,0,23140011,39534019,-4294142,4929374,13469173,4043069,0
(주)스킨앤스킨,159910,2017/12,29874487,50212555,-18673169,8592462,0,26631215,23581339,-8065895,16186679,29355582,-39677685,0
(주)스타플렉스,115570,2017/12,86988215,142665803,-8653997,4275874,0,88410654,54255150,2599450,9460501,85146381,38360985,0
(주)스튜디오산타클로스엔터테인먼트,204630,2017/12,46522005,54659442,-2465153,10518420,0,8796847,45862595,-510443,10381190,16796529,-7033249,0
(주)스페이스솔루션,245030,2017/12,,,,,,,,,,,,
(주)스페코,013810,2017/12,68786456,99135240,-349493,10632793,0,56239532,42895708,1362133,11301096,43110723,16549171,0
(주)승일,049830,2017/12,,,,,,,,,,,,
(주)시공테크,020710,2017/12,173114089,129465894,18716581,20694791,0,33992604,95473290,14857097,6220508,58424133,59044496,0
(주)시너지이노베이션,048870,2017/12,34197705,106059255,-12221264,7981101,0,77646682,28412573,-1180565,13992186,78928425,-87135529,0
(주)시노펙스,025320,2017/12,181187121,150611300,-13790199,22413178,0,96029335,54581965,24862904,20095528,85096313,-40201238,0
(주)시스웍,269620,2017/12,31381567,35182889,5543368,18176062,0,3171348,32011541,6556923,2824840,7873498,18293904,0
(주)시큐브,131090,2017/12,15259224,33106158,3106936,13185560,0,8834563,24271594,2785786,6036238,4322483,18184986,0
(주)시티랩스,139050,2017/12,49340104,54620991,-9350611,12769171,0,24198026,30422965,-3207237,8453920,19268416,-810398,0
(주)신진에스엠,138070,2017/12,56975933,98551325,4674324,13995979,0,27821566,70729759,5472373,7003741,47332895,52355689,0
(주)신화콘텍,187270,2017/12,55347069,89470579,6161177,15743664,0,36854489,52616090,9883751,7280219,54503055,24377004,0
(주)심텍,222800,2017/12,811565475,728156876,16099696,12174869,0,513408749,214748127,33804625,67706997,517938496,161414064,0
(주)심텍홀딩스,036710,2017/12,812440662,754085651,9770225,13037782,0,524321707,229763944,27410943,69463351,543201891,72013469,0
(주)싸이맥스,160980,2017/12,164085573,147866098,17567275,10026419,0,46055511,101810587,23757370,9400213,76731988,46214455,0
(주)썬테크놀로지스,122800,2017/12,15229793,32929432,-12920233,23037,0,14307585,18621847,-4950620,5594277,12729655,-7085527,0
(주)썸에이지,208640,2017/12,3554861,28114639,-8706014,3884374,0,994316,27120323,-8936641,12491502,4601540,-9594535,0
(주)쎄노텍,222420,2017/12,,,,,,,,,,,,
(주)쎄니트,037760,2017/12,126227417,153682575,6746386,8523605,0,78417258,75265316,8561114,15318697,93970509,25246739,0
(주)쎄트렉아이,099320,2017/12,42762139,70595677,5396783,7271934,0,15806165,54789512,5370127,5084486,49177104,39460998,0
(주)쎌바이오텍,049960,2017/12,61056741,96476719,18197947,13616318,0,6280325,90196394,22632703,25797003,25607601,85872020,0
(주)쏠리드,050890,2017/12,259308877,280947024,-25861412,44697474,0,201342849,79604175,20216138,70606159,141700827,-16568097,0
(주)씨씨에스충북방송,066790,2017/12,21259587,42450754,-7114186,1023584,0,11333617,31117137,-1125228,5277994,33351743,-15566758,0
(주)씨에스,065770,2017/12,43330916,50170235,1000563,5691452,0,31269249,18900985,1863534,5780731,4319701,-29278809,0
(주)씨에스에이코스믹,083660,2017/12,31466024,30762561,-9579263,2074535,0,7094366,23668196,-9528209,18601185,10935403,-26996220,0
(주)씨엔플러스,115530,2017/12,28849965,44500061,-625656,831101,0,32138783,12361278,-318607,6771164,25628500,-16318387,0
(주)씨엠에스에듀,225330,2017/12,63999760,70652691,5975817,3493692,0,27470826,43181866,7225250,56774510,57043166,14594229,0
(주)씨유메디칼시스템,115480,2017/12,58347211,61664992,-3150464,7030241,0,19587410,42077582,-1344985,13870676,27111788,10425641,0
(주)씨제이이엔엠,035760,2017/12,2260006796,2801818454,143441966,114276457,0,1317714354,1484104100,224481551,1047480538,2137854757,924144307,0
(주)씨젠,096530,2017/12,87662545,179723663,4050660,27810618,0,39493223,140230440,13980471,44265319,60911688,54842387,0
(주)씨티네트웍스,189540,2017/12,,,,,,,,,,,,
(주)씨티씨바이오,060590,2017/12,130558989,196899089,-20702202,6531866,0,122821446,74077643,-14056539,43994323,124913267,-1596805,0
(주)씨티케이,260930,2017/12,112990498,185225306,15297752,40714625,0,13445026,171780280,24443199,10892620,21696644,47833521,0
(주)아가방앤컴퍼니,013990,2017/12,140860568,211445069,-4896212,9298033,0,44477150,166967918,-3937803,68359617,119691432,111321964,0
(주)아나패스,123860,2017/12,,,,,,,,,,,,
(주)아난티,025980,2017/12,150455721,730382412,2624089,16815618,0,399719243,330663169,12518015,54958172,658243040,81673405,0
(주)아리온테크놀로지,058220,2017/12,51742898,68569950,-21438450,4127827,0,45705162,22864788,-9452895,15960257,43088292,-17584573,0
(주)아모텍,052710,2017/12,315448056,394148895,25331268,46455160,0,202351313,191797583,40890159,38447329,211663228,136136484,0
(주)아미노로직스,074430,2017/12,16835420,49371249,542129,7469424,0,4228824,45142425,1075247,2813944,21384559,-82502827,0
(주)아바코,083930,2017/12,186078757,186316025,-1816577,41777350,0,82170936,104145089,1796827,20754624,41171932,54028562,0
(주)아바텍,149950,2017/12,95628780,150213583,14435536,37743272,0,12709383,137504200,15889073,5871634,57010970,97080670,0
(주)아스타,246720,2017/12,1033962,23646565,-4314269,2813370,0,9218530,14428035,-5212061,5531707,8380617,-9379113,0
(주)아스트,067390,2017/12,97205917,310505612,1466069,23058302,0,195412478,115093134,8051740,6995871,167338694,1749577,0
(주)아시아경제,127710,2017/12,54258166,129002693,9975159,31299479,0,20302562,108700131,6380476,21720696,64805376,20326067,0
(주)아우딘퓨쳐스,227610,2017/12,,,,,,,,,,,,
(주)아이디스,143160,2017/12,95158879,163258361,9516813,42882167,0,11320962,151937399,-4927418,35175428,34154951,73589096,0
(주)아이디스홀딩스,054800,2017/12,438219714,774739599,30867107,143935354,0,201409024,573330575,32238044,73824987,262236814,155482417,0
(주)아이센스,099190,2017/12,156963801,234077006,15144223,27474374,0,68924832,165152174,22756027,46447360,138298641,111535363,0
(주)아이씨디,040910,2017/12,311847748,237851633,24892032,16299029,0,102089882,135761752,37279580,18443521,82005551,67924365,0
(주)아이앤씨테크놀로지,052860,2017/12,42928877,62120310,6264328,1250561,0,22411832,39708479,6933939,9747161,39220071,-16879430,0
(주)아이에스시,095340,2017/12,114082893,211233455,16120713,25592141,0,39467050,171766405,22193085,19846220,121046585,85418601,0
(주)아이에스이커머스,069920,2017/12,,,,,,,,,,,,
(주)아이에이,038880,2017/12,60756810,85018705,-8830992,2360041,0,50258719,34759985,-3986369,17528068,65640384,-7169646,0
(주)아이엠,101390,2017/12,249371615,136172605,-3680685,4111889,0,88722820,47449785,1206183,15586810,98046740,14250767,0
(주)아이엠비씨,052220,2017/12,57402132,65406293,-175504,6150558,0,13020561,52385731,143550,57258582,42788529,31822493,0
(주)아이엠텍,226350,2017/12,69006125,47607120,-20964654,1018055,0,24997809,22609311,-6639818,10346982,22918565,-17094295,0
(주)아이오케이컴퍼니,078860,2017/12,18379991,84844704,-4374619,10668356,0,15195024,69649681,-146970,4177467,65428963,-7573948,0
(주)아이윈,090150,2017/12,97190531,97244600,-2987595,11249789,0,57614999,39629601,-3548771,20653817,48533733,28433062,0
(주)아이윈플러스,123010,2017/12,,,,,,,,,,,,
(주)아이즈비전,031310,2017/12,167068035,130894359,5610444,29183265,0,55558287,75336072,8563435,25368621,41956614,62695752,0
(주)아이컴포넌트,059100,2017/12,,,,,,,,,,,,
(주)아이톡시,052770,2017/12,,,,,,,,,,,,
(주)아이티센,124500,2017/12,311549095,172136603,-126450,46364347,0,97487162,74649440,3523656,37678036,68255124,3416730,0
(주)아이티엑스에이아이,099520,2017/12,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2017/12,,,,,,,,,,,,
(주)아진엑스텍,059120,2017/12,,,,,,,,,,,,
(주)아프리카티비,067160,2017/12,94552465,103442156,14659197,23004086,0,33334044,70108112,18322967,76229498,40066960,28448725,0
(주)안랩,053800,2017/12,150259297,223620399,16278990,19003882,0,39730731,183889668,16742127,99168468,77289787,129661441,0
(주)안트로젠,065660,2017/12,,,,,,,,,,,,
(주)알로이스,271400,2017/12,,,,,,,,,,,,
(주)알에프세미,096610,2017/12,62185137,93638264,-1374559,7662882,0,41626891,52011373,219514,7727560,50745135,42566734,0
(주)알에프텍,061040,2017/12,287143154,185953928,3734459,65629473,0,67569185,118384743,10368897,21934327,59865626,82312045,0
(주)알엔투테크놀로지,148250,2017/12,,,,,,,,,,,,
(주)알테오젠,196170,2017/12,12104356,43013380,-7448958,5229129,0,3168348,39845032,-6173477,7208461,7343157,-5661513,0
(주)알톤스포츠,123750,2017/12,43446206,59131622,-21315788,6667315,0,28736891,30394731,-13199504,20918482,19128053,-2039035,0
(주)알티캐스트,085810,2017/12,70643136,171544134,1050839,10099512,0,73642729,97901406,5739386,64903750,36862549,46709658,0
(주)알파홀딩스,117670,2017/12,69995825,63151264,-10332532,5048826,0,19354470,43796795,-6312632,11915708,37410006,-2636068,0
(주)액션스퀘어,205500,2017/12,9402123,24963687,-12258989,5062673,0,11484722,13478966,-10796217,20198340,6012785,-20082761,0
(주)액토즈소프트,052790,2017/12,55399431,143736510,-7477694,59120188,0,36629398,107107112,6643079,21758369,52023355,-2863144,0
(주)앤디포스,238090,2017/12,,,,,,,,,,,,
(주)앤씨앤,092600,2017/12,53399310,60379404,-8961209,7016683,0,12261856,48117548,-10871793,28053383,17366906,24988894,0
(주)야스,255440,2017/12,86546664,126152861,16240812,6800326,0,19479936,106672924,17754370,9720201,33342554,48484438,0
(주)어스앤에어로스페이스,263540,2017/12,,,,,,,,,,,,
(주)얼라인드제네틱스,238120,2017/12,5636108,24307065,-1754366,7405383,0,1666845,22640220,-1541047,5140305,2017801,-7203390,0
(주)에너토크,019990,2017/12,24468473,42508123,400112,4130096,0,1586392,40921731,300591,6187408,18080200,28634518,0
(주)에스디생명공학,217480,2017/12,127402379,128073431,13459906,8710116,0,22081749,105991682,19437157,49904392,49911030,56700528,0
(주)에스디시스템,121890,2017/12,,,,,,,,,,,,
(주)에스마크,030270,2017/12,17074815,65810066,-84466669,5409537,0,32631679,33178387,-10559882,8833651,27607487,-117816006,0
(주)에스비에스콘텐츠허브,046140,2017/12,197964758,211510721,-6068056,58395674,0,63133700,148377020,134745,11859274,48256943,108899469,0
(주)에스씨디,042110,2017/12,146294275,120553513,3463529,7881413,0,23271773,97281740,7676352,10686261,42113831,38864590,0
(주)에스아이리소스,065420,2017/12,33368170,29671701,-675459,5714395,0,13737702,15933998,733521,8270340,13569854,1010824,0
(주)에스앤더블류,103230,2017/12,,,,,,,,,,,,
(주)에스앤에스텍,101490,2017/12,,,,,,,,,,,,
(주)에스에너지,095910,2017/12,231105250,301905196,-2778448,34224484,0,199879857,102025339,7620670,26740474,113209470,45412280,0
(주)에스에이엠티,031330,2017/12,1212024348,285611568,29462675,5489343,0,93130560,192481008,34192184,18705841,88897069,69116493,0
(주)에스에이티,158300,2017/12,25545359,40014948,-1024703,135784,0,27219116,12795832,571655,4295160,15492308,8719745,0
(주)에스에이티,060540,2017/12,97309966,123940681,6899003,23684757,0,48847464,75093216,8047092,9371912,64943224,24414233,0
(주)에스에프씨,112240,2017/12,44615639,120568042,-15916306,719958,0,46857327,73710715,-3049542,8798341,48770483,23632160,0
(주)에스에프에이,056190,2017/12,1920384917,1810808943,203335873,585865181,0,825954272,984854672,236087843,89002495,677710798,730099695,0
(주)에스에프에이반도체,036540,2017/12,449558231,632921458,9865761,69727864,0,363304797,269616661,25462304,13423274,455672091,-164004760,0
(주)에스엘바이오닉스,214310,2017/12,48020218,56424586,-14514435,5616036,0,39912252,16512334,-90789,10649838,33137438,-18281227,0
(주)에스엠라이프디자인그룹,063440,2017/12,33280384,45895630,753042,4887415,0,4174959,41720672,598990,6212910,19804074,-21376664,0
(주)에스엠엔터테인먼트,041510,2017/12,365386504,797509024,-4709252,195462237,0,361878090,435630933,10941301,105462854,356674461,134145631,0
(주)에스엠컬처앤콘텐츠,048550,2017/12,88565311,300762940,-14019802,66478752,0,185847122,114915818,-12965406,25011753,93747314,-41599283,0
(주)에스엠코어,007820,2017/12,72414808,99113905,-1832609,25100948,0,22983829,76130075,532389,4401804,22589868,25581632,0
(주)에스제이케이,080440,2017/12,8771196,45523072,-7478672,137634,0,32233136,13289936,-4861857,6515337,42853968,-45205168,0
(주)에스지엔지,040610,2017/12,1217586997,1234294674,-1419804,41879249,0,636749894,597544779,28577980,130798216,757495965,217098686,0
(주)에스코넥,096630,2017/12,365629927,169031564,14080477,27062089,0,82057298,86974266,19445173,32834522,86534295,54338857,0
(주)에스텍파마,041910,2017/12,38213541,96850991,1514426,21468355,0,12988341,83862650,2534789,8563532,50566799,46635476,0
(주)에스티아이,039440,2017/12,287012566,164687148,25240075,24309519,0,77629565,87057583,33177119,21896655,37356814,59150128,0
(주)에스티오,098660,2017/12,90839468,70331254,-135867,2655685,0,36669925,33661329,1086782,49867403,25162695,28567167,0
(주)에스티큐브,052020,2017/12,8460728,26457389,-16453531,7816384,0,7336329,19121060,-14098647,13893460,12256183,-17715964,0
(주)에스폴리텍,050760,2017/12,122283422,108019265,-3051439,13466140,0,62861634,45157632,1071161,13256212,49162399,20840666,0
(주)에스피지,058610,2017/12,295751093,246662318,-4125611,15491410,0,149998456,96663862,6373328,49946290,74368004,52431511,0
(주)에쎈테크,043340,2017/12,,,,,,,,,,,,
(주)에이디칩스,054630,2017/12,,,,,,,,,,,,
(주)에이디테크놀로지,200710,2017/12,,,,,,,,,,,,
(주)에이루트,096690,2017/12,36658646,116428169,-8661649,16545648,0,47060537,69367632,-1427007,11571921,51522188,-4566945,0
(주)에이비프로바이오,195990,2017/12,45943801,171929134,-11528088,4245329,0,69861407,102067727,-11669410,13698711,101258162,45250928,0
(주)에이스침대,003800,2017/12,206082706,425894166,26429035,21552965,0,33207881,392686285,31438354,83689076,353799075,372615078,0
(주)에이스테크놀로지,088800,2017/12,351616055,373477776,-55571000,16133019,0,306409737,67068039,-14466539,76524387,169052961,-51173961,0
(주)에이치디,102210,2017/12,41678313,223964802,-2007361,11793447,0,104532685,119432116,-1443105,4799585,80900159,81644346,0
(주)에이치비테크놀러지,078150,2017/12,,,,,,,,,,,,
(주)에이치시티,072990,2017/12,27878325,62766100,88167,9351591,0,19985252,42780848,378691,9312054,42667226,21907728,0
(주)에이치알에스,036640,2017/12,67720042,103078258,6287855,17444425,0,22641592,80436666,7668275,7526076,43209627,61602713,0
(주)에이치엘사이언스,239610,2017/12,,,,,,,,,,,,
(주)에이치케이,044780,2017/12,57186686,81164307,332575,8201815,0,34869142,46295165,2797396,10182570,30541390,27943334,0
(주)에이텍,045660,2017/12,,,,,,,,,,,,
(주)에이텍티앤,224110,2017/12,40937913,107363600,11513257,16277249,0,40131484,67232117,3706055,5978632,44246185,10585985,0
(주)에이트원,230980,2017/12,8199432,41781273,-77875,3423548,0,30788989,10992284,-334334,1112375,24023028,174338,0
(주)에이티세미콘,089530,2017/12,,,,,,,,,,,,
(주)에이팩트,200470,2017/12,,,,,,,,,,,,
(주)에이팸,073070,2017/12,82326520,122608332,7908144,41050575,0,46885251,75723081,7623595,8470729,18951217,44082716,0
(주)에이프로젠헬스케어앤게임즈,109960,2017/12,11242042,141748553,-3973318,17424883,0,27061459,114687094,-2605567,5248415,61751728,-28711431,0
(주)에치에프알,230240,2017/12,,,,,,,,,,,,
(주)에코마케팅,230360,2017/12,24092472,93125343,7618312,13802334,0,21020050,72105294,7886231,16206241,14380610,37519596,0
(주)에코프로,086520,2017/12,329012475,448145544,-3286686,22712523,0,263740758,184404786,21781771,33461555,283161381,-11057786,0
(주)에프알텍,073540,2017/12,23215136,60837367,-2726526,5721025,0,26350287,34487080,-5821635,9875299,45471047,27461186,0
(주)에프앤리퍼블릭,064090,2017/12,77374491,100752645,8208762,1777738,0,54748820,46003825,7964444,5253710,70476130,-12089184,0
(주)에프에스엔,214270,2017/12,34193103,37993333,399796,6071285,0,14159259,23834074,204446,14818388,12105474,-7352851,0
(주)에프에스티,036810,2017/12,191695210,134204943,9755089,5545055,0,54622424,79582519,13136639,29187342,82217905,39592414,0
(주)에프엔씨엔터테인먼트,173940,2017/12,116687389,123872017,-6498024,20284643,0,26742962,97129054,3070237,18976114,47761195,29364,0
(주)에프티이앤이,065160,2017/12,68502012,116684579,-8481121,15070317,0,38912463,77772116,3342986,15368279,59264924,-15312643,0
(주)엑사이엔씨,054940,2017/12,255852212,142570221,-5147227,10616446,0,76242512,66327709,5450025,21184612,44842398,19668458,0
(주)엑세스바이오인코퍼레이션,950130,2017/12,29464754,93376260,-9207710,6933672,0,39286224,54090036,-6855836,15999686,54834475,11326290,0
(주)엑셈,205100,2017/12,33716596,61720037,-31265,16935834,0,13169450,48550587,5413364,13613413,27613047,7273350,0
(주)엑시콘,092870,2017/12,67217160,91402727,8214117,5821049,0,15950366,75452361,7568437,15483971,52276435,48901393,0
(주)엔에스,217820,2017/12,42165075,61887233,994819,6368640,0,38026253,23860980,2341283,3852161,13214768,12656796,0
(주)엔에스엔,031860,2017/12,5233309,32562511,-13120966,1148350,0,12135913,20426598,-8716398,8830132,22747164,-28638919,0
(주)엔에이치엔벅스,104200,2017/12,92820905,91004398,-5353884,8243222,0,26372822,64631576,-5964434,98785339,29523944,32052660,0
(주)엔이능률,053290,2017/12,57481263,90041623,726538,7472538,0,34500994,55540629,2693662,38268493,30798388,38077388,0
(주)엔지스테크널러지,208860,2017/12,,,,,,,,,,,,
(주)엔지켐생명과학,183490,2017/12,,,,,,,,,,,,
(주)엔케이맥스,182400,2017/12,4829585,54044211,-16631716,12977475,0,14094397,39949814,-15980480,19324686,21962480,-14011365,0
(주)엔텔스,069410,2017/12,46939426,55523372,-3532671,15436961,0,16847689,38675684,-1765585,12205024,27391020,20847329,0
(주)엔투텍,227950,2017/12,,,,,,,,,,,,
(주)엔피케이,048830,2017/12,73092700,76628791,1826866,10205255,0,33392554,43236237,2021039,5303412,41390818,17091466,0
(주)엘디티,096870,2017/12,,,,,,,,,,,,
(주)엘아이에스,138690,2017/12,91942892,167464013,-32131592,8171776,0,145237648,22226365,-6634333,34039052,91835371,-51919395,0
(주)엘앤에프,066970,2017/12,403019916,265476273,20639184,22341080,0,142171413,123304860,29371158,15744136,104569789,28340156,0
(주)엘앤케이바이오메드,156100,2017/12,31514425,89594643,-14982843,3790979,0,49196593,40398050,-7446861,22321975,39914741,-11276729,0
(주)엘엑스세미콘,108320,2017/12,692761282,544294125,47064354,74727328,0,132068704,412225422,45521509,106885788,46544871,326104320,0
(주)엘엠에스,073110,2017/12,143748592,200202736,9487137,24376058,0,86595635,113607101,19539992,27265372,87401138,94178692,0
(주)엘오티베큠,083310,2017/12,200745090,153092790,24341204,37254076,0,45421779,107671010,27651455,34611659,64215719,87602994,0
(주)엘피케이로보틱스,183350,2017/12,,,,,,,,,,,,
(주)엠게임,058630,2017/12,,,,,,,,,,,,
(주)엠디에스테크,086960,2017/12,148934255,143216791,9151980,17468463,0,38209854,105006938,11228571,35917731,35480020,82547958,0
(주)엠씨넥스,097520,2017/12,668465044,387796901,-892479,61710046,0,289778514,98018387,19660858,43756471,164109328,37023728,0
(주)엠앤씨생명과학,225860,2017/12,,,,,,,,,,,431117,
(주)엠에스씨,009780,2017/12,141954747,142432630,11232584,2723915,0,71618166,70814464,12823800,19265602,85697953,60114864,0
(주)엠에스오토텍,123040,2017/12,704192245,608134183,-11235379,29273958,0,469010582,139123601,23800240,40715406,394434305,-8676676,0
(주)엠투엔,033310,2017/12,51170397,89143983,4387610,7289424,0,35787577,53356406,1849192,5868446,66098110,32011787,0
(주)엠플러스,259630,2017/12,,,,,,,,,,,,
(주)엠피대산,065150,2017/12,145213359,102832603,-11134655,13883126,0,55762673,47069930,-396602,72430435,53214437,-3036877,0
(주)연우,115960,2017/12,229295328,259148907,7788777,26340056,0,72705036,186443871,9008569,21546283,170612017,113483291,0
(주)연이비앤티,090740,2017/12,271957133,125821571,-18341548,10751128,0,72936272,52885300,-13121492,14666987,63438410,38219093,0
(주)영우디에스피,143540,2017/12,258081454,162503252,-4577653,35973379,0,127416885,35086367,-403783,9244873,29199288,17709056,0
(주)영현무역,242850,2017/12,,,,,,,,,,,,
(주)예림당,036000,2017/12,643302706,367011322,36151840,120692065,0,213374656,153636666,47317981,69161372,161559015,62176326,0
(주)예선테크,250930,2017/12,,,,,,,,,,,,
(주)예스티,122640,2017/12,150431280,116922617,14704560,15702336,0,61844017,55078600,15744649,12273579,39074292,33048330,0
(주)오공,045060,2017/12,149593867,121166233,6395066,20529555,0,60318723,60847510,8860090,18803556,57249443,49827057,0
(주)오디텍,080520,2017/12,48983308,121968176,3964081,31832068,0,7860941,114107236,4272051,3022681,54279142,94779707,0
(주)오르비텍,046120,2017/12,47516202,114452014,2591040,19391590,0,54683358,59768656,3638501,3553221,60557989,532673,0
(주)오리엔탈정공,014940,2017/12,100983082,128050825,-1078537,9038226,0,116447175,11603650,1975640,11035778,97404043,3668724,0
(주)오리엔트정공,065500,2017/12,97067185,90866265,-2419995,7799121,0,52767434,38098831,1381399,11594623,49402558,-4537989,0
(주)오리콤,010470,2017/12,167439882,207530480,4094040,40703351,0,134788243,72742237,6435322,47536778,80162675,34259629,0
(주)오스코텍,039200,2017/12,3908491,40544533,-6379931,19707713,0,14891654,25652879,-5805528,8034062,11001282,-46177359,0
(주)오스테오닉,226400,2017/12,,,,,,,,,,,,
(주)오스템,031510,2017/12,179488801,253510159,539152,12645327,0,125122757,128387402,2906045,26266462,160685909,100946282,0
(주)오이솔루션,138080,2017/12,76593767,96055950,-1785943,21923344,0,29109646,66946303,-1917361,24537661,38809299,33936824,0
(주)오킨스전자,080580,2017/12,39319105,56891731,-1032326,1850710,0,33030972,23860759,74587,6288341,32522528,3472560,0
(주)오텍,067170,2017/12,824117388,466800989,25500459,105841420,0,302129899,164671090,36353987,94338720,128230125,88794249,0
(주)오픈베이스,049480,2017/12,136597377,132874702,1706250,20507028,0,59476811,73397890,1828301,29195836,53790879,18605805,0
(주)옵투스제약,131030,2017/12,,,,,,,,,,,,
(주)옵트론텍,082210,2017/12,154613398,220991269,6935045,2215370,0,129022440,91968829,17112549,32981946,152482436,37963060,0
(주)와이비엠넷,057030,2017/12,60928090,79178255,-2702525,13271611,0,36092154,43086102,1105832,23207096,43114933,20354381,0
(주)와이솔,122990,2017/12,446122563,343090302,44539396,59891813,0,123800845,219289457,52562223,44049980,199690873,147585144,0
(주)와이어블,065530,2017/12,,,,,,,,,,,,
(주)와이엔텍,067900,2017/12,75231069,188271347,11581612,8454944,0,80717171,107554176,12525143,3960890,170576558,75069778,0
(주)와이오엠,066430,2017/12,,,,,,,,,,,,
(주)와이제이엠게임즈,193250,2017/12,35070797,111955400,-10418357,38458601,0,32055708,79899692,-2475048,7902595,22073609,3911708,0
(주)와이즈버즈,273060,2017/12,,,,,,,,,,,,
(주)와이지-원,019210,2017/12,386598781,741499538,35560214,19626447,0,420589619,320909918,59328729,76245200,408076525,230397831,0
(주)와이지엔터테인먼트,122870,2017/12,349860731,583599528,11910569,98901389,0,151494663,432104865,25197829,76508848,276398504,124134903,0
(주)와이티엔,040300,2017/12,131050999,298989298,4537490,10305977,0,108465258,190524040,2158001,6858954,247992665,74682732,0
