회사명,거래소코드,회계년도,[제조]유동부채비율(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]CASH FLOW 대 매출액비율(IFRS),[제조]CASH FLOW 대 부채비율(IFRS),[제조]차입금의존도(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]금융비용 대 총비용비율(IFRS),[제조]설비투자효율(IFRS),[제조]CASH FLOW 대 총자본비율(IFRS),[제조]자본금회전률(IFRS),[제조]총자본투자효율(IFRS),[제조]총자본회전률(IFRS),[제조]유동자산증가율(IFRS),[제조]매출액증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]매출채권회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]매출원가 대 매출액비율(IFRS),[제조]부채비율(IFRS),[제조]유동비율(IFRS),[제조]자기자본배율(IFRS),[제조]당좌비율(IFRS),[제조]순운전자본비율(IFRS),[제조]현금비율(IFRS),[제조]타인자본회전률(IFRS),[제조]정상영업이익증가율(IFRS),[제조]총자본순이익률(IFRS)
(주)아스트,067390,2017/12,105.76,1.06,38.1,-91.45,-2.08,-1.51,35.61,2.67,2.46,51.17,-0.84,12.73,9.5,0.47,30.78,2.98,13.04,1.08,2.81,1.89,1.94,86.96,124.95,110.57,1390.72,62.34,4.97,16.1,0.86,-44.64,0.49
(주)아시아경제,127710,2017/12,12.19,57.31,43.53,486.55,9.92,31.3,0,476.07,-1.89,441.22,4.15,2.77,53.07,0.49,36.38,3.11,55.59,31.93,3.82,1132.3,3.47,44.41,15.28,377.47,575.61,377.34,29.35,122.57,4.26,-4.25,28.24
(주)아우딘퓨쳐스,227610,2017/12,13.09,-0.63,63.54,0,-4.28,-32.46,0,-8.22,-0.07,89.35,-4.15,13.7,18.62,1.2,95.35,-10.15,32.8,-0.93,4.69,9.57,4.7,67.2,14.64,636.4,918.89,532.96,61.22,28.49,6.49,0,-0.76
(주)아이디스,143160,2017/12,6.49,11.93,4.99,0,12.29,112.02,0,999999999,-1.57,295.66,7.12,17.48,23.23,0.59,9.65,-12.25,30.48,7.59,5.01,5.57,7.23,69.52,6.79,1300.69,2824.5,1131.88,72.96,420.97,8.91,0,7.08
(주)아이디스홀딩스,054800,2017/12,43.3,44.97,54.55,63.16,56.97,5.09,38.49,16.12,6.64,6086.51,2.08,1.97,2.79,0.04,-46.09,0.54,80.27,2.81,14.56,0,70.26,19.73,69.33,4.16,3182.11,4.16,-24.51,2.89,0.15,-2.71,2
(주)아이센스,099190,2017/12,11.74,14.47,13.85,-2.32,11.66,29.74,13.95,55.49,0.15,94.05,6.98,20.03,28.76,0.64,7.17,10.81,40.67,11.96,3.35,5.6,1.73,59.33,30.66,419.5,2560.49,302.65,28.7,77.24,2.78,0.89,9.22
(주)아이씨디,040910,2017/12,49.2,7.95,-1.4,139.73,-3.31,-10.11,22.58,14.74,0.76,112.8,-4.34,37.69,24.51,1.3,-0.76,35.05,17.88,19.96,8.32,21.17,5.97,82.12,75.29,233.44,1630.09,211.97,37.45,24.38,2.7,130.93,10.35
(주)아이앤씨테크놀로지,052860,2017/12,40.95,13.37,4.47,79.47,0.72,1.54,23.53,32.13,0.4,76.45,0.5,5.56,15.98,0.71,2.13,45.42,32.64,15.21,3.71,8.54,3.29,67.36,48.17,135.37,528.45,91.22,9.77,7.06,1.89,506.81,9.5
(주)아이에스시,095340,2017/12,9.94,17.35,10.22,37.62,22.16,106.04,0,4452037.94,-1.32,128.88,11.23,14.91,25.98,0.53,32.61,23.34,39.23,10.15,5.17,12.88,2.54,60.77,11.84,456.64,2567.65,414.79,31.71,113.78,5.81,68.67,9.22
(주)아이에스이커머스,069920,2017/12,28.11,92.39,71.13,1725.73,-8.17,-13.93,0,-7.34,-1.12,6844.21,-3.07,2.86,55.38,0.47,97.37,48.32,48.53,58.94,4.6,25.51,19.41,51.47,28.31,291.12,592.84,289.26,41.87,71.39,1.85,0,43.85
(주)아이에이,038880,2017/12,58.22,-4.33,2.52,0,-2.27,-3.07,31.95,-0.22,2.02,-4.8,-1.24,2.16,-1.3,0.55,-11.82,-22.19,16.2,-3.9,6.5,12.06,2.02,83.8,67.43,48.54,235.78,34.62,-17.89,3.81,1.43,0,-2.39
(주)아이엠,101390,2017/12,142.59,-1.59,-5.76,0,0.65,2.02,21.44,999999999,0,28.1,1.24,20.61,7.24,1.86,-0.59,51.38,7.92,-6.54,6.04,108.88,7.02,92.08,157.25,77.28,418.88,75.15,-12.6,0.16,3.37,0,-2.94
(주)아이엠비씨,052220,2017/12,19.48,-0.16,-7.82,0,16.5,81.85,0,999999999,-0.97,971.25,13.46,4.4,20.97,0.78,-42.87,-16.07,0,-0.15,7.86,0,39.1,0,19.68,191.35,451.24,191.35,14.87,46.35,4.1,-92.5,-0.12
(주)아이엠텍,226350,2017/12,78.51,-30.07,-22.38,0,-6.05,-16.81,14.49,-28.12,0.12,-47.77,-8.76,7.66,-12.26,1.27,-8.57,-14.9,5.37,-66.9,13.28,10.54,3.56,94.63,108.82,135.55,239.41,93.67,13.37,5.2,2.93,0,-38.04
(주)아이오케이컴퍼니,078860,2017/12,11.49,-22.6,-1.57,0,-0.43,-0.52,7.48,0.39,0.99,296.74,-0.09,1.45,1.76,0.21,56.84,34.67,21.63,-5.48,6.58,73.19,34.47,78.37,21.42,237.62,529.4,231.48,13.03,131.63,1.62,0,-4.77
(주)아이윈,090150,2017/12,125.92,-2.45,0.91,0,3.8,5.71,36.21,-2.82,0.84,53.73,3.57,18.3,6.66,0.94,-8.87,0.86,13.79,-5.96,3.21,8.53,7.36,86.21,166.85,112.03,729.85,89.01,5.68,20.36,1.54,0,-2.31
(주)아이윈플러스,123010,2017/12,83.25,-22.7,-22.26,0,9.38,11.7,42.06,-7.82,1.92,31.19,6.1,5.39,18.94,0.57,-32.25,-50.72,-7.76,-28.41,5.27,7.83,0.97,107.76,108.83,86.27,387.12,67.21,-5.47,22.44,1.04,0,-12.91
(주)아이즈비전,031310,2017/12,8.8,5.66,3.26,-13.56,12.7,33.4,0,75076.56,-1.29,201.46,4.65,3.49,7.5,0.37,3.4,-27.82,44.87,2.42,12.4,28.6,9.65,55.13,16.16,471.22,821.67,449.86,28.12,308.41,2.88,-22.59,2.1
(주)아이컴포넌트,059100,2017/12,60.6,-33.86,-18.53,0,28.29,29.71,36.99,-6.08,1.36,7.51,12.27,6.94,3.75,0.39,-19.96,-54.27,7.41,-22.34,6.29,4.83,0.82,92.59,70.39,129.57,938.11,104.76,10.52,36.23,0.95,0,-13.19
(주)아이톡시,052770,2017/12,6221.91,-100.12,-36.65,0,-2.67,-3.74,40.85,-19.36,1.19,-601.66,-3.68,1.76,-47.86,1.07,-4.32,-43.66,35.14,-463.17,6.84,0,15.13,64.86,6221.91,69.17,1.9,69.17,-30.34,43.72,1.39,0,-107.05
(주)아이티센,124500,2017/12,93.16,1.2,-0.76,0,-3.79,-12.65,39.98,2.43,0.92,276.89,-7.08,25.01,42.58,1.86,-13.13,9.17,13.52,6.63,35.48,66.16,12.63,86.48,127.13,53.02,474.48,48.24,-19.27,42.28,2.81,0,2.24
(주)아이티엑스에이아이,099520,2017/12,55.94,-1.08,9.14,0,-3.68,-10.67,26.76,1.01,0.84,64.77,-4.11,4.07,18.61,1.16,19.13,26.83,26.75,-2.14,7.96,4.73,3.7,73.25,62.56,160.02,208.53,80.19,20.65,2.97,2.83,0,-1.26
(주)아즈텍더블유비이,032080,2017/12,10.76,-1.06,9.22,0,7.97,19.76,10.9,-23.17,-3.83,18.26,2.7,3.37,3.17,0.35,-2.28,-34.49,6.19,-0.42,2.96,1.51,1.97,93.81,15.85,675.87,838.53,426.45,53.48,20.88,3.51,0,-0.37
(주)아진엑스텍,059120,2017/12,15.91,20.05,12.28,435.96,5.96,27.05,6.42,16.35,1.83,214.78,3.97,10.03,28.81,0.7,14.04,74.8,52.62,18.49,3.62,4.92,3.88,47.38,17.18,509.8,1191.62,365.69,55.64,215.43,2.97,656.38,14.11
(주)아프리카티비,067160,2017/12,43.83,13.81,19.72,0.08,25.34,72.73,0,999999999,-0.6,310.1,22.16,16.96,39.76,0.95,31.12,19.01,0,18.72,28.38,0,7.3,0,43.83,195.7,1321.65,195.7,29.16,64.98,3.22,8.27,13.17
(주)안랩,053800,2017/12,20.95,11.12,4.05,13.77,16.02,60,0,999999999,-1.27,146.19,10.63,28.48,41.69,0.68,7.05,4.84,77.11,9.27,7.97,36.53,2.28,22.89,21.53,376.93,3531.79,369.53,47.73,43.44,3.59,12.13,7.53
(주)안트로젠,065660,2017/12,13.28,13.79,70.2,98.77,5.05,2.34,15.46,3.21,-5,43.43,0.45,1.39,5.15,0.11,48.78,9.42,60.69,1.78,2.92,10.99,0.75,39.31,23.64,582.51,1226.32,573.95,51.82,183.12,0.83,62.33,1.54
(주)알로이스,271400,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)알에프세미,096610,2017/12,56.17,-1.11,6.55,0,7.77,11.2,31.12,1.19,1.03,62.33,4.89,14.87,23.96,0.65,5.48,0.57,11.39,-1.23,5.85,2.99,1.61,88.61,77.38,133.19,1333.61,64.61,10.51,21.69,1.57,-73.48,-0.72
(주)알에프텍,061040,2017/12,25.3,-9.6,1.8,0,4.41,13.52,19.06,-1.13,0.29,-1.98,3.86,14,-0.16,0.88,8.75,-16.42,9.63,-11.17,8.82,19.87,9.19,90.37,39.94,356.99,1142.48,333.36,46.46,204.9,3.68,0,-8.48
(주)알엔투테크놀로지,148250,2017/12,15.25,5.4,30.62,-36.98,12.81,13.15,29.33,4.3,0.55,61.06,5.2,4.55,20.6,0.46,28.75,19.53,37.17,3.66,5.54,6.48,1.12,62.83,65.4,530.15,677.29,442.4,39.67,154.34,1.43,-33.68,2.48
(주)알테오젠,196170,2017/12,3.18,-316.38,-11.82,0,-152.43,-218.12,0,999999999,-4.88,-84,-9.12,0.52,-10.15,0.06,-10.74,5.79,11.86,-18.42,13.22,0,0.51,88.14,4.36,2669.64,627.24,2669.64,78.25,396.84,1.53,0,-17.74
(주)알톤스포츠,123750,2017/12,66.46,-45.01,-25.9,0,-29.57,-64.31,34.56,-18.24,0.91,-111.93,-25.7,6.69,-20.74,0.74,-19.81,-18.62,14.09,-49.26,3.77,3.29,4.43,85.91,66.56,158.53,461.87,108.07,23.35,28.33,2.28,0,-33.3
(주)알티캐스트,085810,2017/12,8.66,3.97,2.44,68.38,12.57,71.62,0,999999999,-0.54,2185.87,7.35,5.86,30.53,0.59,-0.46,4.59,0,2.58,2.67,0,35.76,0,11.43,798.36,899.23,798.36,54.25,86.66,6.62,124.94,2.35
(주)알파홀딩스,117670,2017/12,41.74,-8.21,-8.77,0,-2.99,-10.38,2.21,-1.92,-0.29,9.91,-3.09,11.08,2.78,0.99,-7.63,23.01,7.7,-12.38,6.21,552.5,3.63,92.3,42.41,112.75,723.25,111.65,3.74,20.29,2.85,0,-8.1
(주)액션스퀘어,205500,2017/12,22.98,-133.42,-13.6,0,-50.23,-41.27,0,999999999,-1.18,182.66,-19.17,0.75,29.2,0.35,-28.68,137.54,0,-68.03,33.76,0,3.79,0,86.73,548.33,105.8,548.33,55.17,159.88,1.16,0,-47.2
(주)액토즈소프트,052790,2017/12,16.02,1.85,6.97,0,38.46,42.9,5.45,37.75,-1.45,5600.2,8.91,6.14,6.09,0.24,-0.21,-3.51,48.95,0.54,3.58,0,246.51,51.05,26.2,314.95,2101.71,314.95,27.28,153.74,1.32,-31.11,0.44
(주)앤디포스,238090,2017/12,8.98,15.42,4.43,-45.93,16.98,72.78,0.7,151.55,-1.94,36.69,9.58,6.95,18.78,0.58,-45.21,-25.84,31.35,10.03,6.57,14.78,1.85,68.65,15.16,592.37,1068.64,539.26,38.4,95.72,5.11,-45.92,8.89
(주)앤씨앤,092600,2017/12,9.42,-10.7,-7.9,0,-8.15,-57.6,2.62,-256.05,-1.77,1088.29,-5.73,6.13,11.09,0.67,-22.68,-32.41,38.17,-8.04,19.24,4.41,59.86,61.83,11.04,722.27,785.48,544.18,52.79,104.66,6.56,0,-7.21
(주)야스,255440,2017/12,16.92,18.83,55.38,24.32,24.61,109.92,0.3,141.09,-0.25,137.78,16.85,14.18,22.3,0.83,73.85,3.93,31.7,20.84,11.28,36.41,3.98,68.3,18.1,505.73,1639.86,485.77,58.13,31.16,3.37,9.89,15.69
(주)어스앤에어로스페이스,263540,2017/12,21.1,2.48,68.74,-63.44,-12.07,-18.4,21.02,7.43,1.34,67.71,-5.91,8.86,20.51,0.61,88.87,4.41,21.82,2.42,2.33,3.74,1.34,78.18,47.28,364.39,1051.82,239.49,37.88,39.66,1.67,30.8,1.53
(주)얼라인드제네틱스,238120,2017/12,1.88,-22.5,-3.35,0,-14.04,-46.07,0,999999999,-4.55,312.19,-2.77,2.78,8.18,0.19,-8.86,11.1,58.96,-4.64,3.08,3.7,9.01,41.04,6.41,4980.38,1316.98,4716.7,86.43,1565.56,3.33,0,-4.37
(주)에너토크,019990,2017/12,3.83,2.52,-0.09,-68.99,7.52,116.62,0,999999999,-0.97,62.26,4.3,5.02,14.75,0.57,-3.11,-5.98,26.52,1.51,3.49,4.61,2.32,73.48,3.83,1560.24,845.03,1213.1,53.8,225.88,13.12,-77.03,1.44
(주)에스디생명공학,217480,2017/12,10.78,20.06,86.38,-16.08,6.95,56.17,0.58,999999999,-0.76,118.64,5.64,10,24.91,1.06,75.54,0.27,53.62,24.3,5.69,10.28,4.25,46.38,11.15,594.83,1028.18,484.39,48,17.38,8.24,-13.01,21.18
(주)에스디시스템,121890,2017/12,138.83,-16.52,-16.91,0,-8.21,-21.52,25.81,-62.23,0.08,6.51,-12.95,29.14,0.9,1.43,-20.01,-12.9,10.66,-49.34,6.22,8.32,12.41,89.34,151.04,138.8,735.77,106.89,21.46,15.46,2.75,0,-23.66
(주)에스마크,030270,2017/12,89.78,-909.5,-42.86,0,-151.37,-49.81,42.6,-2.44,3.63,-755.53,-23.88,0.27,-104.16,0.11,97.95,-62.86,-34.08,-214.57,5.08,3.21,0.39,134.08,92.05,122.85,64.66,110.99,10.68,19.39,0.22,0,-104.33
(주)에스비에스콘텐츠허브,046140,2017/12,33.92,-3.31,-14.57,0,7.81,24.69,0,999999999,-1.9,165.26,6.79,16.61,9.97,0.8,-26.74,-30.82,6.8,-3.87,5.6,0,8.91,93.2,37.95,286.13,1385.01,286.13,45.77,99.1,2.54,-95.87,-2.65
(주)에스씨디,042110,2017/12,17.46,1.81,1.18,-55.95,0.79,5.14,0,999999999,-0.43,98.94,0.96,5.85,22.91,1.21,-4.82,7.35,10.95,2.73,9.9,13.58,5.15,89.05,22.92,420.85,394.12,351.65,45.57,40.02,6.29,-25.13,2.2
(주)에스아이리소스,065420,2017/12,16.9,10.04,33.96,0,-9.85,-52.1,10.43,-16.09,-2.33,957.43,-9.35,3.4,10.94,1.09,120.22,30.29,2.12,13.33,32.13,1818.52,74.1,97.88,21.86,395.3,285.95,394.92,40.95,211.08,6.01,0,10.92
(주)에스앤더블류,103230,2017/12,9.85,-12.8,-8.65,0,-2.24,-6.27,0,999999999,-0.3,19.24,-1.14,9.09,9.12,0.49,-13.5,-22.42,-1.16,-7.71,6.78,2.81,0.88,101.16,22.31,481.44,1456.69,266.63,30.72,31.99,2.55,0,-6.24
(주)에스앤에스텍,101490,2017/12,23.11,5.81,-0.01,-65.05,20.58,26.04,27.88,6.84,0.53,25.79,9.17,5.46,15.83,0.45,9.94,-0.21,20.9,4.08,6.13,6.79,0.71,79.1,54.37,192.9,794.11,147.16,13.91,79.12,1.22,-66.56,2.59
(주)에스에너지,095910,2017/12,103.04,-2.08,-18.83,0,-5.91,-9.23,31.42,1.58,0.93,64.43,-5.15,31.96,7.18,0.78,4.56,-29.42,11.38,-4.26,9.58,29.04,6.16,88.62,126.55,158.08,1522.47,153.39,26.42,23.78,1.26,51.63,-1.63
(주)에스에이엠티,031330,2017/12,55.34,2.17,-1.4,-18.6,0.95,12.41,11.75,11.53,0.23,427.94,4.53,24.24,18.92,4.71,2.36,13.97,4.36,17.01,12.14,15.58,114.08,95.64,57.4,210.97,324.52,134.91,39.01,5.53,11.79,17.06,10.21
(주)에스에이티,158300,2017/12,139.8,-3.45,18.88,0,-3.72,-3.49,33.48,2.64,0.91,14.56,-2.36,15.89,4.42,0.69,16.72,5.41,19.15,-7.23,1.81,61.71,2.07,80.85,208.88,134.57,810.44,132.28,15.65,0.66,1.03,-48.7,-2.38
(주)에스에이티,060540,2017/12,8.01,6.86,5.18,5.3,2.41,18.11,0,999999999,-0.61,330.86,1.47,3.48,12.64,0.62,-9.77,46,20.5,4.65,4.16,34.14,15.74,79.5,8.81,383.03,526.77,368.85,20.84,81.09,7.77,46.93,4.27
(주)에스에프씨,112240,2017/12,57.03,-31.84,24.43,0,4.5,4.26,32.02,-2.16,-0.25,-99.68,1.62,2.77,-9.38,0.4,17.8,-7.48,11.38,-18.47,1.93,3.08,2.78,88.62,61.22,161.35,441.65,117.55,21.7,1.3,1.28,0,-12.7
(주)에스에프에이,056190,2017/12,57.06,13.61,38.95,97.62,15.07,43.2,0,5562017,-0.68,364.63,16.28,97.57,26.73,1.26,66.34,54.58,18.76,27.1,15.03,411.99,14.46,81.24,60.47,194.36,4222.18,193.36,33.55,104.21,3.4,83.42,17.09
(주)에스에프에이반도체,036540,2017/12,30.04,2.28,0.7,96.84,6.53,6.13,44.86,2.15,2.83,34.44,3.69,4.16,15.9,0.57,20.49,8.66,9.27,3.32,6.96,24.09,1.16,90.73,150.7,230.31,292.37,216.09,15.61,50.03,0.93,3494.61,1.29
(주)에스엘바이오닉스,214310,2017/12,214.43,-30.07,-24.8,0,8.92,11.82,59.35,0.22,5.83,26.44,8.09,10.44,7.57,0.78,-14.66,-19.47,21.39,-60.82,6.93,14.45,2.81,78.61,217.24,71.07,363,62.69,-19.56,14.3,1.27,0,-23.41
(주)에스엠라이프디자인그룹,063440,2017/12,3.39,2.44,1.52,0,-6.03,-69.72,0,791.46,-0.41,65.22,-4.3,1.61,17.78,0.72,-3.28,177.04,21.67,1.88,18.05,109.7,2.54,78.33,6.57,1691.83,212.71,1674.27,50.63,225.09,10.52,0,1.75
(주)에스엠엔터테인먼트,041510,2017/12,33.14,8.64,11.15,252.73,19.1,35.7,9.09,29.01,-14.84,133.51,9.47,19.87,13.46,0.52,-7.29,6.93,38.6,6.03,4.31,50.22,4.33,61.4,36.08,153.48,2946.18,149.72,13.02,55.87,2.06,58.81,4.51
(주)에스엠컬처앤콘텐츠,048550,2017/12,153.59,-34.82,265.24,0,-6.08,-1.66,2.07,-118.05,-0.05,254.21,-1.02,1.24,1.07,0.26,276.03,-43.89,-4.95,-20.45,1.4,0,13.47,104.95,160.3,116.28,245.74,116.28,9.61,37.12,0.48,0,-9.18
(주)에스엠코어,007820,2017/12,29.04,-3.36,63.89,0,-17.5,-52.17,0.01,13.77,-0.29,65.38,-12.65,8.07,10.9,0.9,109.69,45.95,5.92,-4.17,2.21,53.4,4.35,94.08,32.01,350.13,746.85,339.4,55.02,112.39,3.24,0,-3.01
(주)에스제이케이,080440,2017/12,196.89,-95.52,-2.47,0,-40.26,-8.95,54.91,-4.66,6,-17.97,-6.35,0.5,-7.26,0.16,-54.23,-35.92,10.7,-49,9.24,6.4,0.39,89.3,244.23,8.09,85.28,5.07,-52.57,0.18,0.22,0,-14.88
(주)에스지엔지,040610,2017/12,25.6,4.87,5.64,36.18,2.91,5.53,14.78,5.07,-3.09,65.51,1.22,3.24,6.67,0.43,102.67,13.68,14.03,2.69,5.87,17.85,4.13,85.97,28.42,137.13,597.99,122.63,7.4,7.36,2,-8.56,2.11
(주)에스코넥,096630,2017/12,67.9,3.96,-6.79,2.35,6.15,15.39,33.96,3.31,0.01,59.61,6.34,9.9,18.34,0.99,-31.71,-32.25,14.78,7.02,5.1,42.92,3.08,85.22,70.01,85.06,565.39,76.73,-5.97,16.09,2.26,-54.18,3.93
(주)에스텍파마,041910,2017/12,13.08,4.32,-0.64,-45.39,20.09,58.54,6.2,11.35,0.32,37.24,7.92,6.58,13.59,0.39,0.75,-12.01,28.97,2.05,4.14,2.66,1.04,71.03,15.65,422.33,1421.91,294.29,36.44,195.91,2.29,-11.15,1.7
(주)에스티아이,039440,2017/12,82.41,8.17,14.64,48.47,0.53,2.2,1.46,331.15,-0.07,238.27,1,44.52,35.57,2,15.02,59.54,16.88,31.88,3.57,57.58,14.08,83.12,83.18,168.91,1294.82,159.03,31,21.6,4.1,53.56,16.33
(주)에스티오,098660,2017/12,81.48,-0.15,-6.81,0,5.51,13.79,27.88,1.71,1.01,76.4,7.11,21.29,16.77,1.24,-6.08,-9.34,55.87,-0.4,22.19,2.53,5.61,44.13,106.35,156.85,796.23,34.03,22.45,4.82,2.34,-73.48,-0.19
(주)에스티큐브,052020,2017/12,7.27,-127.62,-17.51,0,4.96,5.74,1.32,-20.84,1,-9153.82,1.18,0.65,-22.76,0.21,-49.43,-44.57,-2.43,-36.23,4.87,21.89,76.13,102.43,25.78,556.69,213.2,526.26,26.41,263.14,0.88,0,-27.36
(주)에스폴리텍,050760,2017/12,124.52,-2.68,4.12,0,4.46,8.61,35.73,1.89,0.77,22.52,5.02,14.96,8.44,1.15,7.28,4.21,11.61,-6.97,4.71,12.26,2.88,88.39,140.07,111.13,553.85,94.22,5.77,22.8,2.05,-51.45,-3.07
(주)에스피지,058610,2017/12,114.77,-3.87,-3.16,0,0.91,1.73,39.24,0.13,0.82,49.66,1.01,22.82,13.47,1.1,-8.75,78.42,12.97,-10.01,3.24,7.36,4.23,87.03,141.55,122.86,846.01,90.29,10.86,11.8,1.91,-83.58,-4.25
(주)에쎈테크,043340,2017/12,86.26,0.94,-22.3,-65.67,8.36,21.71,24.88,0.72,1.2,91.82,10.22,1.84,23.5,1.07,-36.72,-9.31,8.64,2.19,3.73,3.96,4.31,91.36,88.95,130.37,79.52,66.53,13.86,0.53,1.97,-79.06,1
(주)에이디칩스,054630,2017/12,18.15,2.6,116.26,-68.34,-3.13,-8.82,9.69,5.9,0.95,100.91,-1.5,2.09,14.75,0.65,137.67,-18.89,22.37,2.3,5.63,6.21,3.17,77.63,20.44,381.37,261.93,332.97,42.41,291.58,2.51,-31.79,1.7
(주)에이디테크놀로지,200710,2017/12,23.96,0.53,2.14,0,1.61,4.94,6.27,-1.02,-0.23,1073.2,1.05,7.51,13.59,0.66,-8.39,50.39,11.24,0.47,6.15,8.85,51.22,88.76,27.17,381.73,856.95,341.93,53.08,101.73,2.68,0,0.35
(주)에이루트,096690,2017/12,25.89,-38.44,-12.89,0,7.38,14.14,7.57,-0.24,0.1,-65.8,2.91,1.51,-7.34,0.37,-4.33,7.66,27.21,-18.48,6.63,8.96,3.48,72.79,25.9,319.45,290.09,295.31,45.13,73.22,1.55,0,-14.1
(주)에이비프로바이오,195990,2017/12,44.38,-54.17,-3.78,0,-45.41,-23.58,29.38,-4.67,2.4,-25.23,-7.94,0.68,-4.85,0.17,-26.98,-43.07,-12.89,-13.37,1.26,1.2,0.91,112.89,50.72,151.7,256.6,99.02,15.22,4.61,0.56,0,-9.28
(주)에이스침대,003800,2017/12,6.57,13.3,5.51,-11.26,14.38,89.23,0,999999999,-1.59,25.86,6.88,18.55,15.33,0.49,-20.18,1.42,55.96,7.1,11.78,8.17,0.83,44.04,8.36,276.4,3577.74,179.41,10.69,80.65,6.16,-11,6.54
(주)에이스테크놀로지,088800,2017/12,257.61,-21.07,-15.06,0,0.79,0.87,56.45,-1.06,2.5,3.92,0.65,17.94,0.89,0.75,-1.35,21.71,14.8,-47.48,2.72,11.39,3.42,85.2,293.27,67.89,547,56.91,-21.03,3.54,1.13,0,-15.87
(주)에이치디,102210,2017/12,61.76,-6.44,-1.12,0,23.33,8.27,34.57,-0.77,-3.55,8.86,3.37,5.42,2.05,0.14,2.65,-50.18,7.32,-1.55,8.14,4.11,0.61,92.68,68.73,166.43,2224.59,156.88,24.31,8.61,0.36,0,-0.93
(주)에이치비테크놀러지,078150,2017/12,25.04,13.25,-0.27,28.57,17.66,114.34,3.74,164.72,-0.3,248.16,25.17,7.31,46.7,1.42,1.3,5.46,25.94,27.22,10.87,30.12,6.94,74.06,28.23,317.16,395.23,295.48,42.41,46.63,4.63,26.06,18.85
(주)에이치시티,072990,2017/12,34.05,1.17,10.6,-92.39,11.73,16.06,23.38,2.08,0.32,60.5,5.07,11.88,31.19,0.45,-36.33,-1.71,35.82,0.74,3.58,576.73,0.86,64.18,46.15,133.42,1881.88,133.02,7.79,61.89,1.6,-87.56,0.53
(주)에이치알에스,036640,2017/12,9.68,8.92,5.33,56.55,4.69,13.36,13.27,20.91,0.43,70.46,2.88,7.71,16.57,0.63,11.7,17.09,21.55,7.21,5.15,5.27,2.51,78.45,27.51,736.26,984.55,570.8,48.3,222.95,2.85,72.77,5.62
(주)에이치엘사이언스,239610,2017/12,7.16,12.29,5.78,-18.65,14.13,123.47,0,999999999,-1.36,92.36,9.84,15.63,15.56,0.72,-5.98,16.75,70.04,9.56,20.5,15.39,3.86,29.96,8.66,1049.25,2066.67,993.54,62.53,99.8,8.94,-21.97,8.8
(주)에이치케이,044780,2017/12,44.06,1.86,0.39,-14.25,12.51,20.15,30.54,4.91,1.23,27.93,8.43,5.87,9.93,0.67,1.69,-0.19,20.51,2.18,2.37,2.55,1.87,79.49,71.87,242.61,506.39,143.92,36.56,35.1,1.59,102.26,1.26
(주)에이텍,045660,2017/12,24.4,12.14,18.94,75.01,8.27,42,2.04,137.73,-0.27,178.56,10.13,25.74,22.55,1.33,-28.74,-11.43,21.41,21.64,21.59,13.4,8.39,78.59,31.77,162.73,1594.61,122.5,11.62,67.19,5.26,-26.74,16.16
(주)에이텍티앤,224110,2017/12,42.6,3.69,37.77,55.72,5.01,9.5,15.88,45.84,-0.43,353.27,3.32,11.64,5.32,0.77,-22.82,-13.81,19.39,3.83,4.16,16.37,41.2,80.61,53.73,120.03,1142.01,105.36,5.55,6.61,2.95,215.74,2.83
(주)에이트원,230980,2017/12,137.23,-3.69,0,0,9.65,6.16,51.48,-1.68,1.51,1546.34,3.65,9.05,20.18,0.38,0,0,9.49,-3.43,2.03,0,5.17,90.51,145.51,39.52,974.99,39.52,-33.8,2.44,0.64,0,-1.4
(주)에이티세미콘,089530,2017/12,177.55,5.87,-10.64,0,13.78,22.28,48.27,1.85,3.17,64.88,14.89,3.32,51.73,1.02,-14.37,15.63,14.23,22.21,13.43,25.47,1.29,85.77,201.37,30.26,98.12,22.31,-41.09,4.6,1.4,0,5.98
(주)에이팩트,200470,2017/12,24.99,3.81,39.42,0,26.2,21.13,34.66,4.17,0.77,32.6,8.61,2.58,20.56,0.38,9.04,42.61,19.17,2.13,22.21,0,0.63,80.83,68.78,224.08,465.06,224.08,18.37,152.56,1.21,0,1.46
(주)에이팸,073070,2017/12,63.37,8.17,85.48,78.83,5.84,10.08,24.92,13.9,-0.01,162.81,3.99,10.18,15.55,0.89,122.23,-0.59,13.36,11.3,4.43,7.42,7.18,86.64,65.47,216.45,823.64,191.82,44.6,80.23,2.48,46.65,7.25
(주)에이프로젠헬스케어앤게임즈,109960,2017/12,21.68,-21.83,890.62,0,-36.11,-15.25,11.87,-0.58,4.26,496.99,-2.88,0.63,0.77,0.14,637.97,-26.59,22.94,-4.01,4.03,17.86,38.12,77.06,23.3,318.32,457.07,318.25,38.38,68.47,0.69,0,-3.16
(주)에치에프알,230240,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
