회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),자산(*)(IFRS),당기순이익(손실)(IFRS),현금및현금성자산(*)(IFRS),금융비용(IFRS),부채(*)(IFRS),자본(*)(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),비유동자산(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),기타(영업)비용(*)(IFRS),이익잉여금(결손금)(*)(IFRS)
(주)삼양옵틱스,225190,2017/12,66264746,44593069,18074620,10324083,0,8419025,36174044,12348422,18834793,20363237,0,26476977
(주)삼일,032280,2017/12,90876304,84414537,1978790,818751,0,23679801,60734735,7281135,66641993,2865605,0,29497560
(주)삼일기업공사,002290,2017/12,56403800,64106791,2650701,35000258,0,9800995,54305796,2962643,7786726,2597068,0,48105796
(주)삼진,032750,2017/12,94929233,72597948,1886838,16660594,0,15380117,57217832,9466837,45368427,3199048,0,54217832
(주)삼진엘앤디,054090,2017/12,85327336,135258427,-3176782,3316534,0,49362240,85896187,16897577,73619194,-2360390,0,27187136
(주)삼표시멘트,038500,2017/12,670133332,1103910928,24436801,14906902,0,494980137,608930791,68201051,928796969,51314267,0,326359894
(주)삼화네트웍스,046390,2017/12,19835747,45489230,974968,6407790,0,5017830,40471399,2015243,10992200,95811,0,11221047
(주)상보,027580,2017/12,67228622,145590340,-7864373,24445158,0,90501684,55088656,9563157,74564975,-6227999,0,-17400345
(주)상상인,038540,2017/12,78190110,145314680,25139241,21741429,0,24758445,120556235,5884707,93047993,611452,0,72254946
(주)상상인인더스트리,101000,2017/12,90811825,156987990,-13620479,7089467,0,104687955,52300034,10074255,124625625,688242,0,2204119
(주)상아프론테크,089980,2017/12,132094365,192553694,3917711,16629105,0,77379176,115174518,19034411,97413472,13488435,0,79078676
(주)상지카일룸,042940,2017/12,8285055,40562325,-7844679,1709415,0,13624465,26937860,4112862,20149072,-3820778,0,-36729580
(주)새로닉스,042600,2017/12,60885569,80020016,2743241,5019421,0,25049433,54970583,6645062,60993781,2972182,0,44767439
(주)서린바이오사이언스,038070,2017/12,39276798,68904819,1846208,2585790,0,17671348,51233471,9973954,38863546,967854,0,31558099
(주)서부티엔디,006730,2017/12,57542734,1502577668,-26557902,34065352,0,1018991496,483586172,22841695,1353063110,-14009032,0,261682284
(주)서산,079650,2017/12,36335375,44271747,2311985,3637683,0,3923615,40348132,4070526,16535901,1845512,0,37568664
(주)서연탑메탈,019770,2017/12,136758123,153637839,-8212019,1929351,0,83325364,70312475,3736901,69831634,4701827,0,54712928
(주)서울리거,043710,2017/12,14372479,38437903,-1335012,4410450,0,1437001,37000902,2865931,15339710,-1217813,0,-2569228
(주)서울옥션,063170,2017/12,33720282,125135968,2591766,8451198,0,64750613,60385355,7171197,52677858,5051119,0,18650669
(주)서울제약,018680,2017/12,34051567,70270901,-10577449,4426740,0,33149072,37121829,23188713,46429562,-5965144,0,1564033
(주)서원인텍,093920,2017/12,169691592,177750900,5775990,28687582,0,22053375,155697526,9605259,64514332,1068269,0,135892555
(주)서전기전,189860,2017/12,50168944,43583060,2791479,272216,0,9932976,33650084,10763758,24150357,2263202,0,24033529
(주)서진시스템,178320,2017/12,45690751,138415110,-2167679,3925188,0,52745296,85669814,11711863,58013730,1678102,0,12609088
(주)서진오토모티브,122690,2017/12,118551850,214056901,-8557290,140783,0,125406739,88650161,11276034,159245933,-5131341,0,37731097
(주)서플러스글로벌,140070,2017/12,109876116,149174879,19531124,5504293,0,41365406,107809473,11391362,36904423,25822313,0,72129520
(주)서한,011370,2017/12,528692838,391890974,77467236,46466865,0,105443202,286447772,17380314,106906982,103111932,0,231093440
(주)서희건설,035890,2017/12,1009135127,665644810,37713012,71297262,0,409770481,255874328,61805864,169410174,91870306,0,105185621
(주)선광,003100,2017/12,82607404,403571213,12832332,3799142,0,83279371,320291842,7801030,369632342,19671660,0,261918953
(주)선익시스템,171090,2017/12,123595928,117633116,9780141,35323253,0,26775668,90857449,17421220,33127541,14551634,0,39134631
(주)성광벤드,014620,2017/12,133488388,469214393,-18651597,31753527,0,32279376,436935018,19940175,242682749,-18122103,0,428631937
(주)성도이엔지,037350,2017/12,312491938,283354128,20145344,5597978,0,118546446,164807682,7152121,117517455,18775014,0,146903258
(주)성우하이텍,015750,2017/12,1210755015,1900200679,56921778,21397766,0,967658577,932542102,83010324,1106003100,73181329,0,877505920
(주)성창오토텍,080470,2017/12,76025330,76426273,-1181123,3400857,0,33763250,42663023,8050370,32559152,1124445,0,31766742
(주)세동,053060,2017/12,109625429,101220871,-10707528,693785,0,83983466,17237404,11247714,74546814,-6540755,0,-4754212
(주)세보엠이씨,011560,2017/12,590307232,245392317,21300313,9193643,0,116327302,129065015,17350029,51984852,29217039,0,124372544
(주)세영디앤씨,052190,2017/12,7473240,21615264,-24662108,3648719,0,8324370,13290894,1814684,8268629,342802,0,-49507897
(주)세운메디칼,100700,2017/12,56329261,92164558,13142672,6605228,0,8751984,83412575,5364141,52213355,14105584,0,76981750
(주)세원물산,024830,2017/12,71892127,252941769,6476214,3059545,0,66754948,186186821,7766842,186720866,4909434,0,137950298
(주)세중,039310,2017/12,29646868,70970986,-4463295,21359012,0,13583527,57387459,19731669,33956511,1734745,0,28042354
(주)세진티에스,067770,2017/12,13607354,43289897,-6225833,1254262,0,1444915,41844981,1920155,18032313,-1924867,0,24896216
(주)세코닉스,053450,2017/12,321574557,302420251,1256331,9401845,0,165763561,136656690,36601965,167046425,4045624,0,104067130
(주)세토피아,222810,2017/12,14909489,18780495,-5309971,1686234,0,8857897,9922598,4895677,11951262,-953150,0,-318253
(주)세화피앤씨,252500,2017/12,32928605,28319079,-2703990,5224103,0,4668312,23650767,14753683,13358741,1435910,0,8852072
(주)셀루메드,049180,2017/12,18382473,66121770,-4715564,1904867,0,26712449,39409321,6618703,37591322,962871,0,-97405124
(주)셀바스에이아이,108860,2017/12,17824699,67492191,-7335208,8220931,0,24194549,43297643,16906896,53466595,917804,0,-4965484
(주)셀바스헬스케어,208370,2017/12,28175434,55995230,-26269,2977473,0,27176205,28819025,10272093,33030210,1244076,0,3705908
(주)셀트리온제약,068760,2017/12,129529518,469195117,15778955,3872324,0,177146958,292048159,48737980,260476137,8727562,0,-22546978
(주)셀트리온헬스케어,091990,2017/12,923764212,2914223177,141228194,227314988,0,1193567987,1720655190,60193815,90197710,146095228,0,263811439
(주)셀피글로벌,068940,2017/12,27189791,29821093,-9736883,1675702,0,12565371,17255722,12910073,12593509,-6740882,0,8008457
(주)소리바다,053110,2017/12,26193983,53388090,-4357054,4424749,0,18249177,35138914,29148346,37604545,-2954362,0,-28759399
(주)소프트센,032680,2017/12,142514026,80239657,-776797,20636495,0,46011237,34228420,13233189,14645757,458933,0,-3784089
(주)손오공,066910,2017/12,98724379,46876389,-13113821,686938,0,31946886,14929502,19787222,2273164,-13091931,0,-52508702
(주)솔고바이오메디칼,043100,2017/12,19591331,60461302,-9741790,4105303,0,15655893,44805410,10738370,33410188,-6829887,0,-21560659
(주)솔루에타,154040,2017/12,41819776,106741137,712136,6946660,0,35574600,71166537,6838502,74986176,3108966,0,37868000
(주)솔본,035610,2017/12,3161733,129810904,-7070798,5364514,0,1892769,127918136,4483170,109070396,-1663235,0,-2485240
(주)쇼박스,086980,2017/12,102706678,201374548,15720707,63086775,0,63361685,138012863,9527066,42515745,10711351,0,71162000
(주)수산아이앤티,050960,2017/12,16391345,71373432,4212462,1121744,0,1260291,70113141,12024847,26730799,4366499,0,39889499
(주)슈프리마,236200,2017/12,46768748,103405578,9166026,31139865,0,6017802,97387776,12281642,38438026,12501744,0,20371129
(주)슈프리마에이치큐,094840,2017/12,18014490,121964121,3838515,9375839,0,4326039,117638082,3965186,88768442,1442462,0,99265371
(주)슈피겐코리아,192440,2017/12,162891118,220844960,21447254,50001811,0,26341546,194503414,54694826,86995490,40890811,0,140127180
(주)스마트솔루션즈,136510,2017/12,25018220,41990120,2948466,11299605,0,9234829,32755291,6754604,19832632,3572891,0,19576627
(주)스맥,099440,2017/12,161850280,196252413,382220,10304791,0,100359371,95893042,23197802,73026326,4607247,0,24254504
(주)스카이문스테크놀로지,033790,2017/12,13471809,63081247,-4134036,26385423,0,23123044,39958203,4315856,15239954,-3667686,0,4604835
(주)스킨앤스킨,159910,2017/12,16411014,44591924,-12882672,6013134,0,17025698,27566226,6940812,26818295,-4768634,0,-39584332
(주)스타플렉스,115570,2017/12,83505468,149125819,-3919717,3124223,0,71497361,77628458,8276072,84005034,3102922,0,48488855
(주)스튜디오산타클로스엔터테인먼트,204630,2017/12,37618724,52880427,-2486814,7003434,0,7269037,45611390,4894497,19305429,-619805,0,-7171604
(주)스페이스솔루션,245030,2017/12,,,,,,,,,,,,
(주)스페코,013810,2017/12,37963619,100834769,-2111109,4577835,0,42938356,57896414,8261127,69280282,829625,0,25533121
(주)승일,049830,2017/12,135816978,169038229,2732415,17446096,0,34439062,134599167,7411838,107983597,3746791,0,114100656
(주)시공테크,020710,2017/12,164757329,119629427,7866096,20575330,0,32642795,86986632,5605356,54179161,14939085,0,53356576
(주)시너지이노베이션,048870,2017/12,6189799,93224458,-8531533,1366501,0,62219114,31005344,3345949,86237874,-3155075,0,-87250245
(주)시노펙스,025320,2017/12,130717223,136586152,3396258,5694789,0,64624016,71962136,11491324,83010927,18922365,0,-13442801
(주)시스웍,269620,2017/12,30441340,35048507,5367872,17907549,0,3067763,31980745,2936101,8012976,6329294,0,18252063
(주)시큐브,131090,2017/12,15173425,33766058,3195787,12349844,0,8818581,24947478,5863102,5828254,2873124,0,18576007
(주)시티랩스,139050,2017/12,30345343,42980146,-9762731,11339885,0,12474187,30505959,2876455,15200672,-804826,0,-761363
(주)신진에스엠,138070,2017/12,43813246,80493983,5027297,10653994,0,13057246,67436736,4301120,44914063,6065066,0,52314657
(주)신화콘텍,187270,2017/12,54676039,84054432,6707696,14555669,0,29814906,54239526,5804532,45804797,9634277,0,26325294
(주)심텍,222800,2017/12,768547060,577650601,6549630,719663,0,398921616,178728985,63616795,403993728,12303479,0,124522899
(주)심텍홀딩스,036710,2017/12,3312567,136814551,361331,14446,0,17273085,119541466,2903039,134940186,409528,0,65951225
(주)싸이맥스,160980,2017/12,162316317,139003729,17881508,7204439,0,40318522,98685207,8906793,71896546,24099130,0,46582039
(주)썬테크놀로지스,122800,2017/12,15229793,33447161,-12451565,22732,0,14356645,19090515,5594221,12727675,-4950563,0,-6616859
(주)썸에이지,208640,2017/12,3169449,28364183,-8091313,3469705,0,730078,27634105,10107662,4903016,-6938213,0,-9182236
(주)쎄노텍,222420,2017/12,40468377,54409154,2339543,2088744,0,15505935,38903219,7639893,22602942,4102282,0,26333557
(주)쎄니트,037760,2017/12,71397755,114792575,1935265,2503279,0,50903193,63889382,2737436,86100054,1995551,0,9726671
(주)쎄트렉아이,099320,2017/12,37505777,64064801,6122015,6018861,0,8665072,55399729,3821801,44715426,6597891,0,40541810
(주)쎌바이오텍,049960,2017/12,58870734,99181786,19240286,6288562,0,6388010,92793777,22485800,27469511,23753054,0,88406755
(주)쏠리드,050890,2017/12,169279702,247161802,-32806806,37166508,0,161833835,85327967,35086741,132488356,13892654,0,-16507905
(주)씨씨에스충북방송,066790,2017/12,21263187,42463594,-7130365,1023081,0,11114688,31348906,5297783,33348839,-1141417,0,-14267205
(주)씨에스,065770,2017/12,43326430,50215298,1021101,5682727,0,31252380,18962918,5754031,4382690,1885747,0,-29250845
(주)씨에스에이코스믹,083660,2017/12,30497697,30328761,-9574134,1619157,0,6652150,23676611,18546304,11042556,-9583059,0,-26991091
(주)씨엔플러스,115530,2017/12,26853889,42349389,-1127948,763007,0,30961848,11387541,5796532,21932517,479463,0,-17498404
(주)씨엠에스에듀,225330,2017/12,61922125,71014610,6508501,3107995,0,27261057,43753553,54518024,56604538,7404102,0,15135490
(주)씨유메디칼시스템,115480,2017/12,55088654,61956029,-4924717,4713964,0,19171522,42784507,11409371,30385323,-1899168,0,10882458
(주)씨제이이엔엠,035760,2017/12,1136458706,1149206096,128169077,33628358,0,346472533,802733562,978954284,817706783,157504422,0,675163892
(주)씨젠,096530,2017/12,70031261,177274022,5180197,25246006,0,29665793,147608229,31379169,64682572,14293315,0,61891038
(주)씨티네트웍스,189540,2017/12,,,,,,,,,,,,
(주)씨티씨바이오,060590,2017/12,91354880,183582587,-21762497,3292050,0,112544232,71038355,38624621,126630630,-14691933,0,-4383664
(주)씨티케이,260930,2017/12,112990498,185263089,15579571,39835015,0,13358742,171904347,10526917,22723247,24808902,0,48086692
(주)아가방앤컴퍼니,013990,2017/12,134128796,209610946,-4481117,6302123,0,42559402,167051544,62149885,124874907,-1019918,0,111051793
(주)아나패스,123860,2017/12,87058623,96625499,678656,12310222,0,20610273,76015226,27120485,18089628,4982208,0,32482470
(주)아난티,025980,2017/12,39910347,457003413,-8334682,1247333,0,218978502,238024911,17096238,381041643,-7542050,0,22609339
(주)아리온테크놀로지,058220,2017/12,40595527,65495521,-22642243,1676573,0,44171844,21323678,15289145,44333052,-10629590,0,-18766585
(주)아모텍,052710,2017/12,288584654,401575882,27065497,41454582,0,196940345,204635537,35338845,236945418,41174646,0,152533773
(주)아미노로직스,074430,2017/12,16835420,53098982,541991,7468074,0,7954049,45144933,2813944,21384559,1075247,0,-82601156
(주)아바코,083930,2017/12,185505840,185591390,383040,40833838,0,79819086,105772304,20529714,41691895,3077211,0,54715367
(주)아바텍,149950,2017/12,95628780,150224726,14367999,36810837,0,12709383,137515343,5727694,57958933,16033013,0,97144754
(주)아스타,246720,2017/12,2073930,15460302,-4839567,2461483,0,785272,14675030,2844662,887111,-2259976,0,-8833418
(주)아스트,067390,2017/12,92788560,230553103,981493,17454906,0,128062644,102490459,5528511,110703721,6567576,0,5576109
(주)아시아경제,127710,2017/12,35016236,83755392,20066675,10858192,0,11102076,72653316,13926332,50315556,5539576,0,26960759
(주)아우딘퓨쳐스,227610,2017/12,51015104,52672720,-321630,1712870,0,6728316,45944404,17264524,14412996,-532749,0,14319553
(주)아이디스,143160,2017/12,93642353,161616940,11171244,41344024,0,10274669,151342271,34428255,33872902,-5883889,0,72861211
(주)아이디스홀딩스,054800,2017/12,10190466,278781262,4582740,2060460,0,114142745,164638517,2108489,275818921,6071203,0,127665603
(주)아이센스,099190,2017/12,137479379,229745557,19896111,15940870,0,53913652,175831905,28882913,143173393,27027425,0,121753624
(주)아이씨디,040910,2017/12,311847748,237830610,24789582,16271633,0,102153786,135676824,18584200,82011924,37175156,0,67834033
(주)아이앤씨테크놀로지,052860,2017/12,41339721,59500034,5528739,1231687,0,19344622,40155411,7492430,37242079,6001155,0,-15333687
(주)아이에스시,095340,2017/12,98990640,195314543,17177840,19760062,0,20682399,174632144,16572701,116012228,22260190,0,99454234
(주)아이에스이커머스,069920,2017/12,36484877,97041544,33707586,15176695,0,21412537,75629008,19101337,35153314,-1396778,0,22408975
(주)아이에이,038880,2017/12,43547754,79707977,-1885065,1056477,0,32100818,47607158,7286950,66254393,-230209,0,-1588272
(주)아이엠,101390,2017/12,232605382,121616353,-3687615,104902,0,74341086,47275268,12539646,69524928,5881160,0,14059886
(주)아이엠비씨,052220,2017/12,50649210,62105451,-78643,4685135,0,10212567,51892884,50455016,42764322,194195,0,32006657
(주)아이엠텍,226350,2017/12,69006125,47664340,-20748002,931565,0,24838377,22825963,10292421,23372027,-6585257,0,-16877643
(주)아이오케이컴퍼니,078860,2017/12,18156364,85408291,-4103066,10641920,0,15066770,70341520,3798008,66197840,129773,0,-7410561
(주)아이윈,090150,2017/12,88397474,94053668,-2166770,9034788,0,58807711,35245958,14981022,44331837,-2792735,0,23622190
(주)아이윈플러스,123010,2017/12,14183309,21820800,-3219305,1952094,0,11371824,10448976,2005409,14316377,-3105904,0,-2295604
(주)아이즈비전,031310,2017/12,27539736,75270980,1558676,17585822,0,10472062,64798918,10930322,48401600,1426455,0,52059802
(주)아이컴포넌트,059100,2017/12,24520294,56512382,-8303058,7282093,0,23346013,33166369,5903031,30470901,-4086988,0,2678720
(주)아이톡시,052770,2017/12,21083673,15293908,-21108362,6580676,0,15051989,241919,17478029,4882060,-10068615,0,-67085017
(주)아이티센,124500,2017/12,154028752,82325904,1850442,14277005,0,46079870,36246034,16645911,64421513,4176680,0,6084832
(주)아이티엑스에이아이,099520,2017/12,31094349,27909280,-337114,285444,0,10740876,17168404,7927978,12541733,390828,0,-12181861
(주)아즈텍더블유비이,032080,2017/12,34436524,101593818,-364557,1969635,0,13897086,87696732,4894327,37824560,-2761330,0,57589892
(주)아진엑스텍,059120,2017/12,30704497,46145660,6156377,13497580,0,6765339,39380321,8380943,14204761,7776916,0,22421630
(주)아프리카티비,067160,2017/12,94003216,107453290,12985341,21279647,0,32746592,74706698,73110136,43368877,20893080,0,33177543
(주)안랩,053800,2017/12,147618546,222453370,16414480,16838742,0,39412992,183040378,96896983,77938398,16939039,0,128431264
(주)안트로젠,065660,2017/12,5357319,60298401,738764,11858473,0,11529913,48768488,3055268,22575693,195957,0,-4848880
(주)알로이스,271400,2017/12,,,,,,,,,,,,
(주)알에프세미,096610,2017/12,60373884,96051216,-671601,6598712,0,41900080,54151136,6106448,55540595,772255,0,44141090
(주)알에프텍,061040,2017/12,133329132,152284034,-12804189,56412431,0,43462458,108821576,14673381,53996604,-1838537,0,71134252
(주)알엔투테크놀로지,148250,2017/12,14390958,35450020,776801,5227227,0,14017367,21432654,4634786,18117750,713880,0,11011871
(주)알테오젠,196170,2017/12,2469485,41274016,-7812953,4987393,0,1725743,39548273,6607991,7722278,-6315113,0,-5958272
(주)알톤스포츠,123750,2017/12,42617058,49029050,-19181227,5542154,0,19593099,29435951,18161469,18017121,-12156675,0,-2916400
(주)알티캐스트,085810,2017/12,62148556,106331567,2466587,7158358,0,10909084,95422483,55892714,40381118,6255842,0,48453843
(주)알파홀딩스,117670,2017/12,69674265,67409488,-5720132,4008719,0,20075561,47333927,6769794,45129804,-1407560,0,555085
(주)액션스퀘어,205500,2017/12,9402123,24636039,-12544739,4846938,0,11442823,13193216,20176119,8012785,-10773996,0,-20368511
(주)액토즈소프트,052790,2017/12,34798015,150265224,645361,29322243,0,31196711,119068513,7606605,90194905,9427815,0,9495191
(주)앤디포스,238090,2017/12,52344188,92726264,8072425,6922611,0,12209683,80516581,7319923,49887570,9092143,0,33332007
(주)앤씨앤,092600,2017/12,41222922,58644204,-4411427,5207104,0,5830735,52813470,23618785,22710258,-7882440,0,30088628
(주)야스,255440,2017/12,86244464,125982691,16240812,5623641,0,19309767,106672924,9697206,34696160,17643042,0,48484438
(주)어스앤에어로스페이스,263540,2017/12,30086064,61475210,747316,3493249,0,19735521,41739690,3370279,29377284,3194061,0,7091577
(주)얼라인드제네틱스,238120,2017/12,4975639,25187654,-1119306,6983540,0,1516715,23670938,3839112,2971551,-905677,0,-6182737
(주)에너토크,019990,2017/12,24468473,42797803,617726,3561844,0,1576870,41220933,6000178,18194863,487820,0,28872368
(주)에스디생명공학,217480,2017/12,102299024,126080836,20518295,2126074,0,12649584,113431252,28349112,53332035,26498623,0,65142980
(주)에스디시스템,121890,2017/12,55362066,35094048,-9147176,3000082,0,21114383,13979665,13422105,8155259,-7518695,0,4236104
(주)에스마크,030270,2017/12,9315882,59062302,-84728284,5354819,0,28307938,30754364,5742493,25144204,-8917503,0,-117755366
(주)에스비에스콘텐츠허브,046140,2017/12,178248870,205045922,-5893584,49962072,0,56409517,148636405,11526519,60790325,595453,0,109134639
(주)에스씨디,042110,2017/12,141249252,117064333,2563395,6653357,0,21827147,95237186,9195728,47092193,6275263,0,36346929
(주)에스아이리소스,065420,2017/12,17472745,18409070,1754705,5389205,0,3301958,15107112,1491410,8316635,-1121224,0,-12296599
(주)에스앤더블류,103230,2017/12,32736658,64140404,-4191839,1652758,0,11699467,52440937,4246793,39267192,-4625048,0,36491500
(주)에스앤에스텍,101490,2017/12,53899317,120963274,3131678,14324766,0,42603472,78359802,8819345,86036905,2443055,0,31240057
(주)에스에너지,095910,2017/12,198474507,227789606,-4135901,24635163,0,127241572,100548034,18322498,64003125,4266038,0,44929225
(주)에스에이엠티,031330,2017/12,1212024348,255376737,26257075,4968114,0,93125030,162251707,18705841,65954168,34192184,0,48295644
(주)에스에이티,158300,2017/12,25498196,40177166,-879885,119441,0,27169598,13007568,4165428,15705392,716368,0,8977709
(주)에스에이티,060540,2017/12,43531527,71640551,2987125,4276785,0,5798257,65842295,4257956,51440083,4666389,0,19334674
(주)에스에프씨,112240,2017/12,43856578,121939911,-13965431,561390,0,46303453,75636458,8399058,52343673,-3409319,0,25629893
(주)에스에프에이,056190,2017/12,1313864576,1216504602,178761205,450737698,0,458438259,758066343,54441312,375809765,192000827,0,706202904
(주)에스에프에이반도체,036540,2017/12,293000759,518921419,6686029,31106168,0,311935480,206985940,7647874,375715249,19508507,0,-214614538
(주)에스엘바이오닉스,214310,2017/12,47652516,52542796,-14327107,5078036,0,35980462,16562334,9189648,27302508,1001699,0,-18011725
(주)에스엠라이프디자인그룹,063440,2017/12,31503168,44234219,768269,3166623,0,2726736,41507483,5204054,20433157,1621275,0,-21376664
(주)에스엠엔터테인먼트,041510,2017/12,216128551,436117975,18673267,59337474,0,115637344,320480631,57817535,273111455,25606894,0,127651470
(주)에스엠컬처앤콘텐츠,048550,2017/12,50524355,300770279,-17592661,66045809,0,185222580,115547699,13291669,94397360,-15791809,0,-41123818
(주)에스엠코어,007820,2017/12,71252475,98589612,-2392558,24373292,0,23904261,74685351,3788226,22658132,430872,0,24810750
(주)에스제이케이,080440,2017/12,7883807,49964482,-7530781,50077,0,35449656,14514826,5911177,47652083,-5067380,0,-43930068
(주)에스지엔지,040610,2017/12,55141217,130881255,2686807,1920346,0,28961657,101919598,4667386,95107463,3070045,0,56987947
(주)에스코넥,096630,2017/12,129165691,125468639,5114609,8065075,0,51667772,73800867,15057075,82840286,4029654,0,40277180
(주)에스텍파마,041910,2017/12,38174581,96826832,1650094,21446946,0,13103332,83723500,8517808,50591627,2541552,0,46001339
(주)에스티아이,039440,2017/12,282967159,151167373,23113275,14691725,0,68644174,82523199,17112403,36293399,30660136,0,55717628
(주)에스티오,098660,2017/12,89586610,69460621,-135867,1323202,0,35799292,33661329,48455229,26441526,1597061,0,28567167
(주)에스티큐브,052020,2017/12,8460728,35677384,-10797601,5428754,0,7313534,28363850,8250160,24192534,-8455347,0,-10775639
(주)에스폴리텍,050760,2017/12,122209735,108597362,-3271096,12842656,0,63362538,45234824,12299376,46002801,1884418,0,20840666
(주)에스피지,058610,2017/12,238208029,213313579,-9223301,11961565,0,125002809,88310770,30603712,88789131,285763,0,40360156
(주)에쎈테크,043340,2017/12,66131227,54088454,619431,130052,0,25462797,28625658,5126445,21897158,588480,0,-8249939
(주)에이디칩스,054630,2017/12,18617247,38947789,483583,17115428,0,6609633,32338156,2992335,16561919,1171786,0,-18591053
(주)에이디테크놀로지,200710,2017/12,32204669,49063072,170261,9404163,0,10481071,38582001,3998661,13774955,-379343,0,15658676
(주)에이루트,096690,2017/12,36423753,92456640,-14001768,13923458,0,19022212,73434427,10057205,31714756,-147185,0,-13978275
(주)에이비프로바이오,195990,2017/12,24935559,142692950,-13507026,1935392,0,48021846,94671105,7783781,78956296,-10999153,0,41226823
(주)에이스침대,003800,2017/12,205743807,429928920,27368219,21011969,0,33157456,396771464,82761757,357916429,32369274,0,376688366
(주)에이스테크놀로지,088800,2017/12,258444809,315245020,-54449324,7313249,0,235084549,80160471,46455354,175046354,-8199760,0,-31123734
(주)에이치디,102210,2017/12,27580507,190938476,-1777374,6019270,0,77779349,113159127,3113475,74627068,-1095234,0,81644346
(주)에이치비테크놀러지,078150,2017/12,285223838,200161636,37781094,18227182,0,44064226,156097410,26011702,76185083,47978270,0,52148602
(주)에이치시티,072990,2017/12,27209299,62981411,318440,9081399,0,19887053,43094358,9133996,43404953,611592,0,22120450
(주)에이치알에스,036640,2017/12,63060204,102657299,5621842,17372984,0,22146546,80510753,6655739,45285448,6936295,0,61533919
(주)에이치엘사이언스,239610,2017/12,40197225,57736972,4940098,3795619,0,4601278,53135693,22819691,17831140,5332778,0,24076769
(주)에이치케이,044780,2017/12,54008598,80182508,1005035,7216523,0,33529682,46652826,7562655,30307545,3512253,0,28333088
(주)에이텍,045660,2017/12,106326664,86779328,12910367,10795832,0,20921835,65857493,18553095,60632274,4213445,0,72712147
(주)에이텍티앤,224110,2017/12,31068764,46874490,1145704,858573,0,16382864,30491626,3757659,31282094,2267050,0,2935012
(주)에이트원,230980,2017/12,8199432,21681461,-302658,295376,0,12850434,8831027,1112375,16891398,-334334,0,-50446
(주)에이티세미콘,089530,2017/12,103239769,95580943,6055443,2591493,0,63865277,31715666,8510142,78541393,6176080,0,-46923037
(주)에이팩트,200470,2017/12,22643454,68891170,862864,15559929,0,28074016,40817154,2394535,46036979,1946606,0,11820247
(주)에이팸,073070,2017/12,81475836,119266442,6658688,36646560,0,47190770,72075673,5392374,20398764,5495830,0,39822165
(주)에이프로젠헬스케어앤게임즈,109960,2017/12,11324491,141929747,-2472545,17084903,0,26821775,115107972,4048209,62505831,-1449977,0,-28408775
(주)에치에프알,230240,2017/12,,,,,,,,,,,,
(주)에코마케팅,230360,2017/12,20194727,89841970,7794230,11362236,0,13051169,76790802,12452244,23135184,7742483,0,37635653
(주)에코프로,086520,2017/12,40605615,208573214,4958769,8745002,0,51674781,156898433,8450008,166991905,487450,0,18719798
(주)에프알텍,073540,2017/12,23253122,63964752,-2084797,5574319,0,26321777,37642975,8400189,48705281,-4345944,0,30600969
(주)에프앤리퍼블릭,064090,2017/12,65211588,100551019,8146290,1456167,0,54458958,46092061,4160062,71183660,8579750,0,-11979970
(주)에프에스엔,214270,2017/12,27292458,40503531,270097,3453185,0,9105496,31398035,12660819,23142963,-510153,0,-7648649
(주)에프에스티,036810,2017/12,191104354,132965805,9081550,5457023,0,54613727,78352079,28946202,81199286,12997165,0,38283292
(주)에프엔씨엔터테인먼트,173940,2017/12,53832745,74606961,-9274610,3961545,0,10729792,63877168,9486079,41605932,562226,0,-6034424
(주)에프티이앤이,065160,2017/12,26792353,101166927,-19473650,6950495,0,30101567,71065360,9606544,61482500,-10565376,0,-26806238
(주)엑사이엔씨,054940,2017/12,184575755,87448878,-3687246,2062436,0,56680426,30768453,8380582,34948497,8159057,0,-6698985
(주)엑세스바이오인코퍼레이션,950130,2017/12,27532808,83917136,-1842906,5402718,0,28741687,55175449,8660787,59217296,136132,0,19199397
(주)엑셈,205100,2017/12,24349132,48294026,-673939,12321820,0,6095594,42198432,8432329,22210412,4771752,0,6024248
(주)엑시콘,092870,2017/12,66441333,91375430,7626867,4842041,0,16168745,75206685,15019684,53141204,7182323,0,48463502
(주)엔에스,217820,2017/12,36244854,59422127,421263,5376029,0,36141706,23280421,3394969,12459036,1494070,0,11931066
(주)엔에스엔,031860,2017/12,5233099,36018995,-13578625,701557,0,12416777,23602218,7272599,28364758,-7158895,0,-24398108
(주)엔에이치엔벅스,104200,2017/12,88654122,87027259,-4899518,5319209,0,24264519,62762740,93773988,31997141,-5119866,0,31862970
(주)엔이능률,053290,2017/12,57481263,89948183,503422,7390197,0,34550170,55398013,37484088,31053457,2629103,0,37827395
(주)엔지스테크널러지,208860,2017/12,3369956,11052561,15688,1383238,0,1683901,9368660,3357976,7060381,11979,0,2491964
(주)엔지켐생명과학,183490,2017/12,26133211,36804546,-5666428,6863119,0,12242076,24562469,9542800,12276898,-5380430,0,-46007895
(주)엔케이맥스,182400,2017/12,4820171,53553028,-14292571,12486595,0,13777799,39775229,17122997,21867410,-13655428,0,-14292571
(주)엔텔스,069410,2017/12,46726874,55633682,-4022914,14994146,0,16794047,38839634,11858305,27995663,-1877853,0,20978071
(주)엔투텍,227950,2017/12,,,,,,,,,,,,
