회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결)
(주)삼일기업공사,002290,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)삼일기업공사,002290,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)삼진,032750,2011/12,113.27,0.46,26.39,-94.14,5.94,10.11,34.41,-0.11,0.9,37.35,5.71,29.43,18.23,1.07,47.49,-4.67,8.44,1.09,5.74,14.31,2.02,91.56,129.57,78.96,1333.49,63.65,-10.38,11.19
(주)삼진,032750,2012/12,61.14,2.52,-16.7,707.75,4.63,18.75,24.24,7.01,0.63,51.69,8.3,45.77,28.55,1.63,-31.07,55.52,11.83,8.46,8.85,22.59,3.11,88.17,79.46,94.62,1422.05,74.57,-1.83,22.99
(주)삼진,032750,2013/12,40.86,2.46,-5,3.12,7.47,42.69,13.1,15.17,0.17,57.28,15.04,48.78,31.23,1.96,-0.98,6.57,14.21,8.03,13.37,21.96,3.57,85.79,54.37,126.95,1570.26,84.84,7.13,18.01
(주)삼진,032750,2014/12,44,4.87,14.65,84.74,4.31,19.84,11.33,13.27,0.31,63.26,7.12,45.81,31.67,1.76,34.12,-6.07,15.66,13.25,10.68,15.37,3.38,84.34,55.94,139.31,1780.89,97.67,11.09,15.24
(주)삼진,032750,2015/12,24.38,4.44,-5.95,-23.1,7.51,43.08,5.03,18.91,0.18,61.65,11.09,38.57,31.45,1.43,-16.04,-15.81,14.55,9.18,8.32,15.51,2.83,85.45,34.66,193.87,1938.92,157.73,16.99,54.94
(주)삼진,032750,2016/12,24.07,5.91,6.95,13.07,11.42,53.49,3.94,34.86,0.11,67.56,13.37,32.72,29.18,1.21,34.5,-15.16,15.62,9.57,8.77,16.02,2.58,84.38,33.34,244.44,2094.13,197.29,26.08,111.33
(주)삼진,032750,2017/12,16.91,2.55,-4.93,-52.27,6.49,43.06,2.51,67.59,0.02,29.38,8.86,36.26,12.41,1.33,-2.92,10.81,15.62,4.38,11.02,16.49,3.11,84.38,25.89,335.46,2108.63,278.8,31.63,162.92
(주)삼진,032750,2018/12,16.31,1.83,-1.55,-42.29,3.99,25.57,0,165.66,-0.2,44.58,4.46,29.23,19.42,1.11,11.55,-19.39,12.41,2.49,8.99,12.84,2.59,87.59,21.12,379.05,2157.66,307.2,37.59,91.77
(주)삼진,032750,2019/12,21.44,8.94,22.91,659.59,4.76,32.73,0.1,132559.59,-0.23,116.65,6.68,45.08,32.22,1.55,43.37,54.21,16.74,17.15,11.55,13.43,4.45,83.26,25.65,349.09,2553.31,272.85,42.49,74.97
(주)삼진엘앤디,054090,2011/12,124.51,1.41,15.94,25.4,7.41,16.18,26.65,3.49,1.16,65.39,9.68,42.59,26.67,1.4,29.64,20.31,15.2,5.21,7.24,10.75,3.28,84.8,149.1,100.02,973.36,74.69,0.01,20.25
(주)삼진엘앤디,054090,2012/12,92.39,2.82,-6.24,110.4,4.86,12.84,30.67,1.99,0.9,93.01,7.1,33.48,37.33,1.41,-3.74,4.85,12.73,9.54,6.32,12.05,3.42,87.27,123.65,124.25,1017.43,98.18,10.02,27.26
(주)삼진엘앤디,054090,2013/12,66.3,0.79,-0.01,-75.32,3.71,10.07,27.27,2.39,0.93,88.26,5,28.42,33.31,1.35,5.38,-7.86,13.37,2.17,5.46,11.88,3.44,86.63,98.57,162.02,977.93,126.33,20.71,29.02
(주)삼진엘앤디,054090,2014/12,71.99,-3.49,-6.03,0,4.11,11.21,25.5,-0.73,0.85,62.81,5.47,22.79,24.87,1.29,-8.96,-7.23,13.35,-8.9,5.89,10.2,3.33,86.65,95.43,142.27,814.8,105.88,15.57,24.84
(주)삼진엘앤디,054090,2015/12,76,3.4,16.4,0,4.21,11.93,23.25,7.47,0.49,96.73,5.88,25.39,33.5,1.5,27.57,22.39,15.97,10.1,6.38,11,4.07,84.03,97.24,149.07,889.15,112.98,18.91,28.89
(주)삼진엘앤디,054090,2016/12,81.42,-0.85,-1.64,-122.2,3.22,8.34,25.19,0.34,0.41,86.63,4.18,22.48,26.45,1.29,-1.83,-8.85,12.9,-2.13,4.79,7.94,3.77,87.1,100.36,141.06,858.36,95.54,16.69,19.56
(주)삼진엘앤디,054090,2017/12,63.64,-5.77,-18.09,0,2.77,8.34,25.3,-2.36,0.52,54.64,3.77,18.46,19.39,1.23,-23.14,-14,9.92,-13.41,5.01,7.51,3.55,90.08,82.67,154.39,708.15,115.18,18.95,19.99
(주)삼진엘앤디,054090,2018/12,60.54,0.81,5.48,0,5.07,13.84,25.22,4.28,0.7,62.51,6.38,17.25,23.52,1.29,6.79,-2.46,13.83,2.03,5.78,9.01,3.52,86.17,85.63,166.98,735.14,121.06,21.84,45.63
(주)삼진엘앤디,054090,2019/12,65.65,0.2,-0.38,-68.18,7.01,20.78,22.15,2.08,0.65,61.16,9.49,18.49,23.23,1.35,-1.16,7.24,12.62,0.63,6.53,9.16,3.57,87.38,84.01,151.43,739.7,110.72,18.35,45.79
(주)삼표시멘트,038500,2011/12,156.01,-14.8,-2.85,0,4.16,2.37,54.66,-0.51,8.29,12.74,1.56,9.15,7.79,0.37,7.5,19.44,7.81,-14.97,4.11,9.27,0.59,92.19,192.67,32.76,834.21,24.23,-35.84,2.33
(주)삼표시멘트,038500,2012/12,104.04,-10.52,-5.41,0,5.57,3.49,56.52,0.54,7.57,14.97,2.4,9.94,9.14,0.42,9.13,8.7,16.73,-13.44,4.34,8.41,0.68,83.27,219.41,61.85,721.36,45.19,-12.43,0.47
(주)삼표시멘트,038500,2013/12,370.68,-41.91,-6.49,0,16.88,9.17,58.68,-0.07,7.04,-4.55,7.46,9.31,-2.76,0.43,5.67,-4.03,15.5,-68.4,5.82,9.45,0.7,84.5,436.12,32.93,369.81,27.8,-46.37,3.78
(주)삼표시멘트,038500,2014/12,36.15,58.68,-4.91,0,22.04,16.55,7.61,1,10.6,72.51,9.36,9.23,41.47,0.41,-0.34,-8.61,18.79,79.91,7.9,10.73,0.69,81.21,130.18,151.94,1062.03,125.29,8.16,57.73
(주)삼표시멘트,038500,2015/12,29.75,-1.92,-15.59,0,16.27,16.43,7.35,1.28,5.53,26.19,8.28,10.5,15.85,0.47,-41.24,1.18,17.48,-1.94,8.21,11.67,0.77,82.52,101.69,112.61,1023.12,87.09,1.86,36.58
(주)삼표시멘트,038500,2016/12,38.31,8.17,14.05,0,14.39,13.3,30.02,2.35,4.78,27.74,7.02,11.47,15.84,0.52,34.67,9.24,21.72,8.78,7.72,12.71,0.85,78.28,111.72,108.37,1111.64,84.21,1.51,29.29
(주)삼표시멘트,038500,2017/12,47.65,5.41,0.15,-27.86,14.77,15.66,33.13,2.82,3.96,28.76,7.83,12.51,17.06,0.53,-19.09,8.99,21.37,5.9,7.79,10.76,0.86,78.63,100.11,66.53,1177.97,43.44,-7.97,12.76
(주)삼표시멘트,038500,2018/12,35.87,-0.75,3.28,-111.96,12.4,10.41,38.16,0.04,3.01,19.44,5.46,10.73,11.48,0.45,15.88,-14.19,10.36,-0.69,7.23,8.72,0.71,89.64,110.43,104.28,1156.7,76.2,0.73,36.37
(주)삼표시멘트,038500,2019/12,41.62,3.12,3.07,0,9.96,8.33,37.69,2.23,3.56,25.09,4.4,11.09,15.67,0.45,-5.46,3.38,16.89,2.96,7.62,9.54,0.71,83.11,112.05,83.06,1183.12,59.49,-3.32,24.71
(주)삼화네트웍스,046390,2011/12,21,-6.19,-2.58,0,7.08,24.25,10.95,7.53,0.84,408.79,4.64,3.5,5.55,0.65,93.98,-2.78,24.61,-5.36,13.03,0,55.55,75.39,23.65,250.73,420.86,250.73,25.6,20.15
(주)삼화네트웍스,046390,2012/12,12.18,-22.68,-19.54,0,2.3,10.26,0,-11.84,-0.68,-137.71,1.36,2.5,-2.24,0.53,-42.08,-27.33,10.24,-13.73,6.08,0,35.73,89.76,15.31,290.07,365.38,290.07,20.08,28.54
(주)삼화네트웍스,046390,2013/12,17.89,7.69,27.18,0,22.95,139.22,0,999999999,-1.14,1540.1,24.89,5.51,14.12,1.21,142.43,133,11.01,11.48,11.43,0,98.74,88.99,21.77,397.75,397.54,397.75,43.74,18.63
(주)삼화네트웍스,046390,2014/12,14.53,-5.15,0.95,0,30.55,154.35,0,999999999,-1.07,789.94,24.63,3.88,4.12,0.81,-1.66,-24.93,6.89,-5.18,9.39,0,112.82,93.11,18.99,466.17,400.5,466.17,44.7,50.56
(주)삼화네트웍스,046390,2015/12,6.23,-10.8,-11.81,0,7.24,38.39,0,999999999,-1.33,807.22,3.98,2.31,2.91,0.52,-23.28,-39.86,1.24,-6.13,8.99,0,115.53,98.76,11.56,886.99,377.82,886.99,43.93,196.66
(주)삼화네트웍스,046390,2016/12,9.18,16.78,25.04,0,15.27,123.46,0,999999999,-0.58,8184.13,15.54,5.34,25.55,1.13,84.21,131.35,26.23,21.57,15.16,0,85.36,73.77,14.4,908.48,461.25,908.48,64.91,111.54
(주)삼화네트웍스,046390,2017/12,7.19,3.38,-1.91,-90.08,44.08,170.71,0,999999999,-1.48,1595.45,21.01,2.45,9.35,0.47,3.04,-54.05,9.09,1.97,7.57,0,20.92,90.91,14.03,1215.14,450.76,1215.14,70.32,242.58
(주)삼화네트웍스,046390,2018/12,50.56,-24.44,24.4,-499.52,-3.51,-2.17,0,999999999,-1.94,689.12,-0.81,1.46,2.45,0.25,15.84,-40.2,-13.92,-8.39,5.37,0,12.09,113.92,58.81,224.1,401.64,224.1,39.51,67.78
(주)삼화네트웍스,046390,2019/12,14.69,1.33,-20.99,0,1.3,8.42,0.47,7.24,-0.26,667.69,1.63,6.3,19.95,1.1,-43.57,331.55,4.11,2.08,18.97,0,47.03,95.89,24.04,430.2,405.52,430.2,39.11,167.73
(주)상보,027580,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)상보,027580,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)상보,027580,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)상보,027580,2014/12,160.47,-4.63,0,0,-11.9,-23.65,46.62,0.38,0.85,37.4,-15.46,31.45,14.82,1.3,0,0,11.7,-17.35,7.48,10.62,3.25,88.3,188.6,93.31,838.91,71.32,-3.72,34.27
(주)상보,027580,2015/12,175.33,-2.92,1.07,0,-9.84,-14.38,52.14,-0.53,1.47,37.11,-9.95,19.8,14.56,1.02,-0.55,-21.28,11.79,-9.08,5.83,7.78,2.55,88.21,224.58,94.51,502.59,68.78,-2.97,25.86
(주)상보,027580,2016/12,178.35,-13.35,-4.57,0,-2.07,-2.73,48.21,-3.63,1.62,9.25,-1.86,12.43,3.44,0.88,4.62,-15.09,5.8,-37.51,4.79,6.62,2.25,94.2,214.37,98.65,394.88,76.36,-0.76,32.22
(주)상보,027580,2017/12,177.9,-5.51,-3.63,0,-3.35,-3.74,51.93,-1.13,2.64,38.18,-2.64,9.41,13.09,0.77,-0.05,-15.75,6.46,-13.89,3.93,5.15,2.08,93.54,239.77,110.87,352.1,77.52,5.69,33.54
(주)상보,027580,2018/12,465.52,-23.02,-27.22,0,-4.41,-5.72,58.93,0.62,3.85,-17.91,-4.76,9.19,-5.23,0.91,-18.54,-0.24,13.79,-86.76,3.64,5.76,2.71,86.21,495.26,83.08,140.12,65.88,-13.23,19.23
(주)상보,027580,2019/12,239.34,-21.21,-11.53,0,2.41,1.57,39.27,-1.17,6.59,7.76,1.13,2.6,1.94,0.44,-4.15,-61.68,11.19,-42.03,1.88,3.98,1.55,88.81,255.06,104.43,126.17,92.13,2.99,12.57
(주)상상인,038540,2011/12,35,13.33,0,0,15.5,50.53,0.47,863.28,-3.91,697.47,13.65,1.89,22.76,0.88,0,0,23.95,15.84,4.2,22.06,26.98,76.05,37.01,300.81,156.4,285.18,51.3,131.54
(주)상상인,038540,2012/12,452.25,3.07,0,0,-2.54,-0.63,6.32,84.04,-1,165.26,-0.53,1.81,3.34,0.21,0,0,15.61,4.19,0.55,26.79,10.31,84.39,515,72.36,142.1,71.3,-20.33,17.4
(주)상상인,038540,2013/12,395.65,10.52,4.41,277.54,-18.22,-5.18,5.08,109.89,-0.35,289.82,-4.23,2.11,5.63,0.24,8.46,16.31,19.66,14.52,0.65,28.08,11.97,80.34,442.54,75.8,167.52,74.56,-17.65,6.99
(주)상상인,038540,2014/12,314.32,10.18,10.78,98.62,-3.08,-1.69,0.6,128.12,-0.14,376.23,-1.34,4.37,9.03,0.46,45.83,107.32,19.91,23.61,0.92,63.01,20.92,80.09,378.05,110.67,210.73,109.82,7.02,13.28
(주)상상인,038540,2015/12,337.34,17.8,68.17,64.56,-39.84,-12.07,2.2,60.84,0.15,174.4,-9.69,4.1,7.85,0.3,54.88,-5.87,25.11,29.5,0.53,17.8,8.19,74.89,407.27,100.78,285.4,97.17,0.52,9.47
(주)상상인,038540,2016/12,528.83,20.42,82.65,102.23,-73.22,-19.81,0.17,111.72,0.1,417.56,-17.08,7.16,8.15,0.3,64.5,75.19,29.49,41.64,0.58,28.94,10.55,70.51,625.15,82.77,423.18,82.36,-12.57,11.13
(주)상상인,038540,2017/12,542.06,25.19,42.33,45.14,-106.99,-24.32,0.05,806.33,-0.16,556.02,-20.82,8.41,7.4,0.23,70.32,18.74,37.44,40.7,0.38,99.22,14.39,62.56,594.55,92.55,616.25,92.32,-5.81,4.32
(주)상상인,038540,2018/12,493.71,28.2,39.1,36.36,-99.83,-20.05,3.46,143.14,0.2,345.81,-17.01,10.14,8.1,0.2,41.51,21.82,43.35,37.93,0.31,77.52,8.84,56.65,558.55,98.01,892.41,97.6,-1.49,6
(주)상상인,038540,2019/12,422.34,22.24,27.59,-7.66,20.69,3.72,7.88,46.43,0.9,253.45,3.09,10.32,6.68,0.17,32.93,11.76,45.83,26.51,0.29,64.13,5.96,54.17,486.29,106.27,919.19,105.96,4.52,22.64
(주)상상인인더스트리,101000,2011/12,238.89,-33.7,-0.71,0,-14.27,-9.44,42.84,-11.5,1.78,-29.44,-7.02,8.1,-11.78,0.49,-27.26,28.85,-4.96,-49.01,3.65,2.3,1.2,104.96,289.34,74.31,417.18,49.21,-15.76,24.27
(주)상상인인더스트리,101000,2012/12,440.35,-13.92,5.63,0,-15.15,-10.61,57.91,-2.67,4.08,21.24,-8.92,10.12,9.51,0.6,-6.98,26.46,3.55,-39.13,4.73,3.62,1.17,96.45,528,57.26,277.81,31.63,-29.97,11.02
(주)상상인인더스트리,101000,2013/12,191.32,8.95,12.54,0,-7.43,-7.12,51.43,1.2,3.87,44.14,-5.13,11.8,17.35,0.73,11.1,32.04,15.3,27.68,6.68,3.99,1.3,84.7,257.91,74.15,425.01,39.2,-13.82,7.24
(주)상상인인더스트리,101000,2014/12,203.8,2.92,16.63,-34.95,-0.41,-0.65,51.76,2.04,1.57,39.6,-0.47,20.4,13,1.23,32.77,93.26,9.29,12.86,10.04,6.37,2.31,90.71,270.38,82,477.17,45.77,-9.9,14.04
(주)상상인인더스트리,101000,2015/12,131.09,4.67,-2.14,41.6,2.23,3.61,54.64,3.7,1.57,47.59,2.45,19.18,16.37,1.09,-10.9,-5.99,14.98,16.14,8.33,5.72,2.11,85.02,211.23,97.54,541.01,54.69,-1.04,21.6
(주)상상인인더스트리,101000,2016/12,191.56,7.39,18.61,74.42,8.16,12.01,51.34,9.6,1.16,66.76,7.93,13.42,18.95,1.06,-5.71,4.92,19.96,23.04,11.76,6.29,1.84,80.04,194.4,50.19,351.46,26.02,-32.41,5.87
(주)상상인인더스트리,101000,2017/12,250.11,-22.08,27.4,0,15.15,11.99,48.53,-1.21,2.76,-2.71,8.62,6.21,-1.45,0.64,-11.23,-25.49,9.16,-43.04,12.37,5.72,0.97,90.84,255.84,32.37,264.43,21.63,-47.53,6.04
(주)상상인인더스트리,101000,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)상상인인더스트리,101000,2019/12,69.99,-24.6,0,0,-38.95,-55.27,16.73,-0.79,2.61,-37.73,-26.77,1.07,-6.22,0.69,0,0,10.07,-32.8,4.32,4.78,4.17,89.93,93.93,217.42,79.91,177.54,42.38,8.93
(주)상아프론테크,089980,2011/12,35.69,5.22,28.28,8.97,5.7,14.96,21.59,6.83,0.73,46.72,5.37,19.28,24.41,1.06,30.99,8.5,17.09,8.86,5.89,9.26,1.85,82.91,56.03,175.76,1176.95,125.75,17.33,14.62
(주)상아프론테크,089980,2012/12,39.4,4.63,6.31,-21.62,6.8,14.04,25.17,4.78,0.76,44.06,5.33,15.3,23.97,0.81,5.88,-11.63,18.67,5.93,4.86,6.96,1.4,81.33,61.2,163.79,1211.12,115.71,15.59,23.24
(주)상아프론테크,089980,2013/12,55.9,6.47,19.74,60.31,9.41,16.07,26.74,5.41,0.91,45.87,7.06,17.55,24.26,0.82,31.68,14.64,21.16,9.01,4.8,7.09,1.45,78.84,78.34,140.47,1310.85,104.25,12.68,15.35
(주)상아프론테크,089980,2014/12,69.36,3.15,7.74,-42,9.03,16.44,31.48,2.84,1.13,43.81,7.49,20.69,23.96,0.86,3.06,19.08,19.56,4.91,5.09,7.1,1.56,80.44,83.62,111.49,1344.75,77.49,4.34,15.58
(주)상아프론테크,089980,2015/12,72.52,5.47,16.83,94.12,6.53,10.65,35.05,7,0.89,53.79,5.19,22.58,25.2,0.86,14.14,11.96,21.52,8.89,4.87,6.99,1.53,78.48,95.26,110.78,1432.66,79.11,4.01,17.48
(주)상아프론테크,089980,2016/12,79.12,3.5,11.7,-30.43,3.83,5.78,38.49,5.87,0.89,56.64,2.97,23.84,26.1,0.82,21.84,8.73,21.35,5.72,4.1,7.49,1.53,78.65,105.26,116.43,1479.53,90.13,6.33,10.05
(주)상아프론테크,089980,2017/12,74.06,4.87,8.89,36.6,9.15,12.69,36.09,5.55,0.93,53.16,6.37,22.24,24.79,0.73,16.08,-1.96,21.78,7.18,3.78,7.52,1.48,78.22,100.87,129.77,1535.16,104.78,10.98,24.13
(주)상아프론테크,089980,2018/12,95.97,6.63,8.7,61.55,8.97,13.63,36.52,7.31,0.75,61.56,6.83,25.53,26.53,0.79,18.57,18.82,21.59,10.55,4.38,7.05,1.73,78.41,100.52,109.05,1671.64,81.62,4.33,15.05
(주)상아프론테크,089980,2019/12,65.16,6.69,3.87,3.23,2.95,5.25,30.78,5.6,0.89,57.57,2.21,25.18,24.22,0.76,5.46,2.25,21.09,9.47,3.47,6.69,1.76,78.91,72.68,140.43,1878.34,114.49,15.26,10.93
(주)상지카일룸,042940,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)상지카일룸,042940,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)상지카일룸,042940,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)상지카일룸,042940,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)상지카일룸,042940,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)상지카일룸,042940,2016/12,620.57,-128.54,0,0,11.56,3.78,49.35,-4.81,5.27,-271.74,3.31,0.81,-16.69,0.29,0,0,-12.25,-294.19,4.71,222.11,4.66,112.25,699.33,92.38,35.23,92.22,-5.91,46.57
(주)상지카일룸,042940,2017/12,35.72,-58.85,96.02,0,-44.33,-43.67,4.8,-6.78,0.13,-1729.28,-14.75,1.15,-13.27,0.44,41.21,127.74,8.52,-53.69,3.46,536.29,17.06,91.48,50.99,218.41,165.9,218.17,28.01,17.88
(주)상지카일룸,042940,2018/12,179.16,31.1,215.57,0,-135.9,-50.73,50.35,1.05,4.02,6082.24,-33.03,1.79,11.39,0.37,385.12,130.55,24.07,27.06,3.25,0.84,112.94,75.93,186.63,127.07,241.74,34.39,16.92,11.97
(주)상지카일룸,042940,2019/12,238.24,-4.89,20.95,-153.2,4.5,4.31,56.8,0.09,5.07,1337.55,3.06,5.31,3.54,0.74,-51.79,238.28,12.43,-11.48,12.39,2.84,324.35,87.57,243.71,45.67,212.84,45.65,-37.66,4.85
(주)새로닉스,042600,2011/12,30.21,-2.17,6.25,0,4.42,14.64,20.36,0.11,0.63,-0.14,4.91,14.59,-0.07,1.15,-3.72,-7.64,11.15,-2.15,10.42,16.15,2.5,88.85,50.47,184.35,824.51,144.23,16.94,77.43
(주)새로닉스,042600,2012/12,45.16,-0.49,3.95,0,1.53,5.02,26.89,4.17,0.62,90.31,2.23,19.81,42.9,1.48,6.75,35.82,13.24,-0.98,13.15,19.09,3.1,86.76,79.85,151.42,716.51,121.68,12.91,65.04
(주)새로닉스,042600,2013/12,50.84,-0.73,-0.95,0,3.59,11.68,23.75,5.44,0.65,94.13,5.01,18.87,43.08,1.39,7.53,-4.74,12.89,-2.87,11.75,18.05,2.96,87.11,75.26,142.26,708.11,114.89,12.26,62.82
(주)새로닉스,042600,2014/12,43.79,6.74,7.07,0,5.74,23.86,13.28,16.93,0.45,100.5,8.6,21.69,40.08,1.55,19.81,14.95,17.33,16.96,12.15,17.14,3.62,82.67,56.39,164.94,850.91,128.93,18.18,72.61
(주)새로닉스,042600,2015/12,23.75,4.81,10.57,-32.68,8.76,33.28,18.13,17.1,0.37,90.76,11.51,21.02,29.69,1.38,34.82,-3.12,17.63,9.9,11.36,14.8,3.8,82.37,52.9,362.56,948.25,306.94,40.78,187.26
(주)새로닉스,042600,2016/12,24.96,9.92,12.74,98.17,8.15,27.33,12.48,9.77,0.23,129.77,8.57,18.97,34.52,1.11,-10.03,-9.73,15.38,17.01,9.14,12.21,3.76,84.62,45.7,262.25,1126,206.41,27.8,105.62
(주)새로닉스,042600,2017/12,46.74,1.01,4.11,-73.13,1.22,3.42,19.03,0.28,0.27,83.18,1.32,20.32,21.85,1.1,-2.59,7.1,10.67,4.19,7.1,11.49,4.16,89.33,62.96,146.58,1134.27,112.96,13.36,37.26
(주)새로닉스,042600,2018/12,50.01,5.34,12.59,150.01,-2.19,-6.04,19.32,5.93,0.41,105.96,-2.37,22.87,23.98,1.15,24.62,12.58,12.07,9.9,5.63,10.99,4.71,87.93,64.83,153.36,1259.76,116.72,16.19,21.35
(주)새로닉스,042600,2019/12,44.48,-1.15,2.49,-126.16,3.19,9.88,18.47,0.1,0.34,87.88,3.88,26.37,21.19,1.23,-0.78,15.26,8.03,-2.43,6.43,11.24,5.27,91.97,64.78,166.89,1289.75,126.83,18.06,41.62
(주)서남,294630,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2013/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서린바이오사이언스,038070,2011/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서린바이오사이언스,038070,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서린바이오사이언스,038070,2013/12,21.2,9.86,0,0,11.7,26.24,15.73,16.06,-0.77,81.5,8.18,16.88,18,0.7,0,0,28.18,10.12,4.01,8.42,3.16,71.82,45.28,454.52,1644.45,397.66,51.74,43.93
(주)서린바이오사이언스,038070,2014/12,30.72,7.12,0.55,-35.88,10.19,21.84,12.92,8.9,-0.85,74.81,6.32,14.77,15.87,0.62,-0.97,-10.75,33.85,6.37,3.23,8.2,2.84,66.15,40.74,299.28,1641.35,267.81,43.5,19.5
(주)서린바이오사이언스,038070,2015/12,31.4,4.23,8.87,-31.59,8.23,17.33,12.58,6.35,-0.39,55.76,5.19,15.32,13.28,0.66,4.05,10.53,28.1,4.15,3.58,7.87,2.85,71.9,42.69,283.78,1597.42,239.71,40.44,25.33
(주)서린바이오사이언스,038070,2016/12,22.01,9.26,0.55,123.16,7.65,20.48,6.35,61.43,-0.5,79.69,5.17,15.42,17.29,0.68,-12.73,7.83,28.33,8.67,4.58,5.56,2.49,71.67,33.76,329.34,1627.77,240.42,37.74,43.94
(주)서린바이오사이언스,038070,2017/12,24.49,5.32,6.87,-49.4,4.76,11.12,8.12,13.84,-0.23,36.34,2.85,13.72,13.94,0.62,-11.3,-5.06,30.05,4.12,5.27,3.7,1.8,69.95,34.54,247.05,1596.71,144.34,26.77,26.44
(주)서린바이오사이언스,038070,2018/12,23.09,5.78,0.81,27.36,5.49,16.75,2.39,25.85,-0.12,40.49,3.82,14.94,15.05,0.7,2.57,17.03,28.96,4.99,7.28,3.51,1.85,71.04,29.57,256.77,1556.89,138.38,27.94,29.82
(주)서린바이오사이언스,038070,2019/12,25.67,16.33,12.7,238.45,10.56,29.56,0.32,109.61,-0.44,69.42,7.12,15.11,22.28,0.71,33.67,9.09,25.48,15.67,7.27,4.01,2.07,74.52,31.74,278.49,1592.08,202.01,34.79,28.88
(주)서부티엔디,006730,2011/12,18.22,1.35,0,0,84.95,9.24,22.31,0.88,9.8,610.58,3.92,2.55,1.4,0.05,0,0,50.37,0.11,25.5,91.55,0.45,49.63,73.66,87.94,3187.2,87.46,-1.27,21.15
(주)서부티엔디,006730,2012/12,57.87,0.75,0,0,33.77,3.36,25.24,0.7,10.04,114.35,1.64,3.13,1.43,0.05,0,0,58.33,0.07,11.4,107.59,2.61,41.67,95.03,25.49,3311.89,25.34,-22.11,7.16
(주)서부티엔디,006730,2013/12,26.77,-40.27,-3.24,0,26.35,3.32,27.43,0.9,17.79,242,1.64,3.71,2.68,0.06,-31.39,24.14,71.05,-4.84,15.84,106.91,2.69,28.95,97.91,39.66,2884.78,39.15,-8.16,11.55
(주)서부티엔디,006730,2014/12,33.05,0.45,5.09,0,25.87,3.17,28.36,1.05,15.94,269.68,1.64,3.64,2.59,0.07,57.78,7.32,73.31,0.06,19.19,134.4,1.68,26.69,107.89,50.66,2635.03,50.49,-7.84,4.45
(주)서부티엔디,006730,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서부티엔디,006730,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서부티엔디,006730,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서부티엔디,006730,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서부티엔디,006730,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)서산,079650,2011/12,17.61,12.35,24.61,1792.13,7.84,55.88,0,1245.89,-0.53,177.26,8.95,29.36,39.36,1.27,76.05,36.96,23.78,12.87,6.51,11.28,5.01,76.22,19.08,403.55,1663.02,341.67,44.89,68.27
