회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),현금및현금성자산(*)(IFRS연결)(천원),금융비용(IFRS연결)(천원),부채(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),[제조]총자본순이익률(IFRS연결),[제조]정상영업이익증가율(IFRS연결),[제조]* (정상)영업손익(보고서기재)(IFRS연결),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),[제조]   비유동자산(*)(IFRS연결)
(주)연이비앤티,090740,2019/12,316139182,237655059,6448239,16953588,0,135002474,102652585,3.47,98.78,11601704,9683839,122144522
(주)영림원소프트랩,060850,2011/12,,,,,,,,,,,,
(주)영림원소프트랩,060850,2012/12,,,,,,,,,,,,
(주)영림원소프트랩,060850,2013/12,,,,,,,,,,,,
(주)영림원소프트랩,060850,2014/12,,,,,,,,,,,,
(주)영림원소프트랩,060850,2015/12,,,,,,,,,,,,
(주)영림원소프트랩,060850,2016/12,,,,,,,,,,,,
(주)영림원소프트랩,060850,2017/12,,,,,,,,,,,,
(주)영림원소프트랩,060850,2018/12,,,,,,,,,,,,
(주)영림원소프트랩,060850,2019/12,37983372,30402877,4341042,4520465,0,20317258,10085620,14.28,0,4270676,13768080,9752308
(주)영우디에스피,143540,2011/12,,,,,,,,,,,,
(주)영우디에스피,143540,2012/12,,,,,,,,,,,,
(주)영우디에스피,143540,2013/12,,,,,,,,,,,,
(주)영우디에스피,143540,2014/12,,,,,,,,,,,,
(주)영우디에스피,143540,2015/12,,,,,,,,,,,,
(주)영우디에스피,143540,2016/12,146159358,137202796,11889032,13035386,0,97528047,39674749,8.67,0,9769344,5035404,22603165
(주)영우디에스피,143540,2017/12,258081454,162503252,-4577653,35973379,0,127416885,35086367,-3.05,-104.13,-403783,9244873,29199288
(주)영우디에스피,143540,2018/12,146297534,109698409,-18244163,31741155,0,101868507,7829902,-13.4,0,-14330047,9278054,27038167
(주)영우디에스피,143540,2019/12,100432751,111870864,-2074577,6110862,0,94561367,17309497,-1.87,0,11507692,8264551,32351530
(주)예림당,036000,2011/12,57816896,79503833,10633241,5262377,0,22147539,57356294,13.37,0,15193525,21661248,52392241
(주)예림당,036000,2012/12,51356824,93226015,8148898,2697588,0,24258991,68967024,8.74,0,10840455,22336342,59288376
(주)예림당,036000,2013/12,138149161,159275472,7445395,9176930,0,72761955,86513517,5.9,-5.25,10271458,32962260,121075888
(주)예림당,036000,2014/12,292494471,190954684,11437711,27909285,0,85287244,105667440,6.53,85.35,19038642,45842258,128619235
(주)예림당,036000,2015/12,319261870,223076313,3414579,32103988,0,117490323,105585990,1.65,-70.29,5655567,45323796,144234182
(주)예림당,036000,2016/12,452752394,245465737,6604276,28355023,0,131361200,114104537,2.82,240.31,19246689,56462436,149778949
(주)예림당,036000,2017/12,643302706,367011322,36151840,120692065,0,213374656,153636666,11.81,145.85,47317981,69161372,161559015
(주)예림당,036000,2018/12,761109382,596881313,32812536,225005786,0,223595110,373286203,6.81,-10.92,42150900,77959887,194777701
(주)예림당,036000,2019/12,835889331,962926087,-48960614,130456359,0,630462022,332464065,-6.28,-158.67,-24727873,84134220,640831601
(주)예선테크,250930,2016/12,,,,,,,,,,,,
(주)예선테크,250930,2017/12,,,,,,,,,,,,
(주)예선테크,250930,2018/12,,,,,,,,,,,,
(주)예선테크,250930,2019/12,58932975,48570877,-2981987,8996148,0,12617021,35953856,-6.14,0,7866987,10724366,13469318
(주)예스티,122640,2011/12,,,,,,,,,,,,
(주)예스티,122640,2012/12,,,,,,,,,,,,
(주)예스티,122640,2013/12,,,,,,,,,,,,
(주)예스티,122640,2014/12,,,,,,,,,,,,
(주)예스티,122640,2015/12,,,,,,,,,,,,
(주)예스티,122640,2016/12,52705412,82255293,2540724,8582586,0,39619133,42636161,3.09,0,3043681,7919797,30933484
(주)예스티,122640,2017/12,150431280,116922617,14704560,15702336,0,61844017,55078600,14.77,417.29,15744649,12273579,39074292
(주)예스티,122640,2018/12,92091501,126427655,-4972561,1920486,0,78843467,47584188,-4.09,-98.72,201188,13573995,69235831
(주)예스티,122640,2019/12,53365358,172007119,-30764652,6913378,0,113615505,58391615,-20.62,-10981.48,-21892260,16038966,122944425
(주)오공,045060,2011/12,99497738,84703449,2545338,5811785,0,40532531,44170918,2.95,4.35,4707154,14132078,40966721
(주)오공,045060,2012/12,104515751,87569098,2625045,8551789,0,41523112,46045986,3.05,-9.57,4256901,15124269,40404550
(주)오공,045060,2013/12,112686132,96135946,2939815,10517051,0,47499307,48636639,3.2,10.7,4712410,15975813,45159823
(주)오공,045060,2014/12,124608695,107652989,2952144,7998673,0,56589016,51063973,2.9,-1,4665450,17486896,54430700
(주)오공,045060,2015/12,136594358,117864591,2619250,12593736,0,64958348,52906242,2.32,9.94,5129170,19119169,58983935
(주)오공,045060,2016/12,143111532,120524374,5646830,17479459,0,64568766,55955608,4.74,57.39,8073037,19242813,58599132
(주)오공,045060,2017/12,149593867,121166233,6395066,20529555,0,60318723,60847510,5.29,9.75,8860090,18803556,57249443
(주)오공,045060,2018/12,150657894,128678375,6672892,26514363,0,54293871,74384505,5.34,-15.22,7511813,19009433,60334635
(주)오공,045060,2019/12,151927490,126890976,7647216,22055521,0,46246148,80644827,5.98,18.85,8928052,19471142,60405341
(주)오디텍,080520,2011/12,74654680,89266663,5826421,11798664,0,14878768,74387895,6.46,-69.09,7110172,3313114,34817869
(주)오디텍,080520,2012/12,85229990,93682183,8862847,19919824,0,11547763,82134420,9.69,56.53,11129775,2538522,30108752
(주)오디텍,080520,2013/12,73583568,102619316,10949495,32147289,0,10414777,92204539,11.16,13.99,12687313,2780818,27909473
(주)오디텍,080520,2014/12,60596148,106958512,7846737,41822826,0,8379584,98578928,7.49,-29.5,8945021,3384039,21742919
(주)오디텍,080520,2015/12,58771679,114049978,9156504,48790404,0,8822013,105227965,8.29,-3.16,8662790,3606251,21590853
(주)오디텍,080520,2016/12,55721751,126090418,10089205,49404134,0,10354336,115736082,8.4,11.31,9642552,3090645,36092625
(주)오디텍,080520,2017/12,48983308,121968176,3964081,31832068,0,7860941,114107236,3.2,-55.7,4272051,3022681,54279142
(주)오디텍,080520,2018/12,45225863,125186734,3459388,15655678,0,7336729,117850005,2.8,-74.39,1094249,2646912,72823001
(주)오디텍,080520,2019/12,41649157,124506786,2138794,13896463,0,6979751,117527035,1.71,9.56,1198877,2529073,70219120
(주)오로스테크놀로지,322310,2013/12,,,,,,,,,,,,
(주)오로스테크놀로지,322310,2014/12,,,,,,,,,,,,
(주)오로스테크놀로지,322310,2015/12,,,,,,,,,,,,
(주)오로스테크놀로지,322310,2016/12,,,,,,,,,,,,
(주)오로스테크놀로지,322310,2017/12,,,,,,,,,,,,
(주)오로스테크놀로지,322310,2018/12,26636273,18886553,4187696,4699761,0,7617150,11269403,22.17,0,10991841,8427317,6108079
(주)오로스테크놀로지,322310,2019/12,,,,,,,,,,,,
(주)오르비텍,046120,2011/12,,,,,,,,,,,,
(주)오르비텍,046120,2012/12,38544757,35030395,457667,2674634,0,8676670,26353724,1.31,0,795623,4934296,20643857
(주)오르비텍,046120,2013/12,23864548,49767467,-9226416,3424807,0,32168451,17599017,-21.76,0,-5266825,4490238,31260231
(주)오르비텍,046120,2014/12,,,,,,,,,,,,
(주)오르비텍,046120,2015/12,,,,,,,,,,,,
(주)오르비텍,046120,2016/12,,,,,,,,,,,,
(주)오르비텍,046120,2017/12,47516202,114452014,2591040,19391590,0,54683358,59768656,2.26,0,3638501,3553221,60557989
(주)오르비텍,046120,2018/12,69213196,126537694,3376010,12316790,0,58368345,68169349,2.8,14.75,4175233,4068002,66887206
(주)오르비텍,046120,2019/12,74944341,126660776,978333,12440388,0,57887812,68772964,0.77,-1.66,4106080,4379771,68146385
(주)오리엔탈정공,014940,2011/12,407039310,630231171,-110026454,27911124,0,597777421,32453750,-17.9,0,-94104324,33799464,362482813
(주)오리엔탈정공,014940,2012/12,254795775,239260220,-222098480,8015582,0,324183903,-84923683,-51.09,0,-57859253,28290221,145532023
(주)오리엔탈정공,014940,2013/12,175658587,201918323,50752604,5332434,0,145175844,56742479,23.01,0,2003637,15190576,133612632
(주)오리엔탈정공,014940,2014/12,163659053,181808227,-34145626,1685936,0,158500182,23308045,-17.8,0,-28006874,15279191,130545102
(주)오리엔탈정공,014940,2015/12,178690825,194667663,-1763807,8820905,0,163577578,31090085,-0.94,0,-4669072,14296857,119640666
(주)오리엔탈정공,014940,2016/12,182955369,146417604,-20158734,15403353,0,135024382,11393223,-11.82,0,1622275,15713922,98965408
(주)오리엔탈정공,014940,2017/12,100983082,128050825,-1078537,9038226,0,116447175,11603650,-0.79,21.78,1975640,11035778,97404043
(주)오리엔탈정공,014940,2018/12,77475080,132954867,-3082145,10654475,0,120276737,12678129,-2.36,-173.65,-1455081,10143237,96347461
(주)오리엔탈정공,014940,2019/12,130107247,156435187,3508771,12594113,0,125018875,31416312,2.42,0,5337954,8840370,118474581
(주)오리엔트정공,065500,2011/12,,,,,,,,,,,,
(주)오리엔트정공,065500,2012/12,,,,,,,,,,,,
(주)오리엔트정공,065500,2013/12,,,,,,,,,,,,
(주)오리엔트정공,065500,2014/12,,,,,,,,,,,,
(주)오리엔트정공,065500,2015/12,53726370,51201091,1322464,1391997,0,32050095,19150996,2.58,0,1033532,3826869,38149777
(주)오리엔트정공,065500,2016/12,71001875,100153717,-6203915,11907981,0,59663752,40489965,-8.2,-122.84,-236084,4679985,53030953
(주)오리엔트정공,065500,2017/12,97067185,90866265,-2419995,7799121,0,52767434,38098831,-2.53,0,1381399,11594623,49402558
(주)오리엔트정공,065500,2018/12,98179112,105852808,-12502490,10939421,0,49594481,56258327,-12.71,-493.54,-5436353,12534800,50408918
(주)오리엔트정공,065500,2019/12,97332735,110170921,-4319209,5082046,0,57508507,52662414,-4,0,-3236359,12804175,70692968
(주)오리콤,010470,2011/12,104216744,98766244,6500364,7879424,0,52561256,46204988,6.58,0,9029513,39267796,31008251
(주)오리콤,010470,2012/12,112494057,123839645,4820842,14109049,0,74655080,49184565,3.89,0,7832603,39841936,31146074
(주)오리콤,010470,2013/12,100030921,114898452,3040285,11521203,0,53669863,61228589,2.55,-48.99,3995356,37465802,41401972
(주)오리콤,010470,2014/12,94512857,131412318,2502800,30824655,0,70060650,61351668,2.03,-20.18,3188981,36469740,40867420
(주)오리콤,010470,2015/12,126262025,193912595,2787805,33770495,0,126212655,67699940,1.71,-6.6,2978608,43741722,65813739
(주)오리콤,010470,2016/12,161929811,187450466,4002386,32896543,0,117430318,70020148,2.1,106.6,6153856,48082378,76667743
(주)오리콤,010470,2017/12,167439882,207530480,4094040,40703351,0,134788243,72742237,2.07,4.57,6435322,47536778,80162675
(주)오리콤,010470,2018/12,182757797,204813558,8935086,60235576,0,126521075,78292483,4.33,66.8,10734188,47278871,72691286
(주)오리콤,010470,2019/12,198545882,195640666,5931585,61591636,0,112768724,82871942,2.96,-25.88,7955798,48318468,75809642
(주)오비고,352910,2011/12,,,,,,,,,,,,
(주)오비고,352910,2012/12,,,,,,,,,,,,
(주)오비고,352910,2013/12,,,,,,,,,,,,
(주)오비고,352910,2014/12,,,,,,,,,,,,
(주)오비고,352910,2015/12,,,,,,,,,,,,
(주)오비고,352910,2016/12,,,,,,,,,,,,
(주)오비고,352910,2017/12,,,,,,,,,,,,
(주)오비고,352910,2018/12,,,,,,,,,,,,
(주)오비고,352910,2019/12,10228573,7758442,-5332075,1427286,0,29484520,-21726078,-68.73,0,-3508221,13736795,1331400
(주)오스코텍,039200,2011/12,25966280,47975864,-2423711,1316612,0,22249033,25726831,-5.02,-57.06,639150,9041522,25812571
(주)오스코텍,039200,2012/12,24755850,43050913,-14383013,2334972,0,18578086,24472827,-31.6,0,-773446,8904038,18614625
(주)오스코텍,039200,2013/12,21858819,37647732,-3937256,1990873,0,15482382,22165350,-9.76,0,-885163,10262341,16642445
(주)오스코텍,039200,2014/12,17110321,36269210,-2056870,1789486,0,14486008,21783203,-5.57,0,-756273,8346663,16778400
(주)오스코텍,039200,2015/12,18335818,49498623,363431,2114465,0,22580646,26917977,0.85,0,685599,7797686,18962925
(주)오스코텍,039200,2016/12,3553891,40813572,-4400635,3297105,0,12052584,28760988,-9.75,-353.72,-1739508,3797822,23273636
(주)오스코텍,039200,2017/12,3908491,40544533,-6379931,19707713,0,14891654,25652879,-15.68,0,-5805528,8034062,11001282
(주)오스코텍,039200,2018/12,18702672,70258505,4278282,26363208,0,18589269,51669237,7.72,0,6177595,10087511,12941502
(주)오스코텍,039200,2019/12,4368520,72393422,-24963195,49234522,0,18027159,54366264,-35,-421.42,-19856235,22130132,17121576
(주)오스테오닉,226400,2015/12,,,,,,,,,,,,
(주)오스테오닉,226400,2016/12,,,,,,,,,,,,
(주)오스테오닉,226400,2017/12,,,,,,,,,,,,
(주)오스테오닉,226400,2018/12,,,,,,,,,,,,
(주)오스테오닉,226400,2019/12,,,,,,,,,,,,
(주)오스템,031510,2011/12,216802492,288732298,10579605,1014190,0,201765567,86966731,4.33,19.66,18468529,21478836,149172578
(주)오스템,031510,2012/12,240296767,284572765,9345733,13857178,0,192075173,92497592,3.26,-28.38,13227161,24719401,158323449
(주)오스템,031510,2013/12,254979890,274536574,10021079,14257217,0,173009765,101526810,3.58,-6.28,12395938,25953583,157527040
(주)오스템,031510,2014/12,218064766,266649370,9860253,4076706,0,155531071,111118300,3.64,-69.3,3805191,23403511,166190156
(주)오스템,031510,2015/12,209187050,284870112,13745441,3683174,0,161296751,123573361,4.98,140.43,9148925,25234450,176998727
(주)오스템,031510,2016/12,199278597,258126499,10428161,16127405,0,123668376,134458123,3.84,-5.75,8623145,26218857,174530422
(주)오스템,031510,2017/12,179488801,253510159,539152,12645327,0,125122757,128387402,0.21,-66.3,2906045,26266462,160685909
(주)오스템,031510,2018/12,152338949,236461749,-4042374,18401313,0,112783442,123678307,-1.65,-133.86,-983895,25417463,146133506
(주)오스템,031510,2019/12,147018157,221364227,-13915021,22185684,0,111382297,109981930,-6.08,0,-4646773,31421583,140087295
(주)오이솔루션,138080,2011/12,47896240,37061686,3537619,5379629,0,20848187,16213499,11.94,16.87,4171226,8520762,9052966
(주)오이솔루션,138080,2012/12,66602748,40774825,5147316,15610049,0,30488307,10286518,13.23,55.44,6483950,10184247,9320887
(주)오이솔루션,138080,2013/12,60464690,56720707,7556396,13978634,0,39315879,17404828,15.5,30.58,8466657,14322393,19829027
(주)오이솔루션,138080,2014/12,71969430,70278102,11731506,13039871,0,21317261,48960840,18.47,26.33,10695769,18055817,31905786
(주)오이솔루션,138080,2015/12,59415535,74704702,1879698,15127896,0,25182950,49521752,2.59,-95.27,505624,19223977,33174245
(주)오이솔루션,138080,2016/12,79719996,89927713,6127340,9270468,0,34632745,55294968,7.44,833.72,4721115,21909688,37004564
(주)오이솔루션,138080,2017/12,76593767,96055950,-1785943,21923344,0,29109646,66946303,-1.92,-140.61,-1917361,24537661,38809299
(주)오이솔루션,138080,2018/12,81504310,99152430,2583695,11073243,0,31105402,68047028,2.65,0,233795,27164486,42125109
(주)오이솔루션,138080,2019/12,210283059,184366984,46065236,44258606,0,45058615,139308369,32.5,24820.19,58262070,29186265,46944907
(주)오킨스전자,080580,2011/12,,,,,,,,,,,,
(주)오킨스전자,080580,2012/12,36227485,47966799,1483252,4754353,0,29028350,18938449,6.18,0,3206779,7520108,33670840
(주)오킨스전자,080580,2013/12,37265972,48247863,1459958,4749219,0,27851598,20396265,3.03,-16.66,2672404,8168031,32296117
(주)오킨스전자,080580,2014/12,47008167,65963971,5023531,14415484,0,27821423,38142548,8.8,149.24,6660685,8191215,37210799
(주)오킨스전자,080580,2015/12,38312775,58153277,-5326585,4425912,0,25728491,32424786,-8.58,0,-5174192,12321194,40758437
(주)오킨스전자,080580,2016/12,25087832,57514044,-9785780,4000381,0,32803021,24711023,-16.92,0,-9179072,8537394,35026920
(주)오킨스전자,080580,2017/12,39319105,56891731,-1032326,1850710,0,33030972,23860759,-1.8,0,74587,6288341,32522528
(주)오킨스전자,080580,2018/12,34065696,48794279,115818,3624916,0,25298751,23495527,0.22,1504.95,1197088,6033007,30790068
(주)오킨스전자,080580,2019/12,38478884,54821462,213236,5636370,0,28863566,25957896,0.41,22.47,1466114,7468434,33044638
(주)오텍,067170,2011/12,355808679,237520803,39447674,36198715,0,140412544,97108259,25.6,128.49,7232391,40112426,82808224
(주)오텍,067170,2012/12,437597549,276081487,718106,42367597,0,176081396,100000091,0.28,-23.19,5555177,46073953,94909649
(주)오텍,067170,2013/12,449123861,300332038,1307115,42883300,0,198214225,102117813,0.45,27.2,7066083,56529396,96206231
(주)오텍,067170,2014/12,493892213,319507718,2149426,28627808,0,215511483,103996235,0.69,41.2,9977242,61434211,97345453
(주)오텍,067170,2015/12,564434327,332914007,3381258,61583702,0,227029023,105884984,1.04,14.04,11378268,60660573,99294038
(주)오텍,067170,2016/12,709690713,433142503,14260913,118337293,0,297712292,135430210,3.72,146.15,28007449,78225910,134726846
(주)오텍,067170,2017/12,824117388,466800989,25500459,105841420,0,302129899,164671090,5.67,29.8,36353987,94338720,128230125
(주)오텍,067170,2018/12,918665962,519439692,18735127,138381682,0,336856630,182583063,3.8,-17.96,29823060,116523092,134114938
(주)오텍,067170,2019/12,952257433,538032236,14190984,61715250,0,347866355,190165882,2.68,2.41,30540632,140764520,151304226
(주)오파스넷,173130,2011/12,,,,,,,,,,,,
(주)오파스넷,173130,2012/12,,,,,,,,,,,,
(주)오파스넷,173130,2013/12,,,,,,,,,,,,
(주)오파스넷,173130,2014/12,,,,,,,,,,,,
(주)오파스넷,173130,2015/12,,,,,,,,,,,,
(주)오파스넷,173130,2016/12,,,,,,,,,,,,
(주)오파스넷,173130,2017/12,,,,,,,,,,,,
(주)오파스넷,173130,2018/12,,,,,,,,,,,,
(주)오파스넷,173130,2019/12,,,,,,,,,,,,
(주)오픈베이스,049480,2011/12,106729345,69603320,1277133,16129638,0,33425861,36177459,1.85,51.7,1944385,23460032,15567886
(주)오픈베이스,049480,2012/12,112550354,77485402,3338741,12596955,0,35760279,41725123,4.54,11.64,2170707,26176080,31649690
(주)오픈베이스,049480,2013/12,114214257,107360198,3209151,17137115,0,63012468,44347730,3.47,-13.35,1880864,25307673,58985026
(주)오픈베이스,049480,2014/12,114130145,106843266,3304547,16804162,0,59490421,47352844,3.09,189.62,5447403,28866069,56437168
(주)오픈베이스,049480,2015/12,118626820,108875221,4010168,13876020,0,58321587,50553634,3.72,-7.38,5045409,29371299,54396360
(주)오픈베이스,049480,2016/12,156599517,112619817,5516589,23325256,0,56326396,56293421,4.98,39.42,7034120,28416109,53082169
(주)오픈베이스,049480,2017/12,136597377,132874702,1706250,20507028,0,59476811,73397890,1.39,-74.01,1828301,29195836,53790879
(주)오픈베이스,049480,2018/12,146734696,123981942,-2635887,15826558,0,52262698,71719244,-2.05,-175.79,-1385742,29089989,51570680
(주)오픈베이스,049480,2019/12,157437309,134687437,1163562,28248574,0,62076992,72610445,0.9,0,2316686,29260541,50112645
(주)오하임아이엔티,309930,2018/12,,,,,,,,,,,,
(주)오하임아이엔티,309930,2019/12,,,,,,,,,,,,
(주)옵투스제약,131030,2011/12,,,,,,,,,,,,
(주)옵투스제약,131030,2012/12,,,,,,,,,,,,
(주)옵투스제약,131030,2013/12,,,,,,,,,,,,
(주)옵투스제약,131030,2014/12,,,,,,,,,,,,
(주)옵투스제약,131030,2015/12,,,,,,,,,,,,
(주)옵투스제약,131030,2016/12,,,,,,,,,,,,
(주)옵투스제약,131030,2017/12,,,,,,,,,,,,
(주)옵투스제약,131030,2018/12,,,,,,,,,,,,
(주)옵투스제약,131030,2019/12,,,,,,,,,,,,
(주)옵트론텍,082210,2011/12,111812801,177780204,7460103,4677241,0,103885431,73894773,4.26,-8.09,13183098,11202923,92547890
(주)옵트론텍,082210,2012/12,171335252,189789338,10110419,5975573,0,102191097,87598241,5.5,58.52,20897672,15731884,100350205
(주)옵트론텍,082210,2013/12,202747539,223040144,14076676,4412875,0,116821178,106218966,6.82,32.98,27789283,24410148,140398520
(주)옵트론텍,082210,2014/12,82963525,231891572,-35632427,2712346,0,160536219,71355353,-15.66,0,-28369874,25788189,154962165
(주)옵트론텍,082210,2015/12,135475041,238811092,-565944,3960521,0,165633555,73177537,-0.24,0,2190298,23982984,151664452
(주)옵트론텍,082210,2016/12,138077754,224994712,2200518,2551952,0,147302913,77691799,0.95,670.74,16881491,26736450,143107840
(주)옵트론텍,082210,2017/12,154613398,220991269,6935045,2215370,0,129022440,91968829,3.11,1.37,17112549,32981946,152482436
(주)옵트론텍,082210,2018/12,143579294,232611843,2887144,1512010,0,141037334,91574509,1.27,-21.08,13505765,27611369,163967897
(주)옵트론텍,082210,2019/12,238899888,280165577,6009725,6818505,0,182606779,97558798,2.34,65.29,22323742,30504923,183204014
(주)옵티팜,153710,2013/12,,,,,,,,,,,,
(주)옵티팜,153710,2014/12,,,,,,,,,,,,
(주)옵티팜,153710,2015/12,,,,,,,,,,,,
(주)옵티팜,153710,2016/12,,,,,,,,,,,,
(주)옵티팜,153710,2017/12,,,,,,,,,,,,
(주)옵티팜,153710,2018/12,,,,,,,,,,,,
(주)옵티팜,153710,2019/12,,,,,,,,,,,,
(주)와이더플래닛,321820,2014/12,,,,,,,,,,,,
(주)와이더플래닛,321820,2015/12,,,,,,,,,,,,
(주)와이더플래닛,321820,2016/12,,,,,,,,,,,,
(주)와이더플래닛,321820,2017/12,,,,,,,,,,,,
(주)와이더플래닛,321820,2018/12,,,,,,,,,,,,
(주)와이더플래닛,321820,2019/12,34901735,12221931,-2507504,4714212,0,9777931,2444000,-20.52,0,-2429591,14821806,4092202
(주)와이비엠넷,057030,2011/12,103140710,81269991,6157000,14616574,0,28937415,52332576,7.57,-32.29,7931253,39183042,36869409
(주)와이비엠넷,057030,2012/12,96068853,93023486,3458095,3904011,0,29331882,63691605,3.97,-64.77,2794468,39213747,51013376
(주)와이비엠넷,057030,2013/12,84559310,93694224,3553057,11566315,0,30230756,63463468,3.81,-21.11,2204509,34196563,46085062
(주)와이비엠넷,057030,2014/12,73918903,87157439,999819,11322782,0,25887368,61270070,1.11,-21.83,1723260,29939949,42394856
(주)와이비엠넷,057030,2015/12,66825043,100037240,149818,17026284,0,41610147,58427093,0.16,-77.9,380765,27653347,52941845
(주)와이비엠넷,057030,2016/12,68386271,90608322,-8160693,12152554,0,43408068,47200254,-8.56,-1010.38,-3466407,32772841,57159139
(주)와이비엠넷,057030,2017/12,60928090,79178255,-2702525,13271611,0,36092154,43086102,-3.18,0,1105832,23207096,43114933
(주)와이비엠넷,057030,2018/12,62611447,77324148,369766,10959206,0,35253796,42070351,0.47,-8.88,1007625,26164082,41646985
(주)와이비엠넷,057030,2019/12,60080366,75749192,1783632,10261245,0,33607907,42141286,2.33,160.78,2627668,23802963,42810019
(주)와이솔,122990,2011/12,106673305,103872706,9564796,17014518,0,57525285,46347421,11.21,-2.35,12399459,14812669,51721685
(주)와이솔,122990,2012/12,122573594,122036528,8337311,20569901,0,67361201,54675327,7.38,-11.75,10942751,18841812,69500865
(주)와이솔,122990,2013/12,174086344,154035412,12312452,16487307,0,75489771,78545642,8.92,34.78,14748239,25359420,89124125
(주)와이솔,122990,2014/12,229375102,208738923,12039069,16062169,0,119905071,88833852,6.64,-12.65,12882044,21262706,116046081
(주)와이솔,122990,2015/12,354942300,276220799,28501536,23295662,0,143948493,132272307,11.75,183.16,36476787,28364857,158886310
(주)와이솔,122990,2016/12,435680523,298655845,31814387,41901000,0,140467302,158188543,11.07,18,43043464,33175799,165809553
(주)와이솔,122990,2017/12,446122563,343090302,44539396,59891813,0,123800845,219289457,13.88,22.11,52562223,44049980,199690873
(주)와이솔,122990,2018/12,433566057,370602217,45369757,57505415,0,111147825,259454393,12.71,1.95,53589074,52127414,239256131
(주)와이솔,122990,2019/12,370317281,419012003,30387779,55663103,0,78582448,340429556,7.7,-25.42,39967623,43976041,251499737
(주)와이어블,065530,2011/12,,,,,,,,,,,,
(주)와이어블,065530,2012/12,,,,,,,,,,,,
(주)와이어블,065530,2013/12,,,,,,,,,,,,
(주)와이어블,065530,2014/12,,,,,,,,,,,,
(주)와이어블,065530,2015/12,,,,,,,,,,,,
(주)와이어블,065530,2016/12,,,,,,,,,,,,
(주)와이어블,065530,2017/12,,,,,,,,,,,,
(주)와이어블,065530,2018/12,,,,,,,,,,,,
(주)와이어블,065530,2019/12,,,,,,,,,,,,
(주)와이엔텍,067900,2011/12,,,,,,,,,,,,
(주)와이엔텍,067900,2012/12,,,,,,,,,,,,
(주)와이엔텍,067900,2013/12,,,,,,,,,,,,
(주)와이엔텍,067900,2014/12,,,,,,,,,,,,
(주)와이엔텍,067900,2015/12,,,,,,,,,,,,
(주)와이엔텍,067900,2016/12,58062572,173304445,5485021,9504304,0,76339796,96964649,3.16,0,9353950,3354677,154509556
(주)와이엔텍,067900,2017/12,75231069,188271347,11581612,8454944,0,80717171,107554176,6.41,33.9,12525143,3960890,170576558
(주)와이엔텍,067900,2018/12,76070963,209132060,9033205,14333536,0,92550274,116581786,4.55,19.23,14934316,2679668,187009569
(주)와이엔텍,067900,2019/12,98620699,242863498,18424857,21781949,0,108100391,134763107,8.15,75.15,26157695,3147194,209744508
(주)와이엠텍,273640,2016/12,,,,,,,,,,,,
(주)와이엠텍,273640,2017/12,,,,,,,,,,,,
(주)와이엠텍,273640,2018/12,,,,,,,,,,,,
(주)와이엠텍,273640,2019/12,,,,,,,,,,,,
(주)와이오엠,066430,2011/06,,,,,,,,,,,,
(주)와이오엠,066430,2012/06,,,,,,,,,,,,
(주)와이오엠,066430,2013/06,,,,,,,,,,,,
(주)와이오엠,066430,2014/06,,,,,,,,,,,,
(주)와이오엠,066430,2015/12,6725465,25697690,-6774868,410146,0,11437140,14260550,-26.36,0,-2268725,5686288,12748667
(주)와이오엠,066430,2016/12,14579406,14743017,-10610608,319535,0,5515104,9227913,-52.47,0,501381,811317,2557145
(주)와이오엠,066430,2017/12,,,,,,,,,,,,
(주)와이오엠,066430,2018/12,,,,,,,,,,,,
(주)와이오엠,066430,2019/12,,,,,,,,,,,,
(주)와이제이엠게임즈,193250,2013/12,46853888,19206904,5176736,2201226,0,9714009,9492895,,,6454277,3513934,1850048
(주)와이제이엠게임즈,193250,2014/12,39592578,20897058,2308583,4506084,0,5417233,15479825,11.05,0,2599984,4361613,2979271
(주)와이제이엠게임즈,193250,2015/12,40588242,30798819,5151164,11677767,0,9921619,20877199,19.93,127.76,5921783,5036861,3843204
(주)와이제이엠게임즈,193250,2016/12,44038858,95214582,-1006338,31483345,0,7535685,87678897,-1.6,-61.34,2289107,9080447,25101761
(주)와이제이엠게임즈,193250,2017/12,35070797,111955400,-10418357,38458601,0,32055708,79899692,-10.06,-208.12,-2475048,7902595,22073609
(주)와이제이엠게임즈,193250,2018/12,40575569,99522734,-14660212,20871791,0,33426227,66096508,-13.86,0,-5564605,12151996,31861401
(주)와이제이엠게임즈,193250,2019/12,40634666,91707821,-5652547,25246510,0,19120837,72586984,-5.91,0,2062961,9862633,45316301
(주)와이즈버즈,273060,2017/12,,,,,,,,,,,,
(주)와이즈버즈,273060,2018/12,,,,,,,,,,,,
(주)와이즈버즈,273060,2019/12,,,,,,,,,,,,
(주)와이지-원,019210,2011/12,267124505,503823453,25966398,13954083,0,349627005,154196448,5.78,311.7,45848716,48251296,223290785
(주)와이지-원,019210,2012/12,278976862,589456595,12450905,23095289,0,398337237,191119358,2.28,-22.51,35527654,45355437,261579594
(주)와이지-원,019210,2013/12,280560100,590746079,6856119,21536252,0,389630382,201115696,1.16,-37.05,22365509,47784880,279374875
