,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),매출액증가율
1279,(주)진매트릭스,109820,17-Dec,3856961,5189163,2.151532284
1280,(주)진바이오텍,86060,16-Dec,21863964,55632112,
1281,(주)진바이오텍,86060,17-Dec,20027071,55533770,-0.176772005
1282,(주)진성티이씨,36890,16-Dec,156173936,177809619,
1283,(주)진성티이씨,36890,17-Dec,216477731,244350833,37.42273021
1284,(주)차바이오텍,85660,16-Dec,18863615,449260920,
1285,(주)차바이오텍,85660,17-Dec,22345816,418882086,-6.76195784
1286,(주)창해에탄올,4650,16-Dec,70904350,212584058,
1287,(주)창해에탄올,4650,17-Dec,91978086,216935119,2.046748491
1288,(주)체리부로,66360,16-Dec,290877940,314406872,
1289,(주)체리부로,66360,17-Dec,314521263,361252806,14.89978056
1290,(주)초록뱀미디어,47820,16-Dec,51630185,105907923,
1291,(주)초록뱀미디어,47820,17-Dec,26438093,58844075,-44.43845811
1292,(주)초록뱀이앤엠,131100,16-Dec,35428021,35470768,
1293,(주)초록뱀이앤엠,131100,17-Dec,24000916,24000916,-32.33606896
1294,(주)초록뱀컴퍼니,52300,16-Dec,15490459,17732780,
1295,(주)초록뱀컴퍼니,52300,17-Dec,19767489,32421565,82.83407903
1296,(주)칩스앤미디어,94360,16-Dec,13680081,13680081,
1297,(주)칩스앤미디어,94360,17-Dec,9055718,9055718,-33.80362295
1298,(주)카스,16920,16-Dec,119712557,131642970,
1299,(주)카스,16920,17-Dec,127507418,139411042,5.900863525
1300,(주)카이노스메드,220250,16-Dec,2160033,2160033,
1301,(주)카이노스메드,220250,17-Dec,2178600,2178600,0.859570201
1302,(주)캐스텍코리아,71850,16-Dec,157893100,226605079,
1303,(주)캐스텍코리아,71850,17-Dec,152504970,209549600,-7.526521063
1304,(주)캠시스,50110,16-Dec,312901709,365821939,
1305,(주)캠시스,50110,17-Dec,374629529,424429402,16.02076222
1306,(주)컴투스,78340,16-Dec,495016153,513049918,
1307,(주)컴투스,78340,17-Dec,491936463,507987251,-0.986778639
1308,(주)컴투스홀딩스,63080,16-Dec,126394334,161482810,
1309,(주)컴투스홀딩스,63080,17-Dec,70628811,106371848,-34.12806725
1310,(주)케미메디,205290,16-Dec,,0,
1311,(주)케미메디,205290,17-Dec,,0,
1312,(주)케스피온,79190,16-Dec,53682510,86316565,
1313,(주)케스피온,79190,17-Dec,38939386,71553015,-17.10395913
1314,(주)케어랩스,263700,16-Dec,18597106,18597106,
1315,(주)케어랩스,263700,17-Dec,35824366,39335984,111.5166951
1316,(주)케어젠,214370,16-Dec,30955730,30904871,
1317,(주)케어젠,214370,17-Dec,46423613,46531030,50.56212336
1318,(주)케이사인,192250,16-Dec,32453119,32145095,
1319,(주)케이사인,192250,17-Dec,25753374,26489386,-17.59431416
1320,(주)케이씨씨건설,21320,16-Dec,1120735139,1120735139,
1321,(주)케이씨씨건설,21320,17-Dec,1326422112,1326422112,18.35286196
1322,(주)케이씨아이,36670,16-Dec,44306664,44306664,
1323,(주)케이씨아이,36670,17-Dec,48502603,48502603,9.470221003
1324,(주)케이씨에스,115500,16-Dec,25813287,25813287,
1325,(주)케이씨에스,115500,17-Dec,29310069,29310069,13.54644219
1326,(주)케이씨티,89150,16-Dec,26151216,26151216,
1327,(주)케이씨티,89150,17-Dec,27915455,27915455,6.746298145
1328,(주)케이씨피드,25880,16-Dec,75730588,80776776,
1329,(주)케이씨피드,25880,17-Dec,74377250,79688312,-1.347496216
1330,(주)케이아이엔엑스,93320,16-Dec,38443271,44193723,
1331,(주)케이아이엔엑스,93320,17-Dec,42019028,47286324,6.997828628
1332,(주)케이에스피,73010,16-Dec,26193103,26193103,
1333,(주)케이에스피,73010,17-Dec,17799376,17799376,-32.04556176
1334,(주)케이에이치바텍,60720,16-Dec,158176006,378235181,
1335,(주)케이에이치바텍,60720,17-Dec,127309738,351126827,-7.167063077
1336,(주)케이엑스이노베이션,122450,16-Dec,35243361,159467610,
1337,(주)케이엑스이노베이션,122450,17-Dec,30456228,204851529,28.45964707
1338,(주)케이엑스하이텍,52900,16-Dec,46376270,46892477,
1339,(주)케이엑스하이텍,52900,17-Dec,50108229,51535607,9.901652242
1340,(주)케이엔더블유,105330,16-Dec,23088071,67975387,
1341,(주)케이엔더블유,105330,17-Dec,48146389,93788189,37.97374776
1342,(주)케이엔엔,58400,16-Dec,60448318,61824766,
1343,(주)케이엔엔,58400,17-Dec,62316771,65355375,5.710671028
1344,(주)케이엘넷,39420,16-Dec,35095238,35077238,
1345,(주)케이엘넷,39420,17-Dec,36477494,36450494,3.914949062
1346,(주)케이엠,83550,16-Dec,60459745,109621891,
1347,(주)케이엠,83550,17-Dec,64524491,110908795,1.173948003
1348,(주)케이엠더블유,32500,16-Dec,156736978,210541335,
1349,(주)케이엠더블유,32500,17-Dec,145612732,203720735,-3.239553886
1350,(주)케이지모빌리언스,46440,16-Dec,136685112,136687237,
1351,(주)케이지모빌리언스,46440,17-Dec,132514301,170595514,24.80720054
1352,(주)케이지이니시스,35600,16-Dec,338859889,701048399,
1353,(주)케이지이니시스,35600,17-Dec,443489751,758453344,8.188442493
1354,(주)케이티서브마린,60370,16-Dec,83959506,83959506,
1355,(주)케이티서브마린,60370,17-Dec,73738393,73738393,-12.17386034
1356,(주)케이티알파,36030,16-Dec,198739475,198739475,
1357,(주)케이티알파,36030,17-Dec,227631252,227631252,14.53751299
1358,(주)케이프,64820,16-Dec,22656003,122114121,
1359,(주)케이프,64820,17-Dec,22104069,230559392,88.8064952
1360,(주)케이피에스,256940,16-Dec,17547374,17547374,
1361,(주)케이피에스,256940,17-Dec,24042883,24042883,37.01698613
1362,(주)케이피에프,24880,16-Dec,268991913,340186800,
1363,(주)케이피에프,24880,17-Dec,274970804,365411324,7.414903812
1364,(주)케이피엠테크,42040,16-Dec,22924013,21916246,
1365,(주)케이피엠테크,42040,17-Dec,29986004,29040534,32.50688097
1366,(주)케이피티유,54410,16-Dec,21301367,21301367,
1367,(주)케이피티유,54410,17-Dec,24860037,26423859,24.04771487
1368,(주)케일럼,258610,16-Dec,28569861,28569861,
1369,(주)케일럼,258610,17-Dec,24015544,24015544,-15.9409841
1370,(주)켐온,217600,16-Dec,,0,
1371,(주)켐온,217600,17-Dec,15549166,15549166,inf
1372,(주)켐트로닉스,89010,16-Dec,210147887,246122176,
1373,(주)켐트로닉스,89010,17-Dec,220133828,292775238,18.95524522
1374,(주)켐트로스,220260,16-Dec,,0,
1375,(주)켐트로스,220260,17-Dec,43454513,43454513,inf
1376,(주)코너스톤네트웍스,33110,16-Dec,31094641,34893230,
1377,(주)코너스톤네트웍스,33110,17-Dec,3963956,3953756,-88.66898822
1378,(주)코다코,46070,16-Dec,279122144,286354375,
1379,(주)코다코,46070,17-Dec,278087301,267845912,-6.463481831
1380,(주)코데즈컴바인,47770,16-Dec,16337467,16337467,
1381,(주)코데즈컴바인,47770,17-Dec,21234364,21234364,29.97341632
1382,(주)코디,80530,16-Dec,8005552,8087303,
1383,(주)코디,80530,17-Dec,12025946,12264264,51.64838018
1384,(주)코디엠,224060,16-Dec,44087609,44257148,
1385,(주)코디엠,224060,17-Dec,68893805,73499954,66.07476379
1386,(주)코렌텍,104540,16-Dec,33128629,35974058,
1387,(주)코렌텍,104540,17-Dec,34489999,37848863,5.211547165
1388,(주)코리아나화장품,27050,16-Dec,117715807,124019612,
1389,(주)코리아나화장품,27050,17-Dec,104418987,111708970,-9.92636713
1390,(주)코리아에스이,101670,16-Dec,14685102,14685102,
1391,(주)코리아에스이,101670,17-Dec,13030513,15575053,6.060230293
1392,(주)코맥스,36690,16-Dec,130828797,131799755,
1393,(주)코맥스,36690,17-Dec,140251626,140191670,6.367170409
1394,(주)코메론,49430,16-Dec,57587894,68905533,
1395,(주)코메론,49430,17-Dec,57281934,68450794,-0.659945552
1396,(주)코미코,183300,16-Dec,44079694,93983099,
1397,(주)코미코,183300,17-Dec,67620643,125056374,33.06262012
1398,(주)코미팜,41960,16-Dec,37636362,37636362,
1399,(주)코미팜,41960,17-Dec,35612736,36641053,-2.644540936
1400,(주)코세스,89890,16-Dec,27874008,27874008,
1401,(주)코세스,89890,17-Dec,40922185,40922185,46.81126948
1402,(주)코센,9730,16-Dec,53942891,53942891,
1403,(주)코센,9730,17-Dec,57272647,57272647,6.172742948
1404,(주)코스나인,82660,16-Dec,64929568,207265945,
1405,(주)코스나인,82660,17-Dec,29633121,184419003,-11.02300815
1406,(주)코스메카코리아,241710,16-Dec,152174095,165176125,
1407,(주)코스메카코리아,241710,17-Dec,158226664,182327850,10.38390082
1408,(주)코스온,69110,16-Dec,77287333,83065519,
1409,(주)코스온,69110,17-Dec,85620455,100485580,20.97147073
1410,(주)코썬바이오,204990,16-Dec,28617962,28617962,
1411,(주)코썬바이오,204990,17-Dec,21885626,25656055,-10.34981806
1412,(주)코아시아,45970,16-Dec,9429026,396061922,
1413,(주)코아시아,45970,17-Dec,4759216,424250341,7.117174723
1414,(주)코아시아옵틱스,196450,16-Dec,27291639,39695061,
1415,(주)코아시아옵틱스,196450,17-Dec,11299145,14231304,-64.14842643
1416,(주)코엔텍,29960,16-Dec,48583970,55095779,
1417,(주)코엔텍,29960,17-Dec,53606953,61255105,11.17930649
1418,(주)코원플레이,56000,16-Dec,29984912,29984912,
1419,(주)코원플레이,56000,17-Dec,28767652,30676039,2.304915886
1420,(주)코이즈,121850,16-Dec,28975469,31440808,
1421,(주)코이즈,121850,17-Dec,21082535,26389826,-16.06505151
1422,(주)코콤,15710,16-Dec,113892164,113892164,
1423,(주)코콤,15710,17-Dec,143089164,143089164,25.63565304
1424,(주)코텍,52330,16-Dec,297954883,297954883,
1425,(주)코텍,52330,17-Dec,327482316,327482316,9.910034936
1426,(주)코프라,126600,16-Dec,119147770,130126018,
1427,(주)코프라,126600,17-Dec,121749156,134792885,3.586421126
1428,(주)쿠첸,225650,16-Dec,272618911,272618911,
1429,(주)쿠첸,225650,17-Dec,237263684,237263684,-12.96873605
1430,(주)큐로컴,40350,16-Dec,12319856,18985337,
1431,(주)큐로컴,40350,17-Dec,11295570,12683664,-33.19231573
1432,(주)큐로홀딩스,51780,16-Dec,8187689,14592405,
1433,(주)큐로홀딩스,51780,17-Dec,12621098,15357486,5.243008264
1434,(주)큐리언트,115180,16-Dec,0,0,
1435,(주)큐리언트,115180,17-Dec,0,0,
1436,(주)큐브엔터테인먼트,182360,16-Dec,19026988,19465306,
1437,(주)큐브엔터테인먼트,182360,17-Dec,23463431,24416090,25.43388735
1438,(주)큐에스아이,66310,16-Dec,22020600,22020600,
1439,(주)큐에스아이,66310,17-Dec,22628380,22628424,2.760251764
1440,(주)크레버스,96240,16-Dec,71583840,138574465,
1441,(주)크레버스,96240,17-Dec,73090572,147363632,6.342558855
1442,(주)크린앤사이언스,45520,16-Dec,59675152,59971176,
1443,(주)크린앤사이언스,45520,17-Dec,76754464,77107947,28.57501244
1444,(주)클라우드에어,36170,16-Dec,16757319,17665255,
1445,(주)클라우드에어,36170,17-Dec,15570249,16593462,-6.067237637
1446,(주)클래시스,214150,16-Dec,,0,
1447,(주)클래시스,214150,17-Dec,34629233,34868166,inf
1448,(주)클리오,237880,16-Dec,196437347,193589949,
1449,(주)클리오,237880,17-Dec,190599980,193680144,0.046590745
1450,(주)키이스트,54780,16-Dec,25549279,93247807,
1451,(주)키이스트,54780,17-Dec,21429057,106170053,13.85796236
1452,(주)타이거일렉,219130,16-Dec,28000475,28000475,
1453,(주)타이거일렉,219130,17-Dec,33444169,33444169,19.44143448
1454,(주)탑엔지니어링,65130,16-Dec,150212268,161030823,
1455,(주)탑엔지니어링,65130,17-Dec,151177787,176055995,9.330618648
1456,(주)탑코미디어,134580,16-Dec,77287004,77354544,
1457,(주)탑코미디어,134580,17-Dec,47048592,47048592,-39.17798546
1458,(주)태광,23160,16-Dec,244778890,244778890,
1459,(주)태광,23160,17-Dec,184151389,184151389,-24.76827189
1460,(주)태양,53620,16-Dec,147772079,148160527,
1461,(주)태양,53620,17-Dec,157274649,157569823,6.350744149
1462,(주)태웅,44490,16-Dec,321984454,321984454,
1463,(주)태웅,44490,17-Dec,304366834,304366834,-5.471574724
1464,(주)테라젠이텍스,66700,16-Dec,60237425,101283309,
1465,(주)테라젠이텍스,66700,17-Dec,66010923,107591869,6.228627463
1466,(주)테스,95610,16-Dec,178135030,178907934,
1467,(주)테스,95610,17-Dec,275184465,275790382,54.15212497
1468,(주)테크윙,89030,16-Dec,133889168,141979322,
1469,(주)테크윙,89030,17-Dec,185196624,222772282,56.90473716
1470,(주)텔레칩스,54450,16-Dec,100889973,100969671,
1471,(주)텔레칩스,54450,17-Dec,122345980,122666738,21.48869733
1472,(주)텔레필드,91440,16-Dec,43098885,43098885,
1473,(주)텔레필드,91440,17-Dec,32656208,37433073,-13.14607559
1474,(주)텔콘알에프제약,200230,16-Dec,22065967,29840249,
1475,(주)텔콘알에프제약,200230,17-Dec,29704739,41774342,39.99327553
1476,(주)토박스코리아,215480,16-Dec,,0,
1477,(주)토박스코리아,215480,17-Dec,30535280,30535280,inf
1478,(주)토비스,51360,16-Dec,455566497,454454017,
1479,(주)토비스,51360,17-Dec,523988615,522718329,15.02117034
1480,(주)토탈소프트뱅크,45340,16-Dec,9419277,9419277,
1481,(주)토탈소프트뱅크,45340,17-Dec,9746423,9746423,3.473154044
1482,(주)톱텍,108230,16-Dec,387475224,392662456,
1483,(주)톱텍,108230,17-Dec,1136587156,1138438650,189.9280623
1484,(주)투비소프트,79970,16-Dec,34807407,39181813,
1485,(주)투비소프트,79970,17-Dec,30895429,39454565,0.696118886
1486,(주)트루윈,105550,16-Dec,33228923,33228923,
1487,(주)트루윈,105550,17-Dec,35388139,35388139,6.498001756
1488,(주)특수건설,26150,16-Dec,138116060,138116060,
1489,(주)특수건설,26150,17-Dec,128027954,131132091,-5.056594432
1490,(주)티비씨,33830,16-Dec,38513717,38827003,
1491,(주)티비씨,33830,17-Dec,41921451,42211580,8.717069922
1492,(주)티사이언티픽,57680,16-Dec,29775243,29775243,
1493,(주)티사이언티픽,57680,17-Dec,44382402,44382402,49.05806814
1494,(주)티씨엠생명과학,228180,16-Dec,1740083,1740083,
1495,(주)티씨엠생명과학,228180,17-Dec,2513565,2513565,44.45086815
1496,(주)티씨케이,64760,16-Dec,89446645,89446645,
1497,(주)티씨케이,64760,17-Dec,130310060,130310060,45.68468163
1498,(주)티에스넥스젠,43220,16-Dec,18536385,32850567,
1499,(주)티에스넥스젠,43220,17-Dec,23192844,37440454,13.97201759
1500,(주)티에스이,131290,16-Dec,61654193,126712203,
1501,(주)티에스이,131290,17-Dec,101235629,185749435,46.5915915
1502,(주)티에스트릴리온,284610,16-Dec,,0,
1503,(주)티에스트릴리온,284610,17-Dec,,0,
1504,(주)티엘아이,62860,16-Dec,72365334,77429304,
1505,(주)티엘아이,62860,17-Dec,63190870,67241628,-13.15739064
1506,(주)티케이케미칼,104480,16-Dec,612392890,612392890,
1507,(주)티케이케미칼,104480,17-Dec,714390502,714390502,16.65558397
1508,(주)티플랙스,81150,16-Dec,100401651,100401651,
1509,(주)티플랙스,81150,17-Dec,117694298,117694298,17.22346877
1510,(주)티피씨,130740,16-Dec,50731367,54390115,
1511,(주)티피씨,130740,17-Dec,45175625,51592715,-5.143213983
1512,(주)티피씨메카트로닉스,48770,16-Dec,74444535,92337671,
1513,(주)티피씨메카트로닉스,48770,17-Dec,86574975,101897097,10.3526826
1514,(주)파나진,46210,16-Dec,6961089,6961089,
1515,(주)파나진,46210,17-Dec,7394731,7394731,6.229513802
1516,(주)파라다이스,34230,16-Dec,520751140,694856269,
1517,(주)파라다이스,34230,17-Dec,391971788,668041930,-3.858976337
1518,(주)파라텍,33540,16-Dec,226669028,226852268,
1519,(주)파라텍,33540,17-Dec,259209218,259716264,14.48695942
1520,(주)파루,43200,16-Dec,102105486,105658078,
1521,(주)파루,43200,17-Dec,24726561,28869599,-72.67639205
1522,(주)파마리서치,214450,16-Dec,45566681,45953115,
1523,(주)파마리서치,214450,17-Dec,53554110,54469758,18.5333312
1524,(주)파버나인,177830,16-Dec,77543415,76984704,
1525,(주)파버나인,177830,17-Dec,104275909,106136238,37.86665725
1526,(주)파세코,37070,16-Dec,101953271,101953271,
1527,(주)파세코,37070,17-Dec,121285465,121285465,18.9618183
1528,(주)파수,150900,16-Dec,21164807,21443571,
1529,(주)파수,150900,17-Dec,29207523,29288075,36.58207861
1530,(주)파워로직스,47310,16-Dec,454209210,545479982,
1531,(주)파워로직스,47310,17-Dec,685227802,705665350,29.36594802
1532,(주)파이오링크,170790,16-Dec,28675652,35813842,
1533,(주)파이오링크,170790,17-Dec,18643859,29431876,-17.81983067
1534,(주)파인넥스,123260,16-Dec,12554438,14033559,
1535,(주)파인넥스,123260,17-Dec,17405689,19302857,37.54783801
1536,(주)파인디앤씨,49120,16-Dec,57180845,177666099,
1537,(주)파인디앤씨,49120,17-Dec,60306603,159356867,-10.30541679
1538,(주)파인디지털,38950,16-Dec,62721692,78001533,
1539,(주)파인디지털,38950,17-Dec,57353157,76035318,-2.520738919
1540,(주)파인테크닉스,106240,16-Dec,189787081,216325021,
1541,(주)파인테크닉스,106240,17-Dec,149753568,174995498,-19.10529018
1542,(주)파인텍,131760,16-Dec,40940978,153717014,
1543,(주)파인텍,131760,17-Dec,85675115,122257345,-20.46596416
1544,(주)파커스,65690,16-Dec,54150205,63854994,
1545,(주)파커스,65690,17-Dec,56470890,64532486,1.060985144
1546,(주)파크시스템스,140860,16-Dec,20843230,24452140,
1547,(주)파크시스템스,140860,17-Dec,28149184,32882240,34.47591908
1548,(주)파트론,91700,16-Dec,763823136,791415721,
1549,(주)파트론,91700,17-Dec,756897567,791339853,-0.009586365
1550,(주)파티게임즈,194510,16-Dec,24871599,31448344,
1551,(주)파티게임즈,194510,17-Dec,25902769,30536425,-2.899736151
1552,(주)팍스넷,38160,16-Dec,22243187,22243187,
1553,(주)팍스넷,38160,17-Dec,18312104,18312104,-17.67320034
1554,(주)팜스토리,27710,16-Dec,382664933,900486838,
1555,(주)팜스토리,27710,17-Dec,410529529,838555170,-6.87757615
1556,(주)팬스타엔터프라이즈,54300,16-Dec,28083159,28083159,
1557,(주)팬스타엔터프라이즈,54300,17-Dec,33523260,33523260,19.37139978
1558,(주)팬엔터테인먼트,68050,16-Dec,35051322,35328272,
1559,(주)팬엔터테인먼트,68050,17-Dec,42144570,42340810,19.84964903
1560,(주)팬젠,222110,16-Dec,1461475,1461475,
1561,(주)팬젠,222110,17-Dec,2372816,2372816,62.35761816
1562,(주)펄어비스,263750,17-Jun,77696625,92730435,
1563,(주)펩트론,87010,16-Dec,3130705,3130705,
1564,(주)펩트론,87010,17-Dec,3215384,3215384,2.704790135
1565,(주)포메탈,119500,16-Dec,45817287,45817287,
1566,(주)포메탈,119500,17-Dec,54017360,54017360,17.89733425
1567,(주)포스코아이씨티,22100,16-Dec,838257963,866893881,
1568,(주)포스코아이씨티,22100,17-Dec,918344970,950592313,9.654980135
1569,(주)포스코엠텍,9520,16-Dec,259048105,266528977,
1570,(주)포스코엠텍,9520,17-Dec,257832361,257832361,-3.262915762
1571,(주)포스코케미칼,3670,16-Dec,1076455299,1117704662,
1572,(주)포스코케미칼,3670,17-Dec,1163917966,1197158861,7.108693531
1573,(주)포인트엔지니어링,176560,16-Dec,,0,
1574,(주)포인트엔지니어링,256630,16-Dec,,0,
1575,(주)포인트엔지니어링,176560,17-Dec,46872412,49508498,inf
1576,(주)포인트엔지니어링,256630,17-Dec,,0,-100
1577,(주)폴라리스세원,234100,16-Dec,42352120,42352120,
1578,(주)폴라리스세원,234100,17-Dec,45390977,45390977,7.175218147
1579,(주)폴라리스오피스,41020,16-Dec,8723130,13194593,
1580,(주)폴라리스오피스,41020,17-Dec,13315702,15224908,15.38747728
1581,(주)폴라리스우노,114630,16-Dec,38440367,38998431,
1582,(주)폴라리스우노,114630,17-Dec,37607785,38766479,-0.594772646
1583,(주)푸드웰,5670,16-Dec,69370614,108214044,
1584,(주)푸드웰,5670,17-Dec,72828019,116866660,7.995834626
1585,(주)푸른기술,94940,16-Dec,19016678,19016678,
1586,(주)푸른기술,94940,17-Dec,21527372,21527372,13.20258985
1587,(주)퓨전,195440,16-Dec,28215569,28215569,
1588,(주)퓨전,195440,17-Dec,24697704,24697704,-12.4678152
1589,(주)퓨쳐켐,220100,16-Dec,1625312,1625312,
1590,(주)퓨쳐켐,220100,17-Dec,2442796,2998387,84.48070278
1591,(주)프럼파스트,35200,16-Dec,37219125,45347132,
1592,(주)프럼파스트,35200,17-Dec,41579682,48804038,7.623207571
1593,(주)프로스테믹스,203690,16-Dec,14283438,14164334,
1594,(주)프로스테믹스,203690,17-Dec,6021713,6564594,-53.65405814
1595,(주)프로텍,53610,16-Dec,89322692,94840058,
1596,(주)프로텍,53610,17-Dec,145728441,149802231,57.95248776
1597,(주)프리엠스,53160,16-Dec,20167748,20251366,
1598,(주)프리엠스,53160,17-Dec,28478908,28663902,41.54058546
1599,(주)플래스크,41590,16-Dec,47634041,80724853,
1600,(주)플래스크,41590,17-Dec,35808360,35808360,-55.64146769
1601,(주)플랜티넷,75130,16-Dec,17365420,27804609,
1602,(주)플랜티넷,75130,17-Dec,15963826,22098488,-20.5222127
1603,(주)플레이위드,23770,16-Dec,11813009,11813009,
1604,(주)플레이위드,23770,17-Dec,11924641,11924641,0.944992085
1605,(주)피델릭스,32580,16-Dec,56465192,56465192,
1606,(주)피델릭스,32580,17-Dec,61153253,61153253,8.302568067
1607,(주)피씨디렉트,51380,16-Dec,208137846,208137846,
1608,(주)피씨디렉트,51380,17-Dec,227418001,227418001,9.263166392
1609,(주)피앤텔,54340,16-Dec,8299376,28990544,
1610,(주)피앤텔,54340,17-Dec,5324632,17991095,-37.94150603
1611,(주)피에이치씨,57880,16-Dec,18777867,19040791,
1612,(주)피에이치씨,57880,17-Dec,14270454,15783076,-17.10913691
1613,(주)피엔티,137400,16-Dec,110496260,108547853,
1614,(주)피엔티,137400,17-Dec,157081728,149777264,37.98270519
1615,(주)피엔풍년,24940,16-Dec,76146752,76146752,
1616,(주)피엔풍년,24940,17-Dec,67111333,67111333,-11.86579698
1617,(주)피제이메탈,128660,16-Dec,99365541,99365541,
1618,(주)피제이메탈,128660,17-Dec,135007816,135007816,35.86985452
1619,(주)피제이전자,6140,16-Dec,105959818,105959818,
1620,(주)피제이전자,6140,17-Dec,98557233,98557233,-6.986219059
1621,(주)픽셀플러스,87600,16-Dec,73444378,73444378,
1622,(주)픽셀플러스,87600,17-Dec,54863317,54863317,-25.2995008
1623,(주)필옵틱스,161580,16-Dec,177220432,182780382,
1624,(주)필옵틱스,161580,17-Dec,279769940,285363858,56.12389846
1625,(주)하림,136480,16-Dec,822135760,826023185,
1626,(주)하림,136480,17-Dec,866516642,867327538,5.000386642
1627,(주)하림지주,3380,16-Dec,3683203,6196497585,
1628,(주)하림지주,3380,17-Dec,12007594,6934326039,11.90718537
1629,(주)하이로닉,149980,16-Dec,14768148,15476750,
1630,(주)하이로닉,149980,17-Dec,14670508,18132156,17.15738769
1631,(주)하이비젼시스템,126700,16-Dec,77082131,77544962,
1632,(주)하이비젼시스템,126700,17-Dec,165307462,168889854,117.7960368
1633,(주)하이소닉,106080,16-Dec,32294254,32294254,
1634,(주)하이소닉,106080,17-Dec,40084531,43412643,34.42838159
1635,(주)하이텍팜,106190,16-Dec,54835655,54835655,
1636,(주)하이텍팜,106190,17-Dec,66049818,66049818,20.45049521
1637,(주)하츠,66130,16-Dec,88233676,88233676,
1638,(주)하츠,66130,17-Dec,101913075,101913075,15.50360318
1639,(주)한국가구,4590,16-Dec,10173707,57492409,
1640,(주)한국가구,4590,17-Dec,9407047,54766260,-4.74175469
1641,(주)한국경제티브이,39340,16-Dec,71295429,75275382,
1642,(주)한국경제티브이,39340,17-Dec,61105576,64845019,-13.85627375
1643,(주)한국비엔씨,226610,16-Dec,12444907,12444907,
1644,(주)한국비엔씨,256840,16-Dec,,0,-100
1645,(주)한국비엔씨,256840,17-Dec,,0,
1646,(주)한국비엔씨,226610,17-Dec,15016851,15016851,inf
1647,(주)한국아트라스비엑스,23890,16-Dec,554361989,554834783,
1648,(주)한국아트라스비엑스,23890,17-Dec,629506608,629926098,13.53399558
1649,(주)한국코퍼레이션,50540,16-Dec,142614687,150491365,
1650,(주)한국코퍼레이션,50540,17-Dec,128538699,128538699,-14.58732599
1651,(주)한국큐빅,21650,16-Dec,19730981,122930620,
1652,(주)한국큐빅,21650,17-Dec,25500278,153762523,25.08073497
1653,(주)한국테크놀로지,53590,16-Dec,4478417,4478417,
1654,(주)한국테크놀로지,53590,17-Dec,9629681,9629681,115.024215
1655,(주)한국팩키지,37230,16-Dec,59078483,59078483,
1656,(주)한국팩키지,37230,17-Dec,56972317,56972317,-3.565030605
1657,(주)한글과컴퓨터,30520,16-Dec,89920951,101244103,
1658,(주)한글과컴퓨터,30520,17-Dec,94824117,134111283,32.46330307
1659,(주)한네트,52600,16-Dec,28849127,28849127,
1660,(주)한네트,52600,17-Dec,27605285,27605285,-4.311541212
1661,(주)한빛소프트,47080,16-Dec,27092790,30726796,
1662,(주)한빛소프트,47080,17-Dec,32845297,39295854,27.88789954
1663,(주)한송네오텍,226440,16-Dec,,0,
1664,(주)한송네오텍,226440,17-Dec,,0,
1665,(주)한일진공,123840,16-Dec,19867070,19941437,
1666,(주)한일진공,123840,17-Dec,21692056,22873827,14.70500847
1667,(주)한창바이오텍,43090,16-Dec,15718627,15718627,
1668,(주)한창바이오텍,43090,17-Dec,19592676,19592676,24.64623023
1669,(주)한컴위드,54920,16-Dec,14475417,14475417,
1670,(주)한컴위드,54920,17-Dec,16388738,16388738,13.2177263
1671,(주)한컴지엠디,77280,16-Dec,7588653,15025709,
1672,(주)한컴지엠디,77280,17-Dec,9025876,9540700,-36.50416097
1673,(주)한탑,2680,16-Dec,86762394,128079970,
1674,(주)한탑,2680,17-Dec,82297638,125094326,-2.331077998
1675,(주)한프,66110,16-Dec,16129918,18374828,
1676,(주)한프,66110,17-Dec,13036483,14154362,-22.96873745
1677,(주)핸디소프트,220180,16-Dec,36883856,36873136,
1678,(주)핸디소프트,220180,17-Dec,40261885,40148155,8.881856428
1679,(주)행남사,8800,16-Dec,27950372,27950372,
1680,(주)행남사,8800,17-Dec,15317216,15317216,-45.19852544
1681,(주)헥토이노베이션,214180,16-Dec,35128632,40689675,
1682,(주)헥토이노베이션,214180,17-Dec,40834832,80478876,97.78697176
1683,(주)헬릭스미스,84990,16-Dec,6844032,6844032,
1684,(주)헬릭스미스,84990,17-Dec,3157909,3157909,-53.85893871
1685,(주)현대공업,170030,16-Dec,138134928,213171116,
1686,(주)현대공업,170030,17-Dec,129582299,176625545,-17.14377242
1687,(주)현대바이오랜드,52260,16-Dec,95716334,97808342,
1688,(주)현대바이오랜드,52260,17-Dec,98467385,102557180,4.855248441
1689,(주)현대에버다임,41440,16-Dec,299199052,337351568,
1690,(주)현대에버다임,41440,17-Dec,315435868,340266775,0.864145087
1691,(주)현대이지웰,90850,16-Dec,50564901,52319004,
1692,(주)현대이지웰,90850,17-Dec,54172708,58370401,11.56634595
1693,(주)협진,138360,16-Dec,22548709,25074100,
1694,(주)협진,138360,17-Dec,20298942,24052602,-4.07391691
1695,(주)형지아이앤씨,11080,16-Dec,128267673,128649103,
1696,(주)형지아이앤씨,11080,17-Dec,113532672,113532672,-11.75012546
1697,(주)홈센타홀딩스,60560,16-Dec,40823629,95729699,
1698,(주)홈센타홀딩스,60560,17-Dec,32636895,234365787,144.820353
1699,(주)홈캐스트,64240,16-Dec,122054084,122054084,
1700,(주)홈캐스트,64240,17-Dec,40919825,40919825,-66.47402229
