회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결)
(주)세영디앤씨,52190,17-Dec,123.63,-199.67,-15.7,0,-33.58,-21.91,42.34,-0.22,4.17,-218.44,-12.57,2.14,-45.86,0.34,109.21,286.12,32.53,-160.02,4.19,0,1.76,67.47,134.58,99.73,196.62,99.73,-0.14,23.1,0.61,0,-68.39
(주)세운메디칼,100700,17-Dec,9.39,15.2,0.88,9.92,12.35,102.39,0,237.7,-0.02,104.49,8.79,13.98,37.38,0.71,2.19,8.14,38.52,12.17,4.21,3.44,1.91,61.48,9.39,640.42,1774.36,372.1,46.38,113.01,6.65,6.28,10.86
(주)세원물산,24830,17-Dec,24.11,9.01,2.64,71.82,5.14,5.53,3.64,151.82,-0.86,45.16,1.46,17.22,15.35,0.29,-15.23,-5.58,17.63,3.49,5.59,10.45,0.68,82.37,35.85,147.51,4459.56,129.88,8.43,6.82,1.12,76.49,2.59
(주)세중,39310,17-Dec,37.56,-0.8,-21.74,-119.52,8.42,41.87,1.82,43.65,-0.1,737.7,11.53,17.48,24.49,1.2,-12.33,-37.93,24.31,-2.05,7.25,21.15,11.48,75.69,38.01,296.58,870.86,277,53.5,102.9,3.4,-36.63,-0.97
(주)세진티에스,67770,17-Dec,6.13,-10.76,-7.85,0,3.75,33.48,0,-26064.25,-1.2,50,1.94,5.44,14.73,0.5,-4.81,-30.05,3.09,-5.71,5.25,14.04,1.66,96.91,6.15,1158.98,991.09,1113.44,61.2,140.54,7.61,0,-5.34
(주)세코닉스,53450,17-Dec,118.27,-0.71,15.79,-126.14,7.01,10.84,35.93,0.56,0.86,45.25,6.75,60.61,23.93,1.03,11.21,5.94,13.51,-1.77,7.09,4.73,1.91,86.49,165.23,92.58,2370.45,41,-3.31,7.03,1.77,-88.24,-0.74
(주)세토피아,222810,17-Dec,85.06,-35.61,-26.22,0,-6.89,-11.6,21.3,-10.88,0.28,49.6,-5.47,9.65,22.91,0.67,-37.3,0.99,26.44,-44.04,2.86,33.79,1.7,73.56,89.27,80.91,633.66,73.55,-8.58,19.98,1.48,0,-24.01
(주)세화피앤씨,252500,17-Dec,11.58,-8.21,0,0,2.77,19.55,5.46,8.02,0.02,34.64,3.22,17.29,13.65,1.16,0,0,49.17,-11.43,7.09,7.29,2.95,50.83,19.74,546.44,1241.95,381.47,43.16,190.82,7.05,0,-9.55
(주)셀루메드,49180,17-Dec,76.38,-36.49,-6.89,0,-21.64,-15.35,25.23,-0.56,6.27,-9.18,-7.2,0.43,-1.01,0.32,13.08,120.18,40.16,-16.96,1.88,1.95,2.87,59.84,88.24,113.54,395.93,76.58,5.49,7.94,0.78,0,-11.7
(주)셀바스에이아이,108860,17-Dec,56.98,-9.14,6.22,0,-9.29,-8.34,36.74,0.5,1.86,71.2,-4.07,4.25,18.66,0.45,21.29,32.24,0,-8.32,3.85,6.32,1.51,0,95.41,116.15,414.34,93.05,4.71,36.91,0.98,0,-4.13
(주)셀바스헬스케어,208370,17-Dec,75.37,-3.77,20.26,0,-17.8,-19.58,42.23,0.29,1.71,61.94,-9.62,4.59,21.87,0.59,17.82,28.11,43.7,-4.08,3.97,4.03,1.8,56.3,96.65,106.5,423.12,72.14,2.49,15.68,1.3,0,-2.23
(주)셀트리온제약,68760,17-Dec,42.33,11.57,6.38,0,-13.39,-10.3,30.67,1.58,4.02,36.75,-3.87,8.36,15.6,0.3,22.85,29.62,42.9,5.51,1.33,2.07,0.66,57.1,60.16,169.85,1761.4,117.36,18.46,4.54,0.79,0,3.44
(주)셀트리온헬스케어,91990,17-Dec,58.29,17.98,44.63,34.15,-8.89,-7,0.39,6.83,2.07,80789.49,-2.85,7.39,8.86,0.38,44.47,21.82,25.53,14.31,2.37,0.61,4314.18,74.47,68.71,281.8,1240.79,123.36,62.81,25.31,0.72,-9.79,6.81
(주)셀피글로벌,68940,17-Dec,57.16,-35.81,-28.22,-3995.79,-2.88,-6.24,33.96,-25.4,0.32,-40.96,-2.63,4.36,-9.4,0.76,-35.61,10.28,22.69,-42.83,4.5,4.77,4,77.31,72.82,206.18,276.71,142.02,35.12,48.6,2.1,-4548.8,-27.29
(주)소리바다,53110,17-Dec,78.9,-11.14,33.6,0,-10.65,-20.38,23.96,-3.14,1.96,184.12,-9.21,2.32,8.45,0.99,-10.5,37.6,0,-20.03,8.39,23.26,23.18,0,82.44,96.96,128.99,79.78,-1.31,20.69,1.97,0,-11.01
(주)소프트센,32680,17-Dec,100.05,-0.55,21.77,0,1.04,3.21,18.37,0.34,0.79,2260.26,1.84,9.21,15.71,1.95,29.94,23.13,9.61,-2.35,4.16,23.79,275.91,90.39,134.42,191.55,221.28,173.07,39.07,60.26,3.56,-56.42,-1.06
(주)손오공,66910,17-Dec,177.89,-11.81,-26.24,-795.96,-0.09,-0.22,16.48,-35.96,0.24,-18.52,-0.15,9.51,-4.58,1.47,-30.21,-19.52,9.84,-48.7,5.47,3.35,6.82,90.16,214.56,130.77,174.4,64.53,17.4,4.02,2.29,-421.4,-17.38
(주)솔고바이오메디칼,43100,17-Dec,28.43,-36.71,31.63,0,-31.34,-41.03,19.99,-11.31,0.81,5.89,-11.23,0.45,1.22,0.41,33.46,-2.16,24.86,-21.69,5.04,1.51,1.5,75.14,37.7,234.84,77.67,120.29,27.83,32.27,1.35,0,-14.96
(주)솔루에타,154040,17-Dec,99.03,0.01,21.97,0,4.48,5.89,27.29,0.58,1.79,43.68,3.46,28.28,12.58,0.85,10.71,11.06,16,0.01,4.06,13.02,3.02,84,142.23,127.52,1318.42,112.57,11.25,28.32,1.49,0,0
(주)솔본,35610,17-Dec,11.43,-8.31,-2.04,-1557.31,3.5,11.67,3.31,29.91,-0.39,177.01,1.38,5.42,14.27,0.39,-3.23,-6.19,54.05,-4.4,3.6,26.46,5.07,45.95,13.44,441.24,932.57,435.12,34.39,168.96,3.23,85.16,-3.25
(주)쇼박스,86980,17-Dec,46.02,15.43,3.08,18.5,-1.66,-2.65,0,999999999,-1.15,6024.65,-0.84,3.28,36.67,0.51,4.43,-18.44,19.71,11.95,12.06,0,74.38,80.29,46.32,250.39,443.84,250.39,47.3,100.02,1.52,-32.02,7.91
(주)수산아이앤티,50960,17-Dec,1.74,25.7,2.71,-18.49,33.09,430.39,0,999999999,-4.79,216.33,7.6,4.86,16.48,0.23,-0.34,0.84,0,6.12,4.01,46.75,3.63,0,1.8,3658.36,2077.12,3625.41,60.84,91.92,10,-22.06,5.98
(주)슈프리마,236200,17-Dec,5.45,19.31,9.1,-18.28,27.91,216.66,0,999999999,-2.57,300.29,12.72,13.29,14.12,0.48,11.26,11.57,53.18,9.8,6.24,7.98,9.26,46.82,6.24,1226.73,2745.8,1104.33,57.85,589.49,7.53,15.14,9.18
(주)슈프리마에이치큐,94840,17-Dec,3.32,16.25,3.25,24.93,16.87,72.86,0,999999999,-2.81,117.03,3.74,5.47,5.43,0.22,1.09,-10.86,34.9,3.95,6.73,5.95,5.53,65.1,5.4,1345.01,2315.58,1223.12,39.22,323.12,4.24,2.04,3.66
(주)슈피겐코리아,192440,17-Dec,15.37,18.07,19.63,5.46,14.24,88.56,2.08,327.88,-1.17,166.81,12.44,72.39,27.1,0.95,14.03,25.51,70.51,19.59,20.66,14.84,9.1,29.49,16.34,499.63,7122.28,447.73,52.81,161.78,7.78,11,17.2
(주)스마트솔루션즈,136510,17-Dec,28.25,12.07,17.35,74.06,0.52,1.41,15.08,21.88,0.14,61.03,0.31,9.27,21.17,0.65,23.35,100.26,41.3,9.79,5.4,6.85,1.94,58.7,28.44,238.26,1202.5,201.12,30.41,123.9,3.22,226.45,7.82
(주)스맥,99440,17-Dec,75.54,0.21,-5.14,-83.04,5.45,8.1,34.02,1.52,1.72,40.97,4.3,13.15,11.35,0.77,-7.23,31.23,17.46,0.36,2.92,3.12,2.72,82.54,113,174.98,758.93,99.84,26.59,16.44,1.38,12.76,0.16
(주)스카이문스테크놀로지,33790,17-Dec,24.26,-35.35,0,0,-38.37,-22.32,33.98,-8.45,0.03,-12.66,-8.24,1.57,-2.57,0.21,0,0,4.72,-11.92,17.95,55.2,1.06,95.28,58.53,513.08,460.32,510.54,63.21,280.72,0.58,0,-7.59
(주)스킨앤스킨,159910,17-Dec,102.83,-62.51,-14.72,0,-7.18,-8.06,26.97,-4.57,2.52,-15.76,-4.27,3.84,-8.06,0.55,-11.71,-22.11,27.18,-47.35,5.46,9.25,1.11,72.82,112.93,86.01,338.19,70.08,-6.75,35.43,1.22,-1300.86,-34.23
(주)스타플렉스,115570,17-Dec,142.39,-9.95,9.17,-196.18,-4.01,-3.94,47.61,1.47,1.8,13.78,-2.44,26.96,6.24,0.64,22.74,1.97,13.86,-9.45,4.92,3.9,1.32,86.14,162.95,74.45,2042.65,44.8,-13.83,5.53,1.12,-74.31,-6.33
(주)스튜디오산타클로스엔터테인먼트,204630,17-Dec,8.02,-5.3,-4.49,0,-10.76,-56.92,9.83,-0.74,0.28,61.74,-9.16,16.55,8.32,0.83,-19.41,60,21.22,-5.29,24.06,16.51,6.41,78.78,19.18,1028.83,1589.17,945.08,62.54,285.81,4.08,0,-4.41
(주)스페이스솔루션,245030,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)스페코,13810,17-Dec,124.39,-0.51,-6.49,-110.42,9.98,12.21,37.46,1.26,0.16,94.56,6.93,9.66,12.93,0.67,-4.75,-18.41,18.41,-1.09,3.41,7.22,4.83,81.59,131.11,105,545.1,86.41,2.69,19.93,1.17,-74.6,-0.34
(주)승일,49830,17-Dec,15.76,2.01,-1.37,-14.03,5.06,19.95,5.92,15.17,0.08,27.27,4.06,44.3,16.31,0.8,-4.11,-1.9,8.22,2.05,5.21,8.43,1.32,91.78,25.59,287.76,4389.98,220.13,23.57,82.23,3.7,-34.65,1.61
(주)시공테크,20710,17-Dec,34.32,10.81,17.43,0,5.43,27.64,0.16,13885.14,-0.71,195.09,7.26,17.27,30.99,1.44,26.31,114.25,12.18,21.5,21.63,3150.42,8.02,87.82,35.6,216.8,952.45,216.65,29.56,63.15,5.28,0,15.62
(주)시너지이노베이션,48870,17-Dec,128.57,-35.74,77.73,-167.89,-8.83,-3.89,45.1,-0.26,9.29,66.55,-2.85,1.37,7.13,0.41,-4.94,95.68,37.46,-41.83,5.01,4.2,3.21,62.54,273.28,74.27,111.91,52.71,-8.86,21.85,0.55,0,-14.75
(주)시노펙스,25320,17-Dec,150.28,-7.61,7.94,0,9.32,17.59,32.93,13.68,0.7,31.39,11.22,5.51,8.77,1.25,-4.01,16.88,24.81,-22.54,8.34,18.28,3.22,75.19,175.94,79.87,164.84,65.94,-10.96,27.32,2.16,132.24,-9.51
(주)시스웍,269620,17-Dec,9.65,17.66,0,0,24.21,239.61,1.42,119,-0.57,197.11,21.6,17.43,25.56,0.89,0,0,29.9,17.32,4.19,20.29,5.54,70.1,9.91,884.32,1778.42,834.24,68.84,588.57,9.9,0,15.76
(주)시큐브,131090,17-Dec,36.27,20.36,11.93,109.79,27.75,47.94,0,999999999,-1.17,320.22,12.79,4.49,26.68,0.49,15.29,0.71,57.81,13.53,1.86,14144.69,5.37,42.19,36.4,326.97,713.78,326.96,60.35,149.78,1.83,25.93,9.91
(주)시티랩스,139050,17-Dec,73.04,-18.95,20.76,0,-1.95,-3.98,17.66,-17.05,-0.43,16.6,-1.76,4.69,2.34,0.99,40.67,31.52,10.63,-31.99,6.59,14.89,8.69,89.37,79.54,159.09,252.12,142.2,24.04,57.46,2.37,0,-18.73
(주)신진에스엠,138070,17-Dec,37.63,8.2,4.19,385.83,8.96,18.35,20.13,9.6,0.8,54.42,5.18,12.7,22.81,0.59,6.57,14.51,21.9,7.74,4.52,2.62,1.34,78.1,39.34,192.46,1503.47,107.31,24.97,52.59,2.02,154.78,4.84
(주)신화콘텍,187270,17-Dec,40.54,11.13,25.74,1513,13.57,20.39,35.51,13.15,1.46,44.78,8.4,12.3,20.64,0.69,44.11,57.21,31.01,13.54,6.79,7.93,1.43,68.99,70.04,163.93,1057.76,130.08,15.24,73.81,1.59,1027.1,7.67
(주)심텍,222800,17-Dec,183.12,1.98,21.12,-45.4,10.62,16.79,25.79,4.16,1.01,50.24,11.84,69.55,30.61,1.22,9.72,2.47,12.51,8.2,11.75,7.17,2.02,87.49,239.07,53.46,1717.23,20.24,-25.13,3.1,1.74,-15.94,2.42
(주)심텍홀딩스,36710,17-Dec,170.91,1.2,19.9,-77.32,10.24,15.87,26.23,3.36,1.01,52,11.03,43.98,29.97,1.17,10.05,2.84,11.92,1.25,11.54,7.11,2.07,88.08,228.2,53.7,654.06,20.3,-24.11,3.32,1.72,-12.37,1.41
(주)싸이맥스,160980,17-Dec,39.84,10.71,63.17,178.44,2,7.13,15.19,56.76,-0.4,88.37,2.22,41,22.94,1.38,42.79,124.23,20.21,23,7.69,10.05,4.36,79.79,45.24,175.4,1857.96,127.25,20.68,24.72,4.04,222.8,14.73
(주)썬테크놀로지스,122800,17-Dec,46.85,-84.84,-29.37,0,1.69,1.8,20.69,-3.97,3.36,-54.41,0.78,5.94,-16.53,0.38,-23.95,-39.21,4.23,-64.15,4.06,2.42,1.02,95.77,76.83,231.52,627.99,162.52,34.85,0.26,0.78,-519.81,-32.48
(주)썸에이지,208640,17-Dec,2.64,-244.9,-25.42,0,-161.47,-577.3,0,-139.54,-3.31,413.34,-20.42,0.47,5.53,0.11,-26.86,-41.26,0,-27.49,8.58,0,2.75,0,3.67,3287.88,356.73,3287.88,81.09,543.16,1.7,0,-26.46
(주)쎄노텍,222420,17-Dec,21,5.78,6.49,-20.83,5.84,15.23,20.77,13.62,0.78,46.36,4.34,10.46,17.07,0.77,12.27,0.77,29.02,6.35,3.46,2.86,2,70.98,39.86,389.28,992.84,204.18,43.44,25.56,2.55,-37.16,4.44
(주)쎄니트,37760,17-Dec,77.44,5.34,1.66,-8.84,6.67,10.74,31.52,4.86,1.16,32.07,5.48,7.62,15.42,0.83,5.04,9.05,18.92,9.5,5.62,12.81,1.68,81.08,104.19,102.45,401.37,85.63,0.93,14.62,1.55,-17.99,4.43
(주)쎄트렉아이,99320,17-Dec,19.95,12.62,2.03,73.57,23.73,64.19,0,22.98,0.55,151.27,14.37,23.37,37.46,0.61,-13.58,24.9,24.45,10.76,15.12,14.7,2.43,75.55,28.85,195.98,2996.77,175.59,14.86,66.54,2.47,70.03,7.72
(주)쎌바이오텍,49960,17-Dec,6.94,29.8,6.57,-1.62,33.18,322.59,0,999999999,-1.33,168.36,21,12.99,37.83,0.65,2.31,4.77,79.32,20.88,7.58,25.11,2.86,20.68,6.96,1132.21,1919.07,1087.31,66.97,217.53,9.65,4.97,19.46
(주)쏠리드,50890,17-Dec,242.48,-9.97,-18.02,0,-4.1,-5.28,31.01,2.11,2.77,296.32,-3.78,13.51,33.94,0.83,-2.3,-11.04,35.02,-27.56,6.75,5.44,7.26,64.98,252.93,72.14,366.55,52,-19.14,23.16,1.11,0,-8.29
(주)씨씨에스충북방송,66790,17-Dec,16.31,-33.46,-6.21,0,20.75,38.92,16.5,-2.14,1.75,2.86,10.39,0.53,1.74,0.48,28.58,1.68,19.53,-21.97,6.37,0,0.75,80.47,36.42,179.29,76.86,179.29,9.48,20.17,1.85,0,-16.22
(주)씨에스,65770,17-Dec,160.72,2.31,-8.69,0,0.45,0.62,0,2.16,1.94,1956.81,0.39,4.6,16.49,0.82,179.88,-10.67,17.64,5.18,12.35,8.96,2.42,82.36,165.44,150.94,200.7,140.47,30.84,18.74,1.3,0,1.9
(주)씨에스에이코스믹,83660,17-Dec,29.97,-30.44,0,0,-26.17,-116.07,10.73,-49.55,0.07,-6.91,-26.77,3.19,-1.41,1.02,0,0,28.83,-40.47,5.73,7.26,5.02,71.17,29.97,279.48,239.71,218.41,41.39,29.24,4.44,0,-31.14
(주)씨엔플러스,115530,17-Dec,249.26,-2.17,28.12,0,-1.84,-1.65,32.94,-0.28,3.67,34.53,-1.19,10.75,16.13,0.73,96.84,16.34,22.37,-5.15,3.2,11.61,1.42,77.63,260,61.25,442.19,51.05,-26.83,2.7,1.05,0,-1.58
(주)씨엠에스에듀,225330,17-Dec,39.54,9.34,9.96,45.38,14.38,33.5,16.28,24.49,-0.61,121.31,13.03,11.2,39.66,0.95,-20.78,14.22,0,14.95,27.83,155.65,2.31,0,63.62,79.7,463.75,77.06,-4.91,20.46,2.33,-1.63,8.86
(주)씨유메디칼시스템,115480,17-Dec,40.55,-5.4,-2.95,0,5.76,17.17,21.62,-2.2,0.24,52.69,5.45,7.79,6.1,0.93,-12.73,6.91,21.47,-7.53,4.07,4.65,7.97,78.53,46.55,202.53,540.49,125.16,28.37,40.63,2.81,-345.57,-5.03
(주)씨제이이엔엠,35760,17-Dec,49.29,6.35,1.75,458.56,16.51,28.31,24.44,11.09,0.59,94.98,13.31,72.72,26.98,0.81,-3.64,2.33,56.28,13.45,6.99,32.61,2.77,43.72,88.79,90.76,3308.85,80.31,-2.41,15.62,1.67,25.49,5.16
(주)씨젠,96530,17-Dec,14.08,4.62,-13.44,-43.88,20.48,45.45,11.02,8.46,1.03,163.75,9.99,6.68,16.8,0.45,-23.7,18.96,66.44,2.84,1.72,5.33,5.02,33.56,28.16,601.6,1066.75,503.86,55.12,140.82,1.67,38.64,2.09
(주)씨티네트웍스,189540,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)씨티씨바이오,60590,17-Dec,95.2,-15.86,4.36,0,2.74,2.91,37.68,-4.7,1.75,3.84,1.82,14.9,1.73,0.68,-2.14,6.02,22.93,-25.11,4.21,4.25,1.42,77.07,165.8,102.08,841.9,56.29,0.74,9.26,1.18,0,-10.74
(주)씨티케이,260930,17-Dec,6.95,13.54,0,0,19.65,165.12,0,3085.87,-0.98,144.02,11.99,22.33,12.92,0.61,0,0,31.27,8.93,5.89,29.14,6.29,68.73,7.83,1369.22,3390.76,1336.75,81.84,340.9,8.4,0,8.26
(주)아가방앤컴퍼니,13990,17-Dec,9.4,-3.48,-6.48,-323.86,-0.93,-2.96,0.65,-16.64,0.01,33.78,-0.62,8.57,7.52,0.64,-14.49,-6.25,45.73,-2.65,3.32,3.81,2.15,54.27,26.64,584.79,1015.9,346.95,35.97,59.26,2.86,-339.21,-2.24
(주)아나패스,123860,17-Dec,12.34,0.78,-2.58,0,18.98,80.18,11.62,17.22,-1.52,153.17,17.1,17.19,4.81,0.89,2.06,-12.33,36.87,0.89,59.8,8.17,15.56,63.13,27.11,837.26,1501.14,772.65,71.57,131.24,4.03,-30.73,0.69
(주)아난티,25980,17-Dec,37.13,1.74,8.5,-90.41,6.31,2.37,32.74,1.28,6.41,8.51,1.3,18.28,7.52,0.21,-55.16,11.51,44.85,0.82,4.94,4.31,0.26,55.15,120.88,58.76,4016.76,40.06,-6.93,13.7,0.4,-64.97,0.37
(주)아리온테크놀로지,58220,17-Dec,162.25,-41.43,-9.02,0,-11.66,-13.2,40.2,-7.79,1.34,-74.35,-8.8,3.51,-18.74,0.72,-34.54,12.39,12.58,-76.12,3.79,7.17,2.96,87.42,199.89,68.69,144.9,52.82,-16.94,11.13,1.19,0,-29.79
(주)아모텍,52710,17-Dec,64.54,8.03,11.27,55.01,10.26,15.99,32.9,10.55,1.04,78.77,8.21,64.75,27.03,0.84,24.45,6.57,25.15,14.2,9.53,7.81,2.23,74.85,105.5,147.41,3936.97,108,14.89,37.53,1.61,41.07,6.77
(주)아미노로직스,74430,17-Dec,7.1,3.22,0.7,0,21.2,84.4,2.03,63.25,-1.03,454.57,7.23,1.92,4.25,0.34,3.97,2.87,23.1,1.21,3.8,2.53,41.52,76.9,9.37,873.47,513.99,700.94,50.2,233.12,3.87,37.83,1.1
(주)아바코,83930,17-Dec,71.44,-0.98,7.21,-106.1,6.48,14.67,0.91,21.81,-0.18,82.54,6.47,23.26,13.33,1.03,12.68,-6.81,12.12,-0.82,3.27,49.73,5.8,87.88,78.9,195.08,1312.04,192.02,37.97,56.15,2.43,-85.24,-1.01
(주)아바텍,149950,17-Dec,9.21,15.1,15.22,77.23,28.21,212.26,0,999999999,-1.23,112.55,17.96,11.73,35.28,0.68,29.59,21.26,22.76,11.2,18.84,66.07,1.83,77.24,9.24,736.33,1686.39,726.64,53.62,298.18,8.38,49.01,10.29
(주)아스타,246720,17-Dec,43.48,-417.26,249.89,0,-636.57,-71.4,32.85,-47.72,-0.76,-6.92,-27.83,0.24,-0.29,0.07,164.32,331.56,30.91,-45.63,4.47,0.88,1.28,69.09,63.89,243.36,306.3,219.74,38.03,44.84,0.17,0,-28.38
(주)아스트,67390,17-Dec,88.36,1.51,38.55,-80.07,-13.1,-6.52,51.33,1.75,4.03,35.22,-4.1,13.33,11.24,0.36,28.94,10.6,15.48,1.65,2.95,1.66,0.96,84.52,169.79,140.77,1343.01,70.52,13.35,22.67,0.59,9.69,0.55
(주)아시아경제,127710,17-Dec,14.97,18.38,29.99,73.31,15.62,41.74,2.11,105.72,-2.46,260.22,6.57,4.3,25.11,0.48,-3.69,-10.07,51.79,13.14,4.61,832.79,4.24,48.21,18.68,394.64,622.11,394.34,37.15,192.41,3.06,-34.81,8.74
(주)아우딘퓨쳐스,227610,17-Dec,13.09,-0.63,63.54,0,-4.28,-32.46,0,-8.22,-0.07,89.35,-4.15,13.7,18.62,1.2,95.35,-10.15,32.8,-0.93,4.69,9.57,4.7,67.2,14.64,636.4,918.89,532.96,61.22,28.49,6.49,0,-0.76
(주)아이디스,143160,17-Dec,7.15,10,-11.8,0,10.72,90.11,0,999999999,-1.55,288.07,6.25,17.76,22.67,0.55,-11.75,-26.52,31.79,6.7,4.84,4.57,5.27,68.21,7.45,1187.98,2835.61,1026.61,72.42,394.59,6.33,0,5.46
(주)아이디스홀딩스,54800,17-Dec,24.66,7.04,39.79,596.9,8.82,19.18,14.17,61.53,-0.55,133.28,4.99,84.7,13.28,0.66,34.1,-0.72,24.2,6.13,4.15,4.69,5.84,75.8,35.13,362.5,3853.59,289.38,47.9,101.81,3.14,3.05,4.65
(주)아이센스,99190,17-Dec,15.61,9.65,7.58,-10.42,10.86,24.74,17.95,18.36,0.78,90.55,7.28,22.87,30.22,0.7,0.94,18.49,44.09,10.07,4.51,5.17,1.75,55.91,41.73,371.53,2370.66,258.67,29.9,106.57,2.38,-11.45,6.71
(주)아이씨디,40910,17-Dec,49.12,7.98,-1.39,140.42,-3.3,-10.08,22.58,14.78,0.76,113.77,-4.33,37.69,24.73,1.3,-0.74,35.05,17.87,20.04,8.32,21.17,5.96,82.13,75.2,233.7,1631.11,212.21,37.49,24.44,2.7,131.07,10.39
(주)아이앤씨테크놀로지,52860,17-Dec,47.25,14.59,4.52,245.86,1.5,2.88,25.95,17.55,0.93,79.87,1.04,5.77,18.38,0.71,-0.8,41.68,38.86,17.09,4.11,6.55,2.97,61.14,56.44,122.07,520.04,73.89,6.66,6.29,1.7,1345.31,10.31
(주)아이에스시,95340,17-Dec,17.6,14.13,7.49,75.48,17.34,50.12,6.15,45.16,-0.19,65.09,9.36,17.18,29.12,0.56,30.73,21.84,36.85,11.1,5.59,11.43,1.19,63.15,22.98,298.32,2359.27,266.02,28.38,84.65,3.12,106.18,7.91
(주)아이에스이커머스,69920,17-Dec,28.11,92.39,71.13,1725.73,-8.17,-13.93,0,-7.34,-1.12,6844.21,-3.07,2.86,55.38,0.47,97.37,48.32,48.53,58.94,4.6,25.51,19.41,51.47,28.31,291.12,592.84,289.26,41.87,71.39,1.85,0,43.85
(주)아이에이,38880,17-Dec,104.02,-14.53,-3.47,-1118.54,-3.55,-4.29,44.82,-2.85,1.86,26.16,-2.54,3.01,12.94,0.7,-24.76,-19.92,22.29,-20.41,6.23,10.35,1.48,77.71,144.59,53.6,163.9,36.06,-19.73,6.53,1.27,-277.99,-10.2
(주)아이엠,101390,17-Dec,163.88,-1.48,-7.78,0,4.34,12.19,41.91,0.77,0.53,47.41,7.94,22.1,27.51,1.76,-39.44,29.59,6.73,-7.48,10.56,17.44,3.19,93.27,186.98,49.03,418.88,31.79,-29.11,5.29,2.7,0,-2.59
(주)아이엠비씨,52220,17-Dec,24.18,-0.31,-7.66,-104.64,15.27,67.31,0.76,16.93,-0.83,998.91,13.4,4.99,22.65,0.84,-38.76,-14.63,0,-0.21,8.53,0,38.77,0,24.86,178.58,446.67,178.58,15.22,48.56,3.78,-92.48,-0.26
(주)아이엠텍,226350,17-Dec,80.25,-30.38,0,0,-6.52,-17.99,14.83,-28.34,0.12,-49.19,-9.45,7.24,-12.65,1.45,0,0,5.37,-92.73,9.17,9.19,5.05,94.63,110.56,136.07,237.14,94.71,13.75,5.61,2.76,0,-44.04
(주)아이오케이컴퍼니,78860,17-Dec,11.77,-23.8,0,0,-3.54,-4.28,7.53,-0.45,0.96,266.75,-0.77,1.38,1.61,0.22,0,0,21.93,-6.13,5.95,35.54,35.8,78.07,21.82,236.86,524.19,230.55,13.22,130.15,1.21,0,-5.16
(주)아이윈,90150,17-Dec,108.98,-3.07,-0.14,-244.14,4.87,8.22,35.02,-3.59,0.76,74.66,4.87,20.13,12.12,1,-10.26,-8.14,17.6,-7.21,5.92,5.34,5.97,82.4,145.38,112.79,820.63,72.61,5.68,26.05,1.74,-333.53,-3.07
(주)아이윈플러스,123010,17-Dec,83.25,-22.7,-22.26,0,9.38,11.7,42.06,-7.82,1.92,31.19,6.1,5.39,18.94,0.57,-32.25,-50.72,-7.76,-28.41,5.27,7.83,0.97,107.76,108.83,86.27,387.12,67.21,-5.47,22.44,1.04,0,-12.91
(주)아이즈비전,31310,17-Dec,53.77,3.36,13.94,40.26,1.33,4,14.75,25.06,-0.02,117.33,1.7,21.18,20.3,1.36,21.97,4.54,20.31,7.75,6.66,8.05,7.44,79.69,73.75,219.56,954.1,159.42,37,72.05,3.35,88.4,4.57
(주)아이컴포넌트,59100,17-Dec,60.6,-33.86,-18.53,0,28.29,29.71,36.99,-6.08,1.36,7.51,12.27,6.94,3.75,0.39,-19.96,-54.27,7.41,-22.34,6.29,4.83,0.82,92.59,70.39,129.57,938.11,104.76,10.52,36.23,0.95,0,-13.19
(주)아이톡시,52770,17-Dec,6221.91,-100.12,-36.65,0,-2.67,-3.74,40.85,-19.36,1.19,-601.66,-3.68,1.76,-47.86,1.07,-4.32,-43.66,35.14,-463.17,6.84,0,15.13,64.86,6221.91,69.17,1.9,69.17,-30.34,43.72,1.39,0,-107.05
(주)아이티센,124500,17-Dec,100.85,-0.04,8.75,0,-2.21,-7.06,28.94,1.14,0.86,177.85,-4,50.58,30.95,1.89,14.47,13.85,13.22,3.65,7.01,33.51,10.86,86.78,130.59,137.99,463.49,125.17,16.61,61.59,3.13,0,-0.08
